doi,study_title,publication_type,study_journal,prescreen_decisions,retained_for_extraction_candidate,prescreen_decision,prescreen_action,prescreen_reason,deterministic_matched_terms
10.1192/j.eurpsy.2024.539,Real-world effectiveness and safety of esketamine intranasal spray combined with treatment-as-usual in psychiatric inpatients,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S254-S255
10.1192/j.eurpsy.2024.626,Weight changes in esketamine nasal spray and quetiapine extended-release treated patients with treatment resistant depression: Results from ESCAPE-TRD study,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S300-S301
10.1192/j.eurpsy.2024.717,Half a Decade of Intravenous Ketamine Administration: Our Observation Results and Insights regarding its safety.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S347-S348
10.1192/j.eurpsy.2024.749,Esketamine nasal spray shows greater improvement in health-related quality of life over 32 weeks versus quetiapine extended release in patients with treatment resistant depression,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S363-S365
10.1192/j.eurpsy.2024.864,Motives for MDMA Use: A Comparative Study with Alcohol and Cannabis,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S418-S419
10.1192/j.eurpsy.2024.875,The Effect of the Apollo Neuro Device on Anxiety Among Participants who Underwent Ketamine Assisted Therapy,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S423-S423
10.1192/j.eurpsy.2024.93,Diagnosis &amp; Treatment Options in Depression with comorbid Dementia,article,European Psychiatry,retain,False,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S24-S24
10.1192/j.eurpsy.2024.988,"Substance use, anxiety and depression among Tunisian college students.",journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S476-S476
10.1192/j.eurpsy.2025.1046,Real clinical experience of inhaled esketamine in bipolar depression. A retrospective study,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S503-S503
10.1192/j.eurpsy.2025.1204,Depression and suicidal risk in autism spectrum disorder: efficacy of intranasal esketamine. Clinical experience from a public mental health service in Italy.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S590-S591
10.1192/j.eurpsy.2025.1211,From NMDA Receptor Antagonism to Cerebrovascular Effects: The Dual Facets of Nitrous Oxide in Bipolar Depression.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S594-S594
10.1192/j.eurpsy.2025.1297,Intranasal esketamine in treatment-resistant depression: Descriptive study of our clinical experience.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S638-S638
10.1192/j.eurpsy.2025.1299,Esketamine Nasal Spray in the Treatment of Depression: A Comprehensive Analysis of its Efficacy and Safety in 107 Patients of Sulwan Psychiatric Hospital in Kingdom of Bahrain.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S639-S639
10.1192/j.eurpsy.2025.1303,Real clinical experience of inhaled esketamine in depression and chronic pain. A retrospective study,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S640-S641
10.1192/j.eurpsy.2025.1310,Esketamine and Ketamine use in the Adolescent Population for Treatment Resistent Depression: A Systematic Review,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S644-S644
10.1192/j.eurpsy.2025.1342,Exploring the Influence of Personality Traits on Response to Esketamine nasal spray in Treatment-Resistant Depression: A Real-World Study,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S659-S659
10.1192/j.eurpsy.2025.1344,Resistant depressive disorder: electroconvulsive therapy versus esketamine.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S660-S660
10.1192/j.eurpsy.2025.1353,Can Esketamine Become a Viable Alternative for Treating Treatment-Resistant Depression in Ecuador?,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S664-S665
10.1192/j.eurpsy.2025.1360,Metacogntive training add-on to esketamine treatment in TRD patients: effects on depressive rumination.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S668-S668
10.1192/j.eurpsy.2025.1380,Improvements in Functioning with Esketamine Nasal Spray versus Quetiapine Extended Release in Patients with Treatment Resistant Depression,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S677-S678
10.1192/j.eurpsy.2025.1396,"Dying to be Thin: The complex relationship between Eating Disorders, Epilepsy and Treatment Resistant Depression",article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S686-S686
10.1192/j.eurpsy.2025.1415,Pharmacological treatments for eating disorders – How far are we from new solutions?,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S696-S696
10.1192/j.eurpsy.2025.2101,MM120 demonstrates no evidence of abuse potential in rodent preclinical studies.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S1038-S1038
10.1192/j.eurpsy.2025.2107,Psychoplastogens – a risk-benefit analysis and perspectives for future research,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S1040-S1041
10.1192/j.eurpsy.2025.2110,Salivary Oxytocin as a Biomarker in Psychedelic Assisted Psychotherapy,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S1042-S1042
10.1192/j.eurpsy.2025.273,Effectiveness of Repeated Ketamine Infusions in Treatment Non-Responding Obsessive Compulsive Disorder: a Randomised Controlled Trial,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S83-S84
10.1192/j.eurpsy.2025.289,MM120 (lysergide) in a controlled clinical setting: treatment of generalized anxiety disorder without co-occurring psychotherapeutic intervention,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S92-S93
10.1192/j.eurpsy.2025.347,"Difficult-to-Treat Depression: Effectiveness, Functionality, and Quality of Life—Preliminary Results from a Real-World Prospective Cohort under Esketamine Treatment in Spain after 3-Month Follow-Up",article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S126-S127
10.1192/j.eurpsy.2025.350,Response to Ketamine Therapy in Anxious and Non-Anxious Major Depressive Disorder: A Meta-Analysis of Clinical Trials.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S128-S129
10.1192/j.eurpsy.2025.466,Is there a risk of addiction to ketamine during the treatment of depression? A systematic review of available literature,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S196-S197
10.1192/j.eurpsy.2025.471,Antidepressant effect of ketamine unrelated to dissociation: Results from an exploratory mediation analysis of the KET01-02 study,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S199-S200
10.1192/j.eurpsy.2025.678,Impact of history of esketamine treatment in the current depressive episode on response to iTBS,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S314-S315
10.1192/j.eurpsy.2025.684,"Efficacy of Esketamine nasal spray in treatment-resistant depression: impact on depressive symptoms,hopelessness and suicide risk: A real-world evidence study.",journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S318-S318
10.1192/j.eurpsy.2025.710,"Reconsidering evidence for psychedelic-induced psychosis: An overview of reviews, a systematic review, and meta-analysis of human studies.",journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S332-S332
10.1192/j.eurpsy.2025.857,Top-line Results from ESCAPE-LTE: An Open-Label Extension Study to Assess Long-term Safety of Esketamine Nasal Spray in Treatment Resistant Depression.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S411-S412
10.1192/j.eurpsy.2025.861,Outcomes with esketamine nasal spray in patients with or without earlier partial or full response: post hoc analyses of ESCAPE TRD.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S414-S414
10.1192/j.eurpsy.2025.926,Psilocybin: Systematic review of its use in the treatment of depression.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S448-S448
10.1192/j.eurpsy.2025.976,Ketamine Treatment for Alcohol Use Disorder: A Review,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S471-S471
10.1192/j.eurpsy.2025.989,Characteristics of Stimulant-Induced Psychoses and Schizophrenia Symptoms: A Comparative Analysis Using the PANSS,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S476-S477
10.1201/b12215-27,- Medication in Suicide Prevention: Insights from Neurobiology of Suicidal Behavior,book-chapter,The Neurobiological Basis of Suicide,retain,True,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1201/b18230-19,The influence of ketamine on our understanding of depression,book-chapter,Ketamine,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1210/jendso/bvaf149.1527,"SAT-044 Neurophysin I: A Reliable, Novel, and Robust Biomarker for OxytocinAn Analysis of a Double-Blind Placebo-Controlled Cross-Over Trial",article,Journal of the Endocrine Society,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.12681/eadd/36297,"Ταυτοχρόνος προσδιορισμός των ναρκωτικών ουσιών GHB, GBL, 14BD, MDMA, MDEA, MDA, KET, nor-KET στα ούρα με τη μέθοδο της απευθείας έγχυσης και της φασματομετρίας μαζών",dissertation,"Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών (ΕΚΠΑ), Σχολή Επιστημών Υγείας, Τμήμα Ιατρικής, Τομέας Κλινικοεργαστηριακός, Εργαστήριο Ιατροδικαστικής και Τοξικολογίας",retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.12688/f1000research.127562.2,Ketamine infiltration improves analgesia after thyroid surgery,preprint,F1000Research,retain,False,exclude,exclude_preprint_or_unpublished,Record appears to be a preprint or unpublished posted-content record: publication_type:preprint.,publication_type:preprint
10.12794/metadc1752384,Psychedelia in the United States: An Ethnographic Study of Naturalistic Psychedelic Use,dissertation,University of North Texas,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.1385/1-59259-158-2:001,"Regulation of Monoamine Transporters: Regulated Phosphorylation, Dephosphorylation, and Trafficking",book-chapter,Neurotransmitter Transporters,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.14232/phd.10730,The pharmacological suppression of spreading depolarization in ischemic neuroprotection,dissertation,SZTE Repository of Dissertations (University of Szeged),retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.15126/thesis.00849637,A portfolio of research work including an interpretative phenomenological analysis of MDMA assisted psychotherapy for PTSD.,dissertation,Surrey Research Insight Open Access (The University of Surrey),retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.15760/honors.1171,The Psychedelic Renaissance: a Convergence of Indigenous Knowledge and Science,dissertation,PDXScholar  (Portland State University),retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.15760/honors.1468,Psilocybin with Acceptance and Commitment Therapy (ACT) for the Treatment of Social Anxiety Disorder (SAD),dissertation,PDXScholar  (Portland State University),retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.15760/honors.1569,The Rainbow Wave: Rethinking LGBTQ Representation in Psychedelic-Assisted Therapy Research,dissertation,PDXScholar  (Portland State University),retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.15760/honors.1734,Psilocybin and Death Anxiety: A Dual-Mechanism Approach to Existential Distress,dissertation,PDXScholar  (Portland State University),retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.17514/jnds-1997-16-1-p71-78,"JNDS, Volume 16, Number 1",article,University of North Texas Digital Library (University of North Texas),exclude,False,retain,retain_for_extraction_candidate,in-scope compound/intervention term appears in title or abstract,ketamine | Ibogaine
10.17579/abstractbookdualdisorders-co-032,EFFECTIVENESS AND TOLERABILITY OF INTRANASAL ESKETAMINE IN TREATMENT-RESISTANT DEPRESSION AND SUBSTANCE USE DISORDERS: SERIAL OF CLINICAL CASES,article,Dual Disorders Abstracts Book,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,abstract_book_entry | publication-form audit: individual_abstract_book_entry
10.17579/abstractbookdualdisorders-p-278,PSILOCIBINA ¿SOLUCIÓN AL TRASTORNO POR ABUSO DE ALCOHOL?,article,Dual Disorders Abstracts Book,retain,False,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,abstract_book_entry | publication-form audit: individual_abstract_book_entry
10.17579/abstractbookdualdisorders-p-284,USO DE KETAMINA IV PARA REDUCIR EL USO DE OPIOIDES EN SÍNDROME DEL MIEMBRO FANTASMA: REVISIÓN A PROPÓSITO DE UN CASO,article,Dual Disorders Abstracts Book,retain,False,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,abstract_book_entry | publication-form audit: individual_abstract_book_entry
10.17760/d1001679x,"Kappa opioid receptor regulation of ERK1/2 map kinase signaling
                    cascade",dissertation,Northeastern University,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.17918/00001535,Music's essential role during psychedelic therapy,dissertation,Drexel University,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.18356/9789210028233c023,Recent developments involving psychedelics,book-chapter,World drug report,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.2105/9780875530161ch04,<b>Chapter 4</b>Post-Traumatic Stress Disorder and Substance Use Disorder,book-chapter,American Public Health Association eBooks,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.2174/9781681083438117010014,Ecstasy Substance Use Disorder,book-chapter,BENTHAM SCIENCE PUBLISHERS eBooks,retain,True,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.2174/9781681083438117010015,Hallucinogen-LSD Use Disorder,book-chapter,BENTHAM SCIENCE PUBLISHERS eBooks,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.22215/etd/2021-14775,Peripheral biomarkers in Repeated Ketamine Infusions Trial,dissertation,Carleton University,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.22215/etd/2022-15044,Psychedelic Architectures: Expanding Universal Care with the Integration of Plural Psychedelic Health Spaces,dissertation,Carleton University,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.22215/etd/2023-15485,Sex Differences in the Antidepressant Effects of Ketamine,dissertation,Carleton University,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.22371/02.2024.004,"Moving Forward with Ketamine Therapy: Ensuring Safety, Efficacy, and Accessibility in Depression Treatment",dissertation,Digital USD (University of San Diego),retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.24108/preprints-3114287,New Serotonergics with High Intracellular Bioavailability as Potentially Neuroplastic and Geroprotective Agents,posted-content,,retain,True,exclude,exclude_preprint_or_unpublished,Record appears to be a preprint or unpublished posted-content record: publication_type:posted-content.,publication_type:posted-content
10.25330/2415,Psychedelic rehabilitation for drug policy and trauma survivors : advancing mental health care by granting access to MDMA-assisted therapy for the treatment of post-traumatic stress disorder,dissertation,eiuc.gc.repository,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.25560/45527,Neuronal dynamics of the anterior cingulate cortex during working memory and serotonergic manipulation,dissertation,Spiral (Imperial College London),retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.25560/55900,The psychological and human brain effects of music in combination with psychedelic drugs,dissertation,Spiral (Imperial College London),retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.25560/74573,Functional imaging investigation of psychedelic visual imagery,dissertation,Spiral (Imperial College London),retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.26481/dis.20070405kk,Psychedelic bliss : memory and risk taking during MDMA intoxication,dissertation,maastricht university,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.26481/dis.20200624mu,The Exploration of Naturalistically used Ayahuasca and 5-MeO-DMT,dissertation,maastricht university,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.26481/dis.20241104jr,The light at the end of the tunnel,dissertation,maastricht university,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.26686/tvwc-80bg,Microdosing Psychedelics for Cognitive Enhancement: A Naturalistic Exploration of User Experiences,dissertation,Figshare,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.26686/wgtn.16926640.v1,A Behavioural Analysis of Serotonergic Functional Status Following MDMA Exposure,dissertation,Figshare,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.26686/wgtn.16969075.v1,Tolerance to the Behavioural and Neurochemical Effects of MDMA Following Repeated Exposure,dissertation,INDIGO (University of Illinois at Chicago),retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.26686/wgtn.16969174,The role of Dopamine in the Sensitised Locomotor Activating Effects of Methylenedioxymethamphetamine (MDMA) in Rats,dissertation,Open Access Te Herenga Waka-Victoria University of Wellington,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.26686/wgtn.16985389,Investigating the Effects of Novel Kappa Opioid Receptor Agonists on the Dopamine Transporter,dissertation,Open Access Te Herenga Waka-Victoria University of Wellington,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.26686/wgtn.16985389.v1,Investigating the Effects of Novel Kappa Opioid Receptor Agonists on the Dopamine Transporter,dissertation,Figshare,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.26686/wgtn.17003281,Elucidating the Cellular Effects of MDMA on the Serotonin Transporter (SERT),dissertation,Open Access Te Herenga Waka-Victoria University of Wellington,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.26686/wgtn.17006281,Investigating the Effect of Kappa Opioid Receptor Agonists on Serotonin Transporter Function in HEK-293 Cells,dissertation,Open Access Te Herenga Waka-Victoria University of Wellington,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.26686/wgtn.17008309,The Role of Serotonin in MDMA Self-administration in Rats,dissertation,Open Access Te Herenga Waka-Victoria University of Wellington,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.26686/wgtn.17011409,Behavioural Pharmacology of Novel Kappa Opioid Compounds,dissertation,Open Access Te Herenga Waka-Victoria University of Wellington,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
10.26686/wgtn.17013914,Kappa Opioid Receptor Agonists: New Targets In The Treatment Of Pain,dissertation,Figshare,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",dissertation
