doi,classification,relation_or_failure_subtype,confidence,requested_title,identity_status,identity_basis,document_doi,document_title,title_similarity_header,title_coverage_front,target_title_score_full_artifact,target_title_exact_in_artifact,target_doi_literal_in_artifact,best_backend,fulltext_source,artifact_path,artifact_pdf_path,artifact_pdf_exists,current_candidate_pdf_path,current_candidate_pdf_exists,manual_import_reports,local_correct_text_status,exact_doi_pmcid,direct_xml_availability,openalex_is_oa,openalex_pdf_url,openalex_landing_url,remote_correct_text_status,current_kg_finding_count,repair_method,availability_caveat
10.2196/preprints.12125,benign_conflict,preprint_repository_version,high,Safety of Intranasal Ketamine for Reducing Uncontrolled Cancer-Related Pain: Protocol of a Phase I/II Clinical Trial (Preprint),target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.2196/12125,Safety of Intranasal Ketamine for Reducing Uncontrolled Cancer-Related Pain: Protocol of a Phase I/II Clinical Trial,0.9547,0.9231,0.9167,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_2196_preprints_12125.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.2196_preprints.12125__864a4d1f91.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.2196_preprints.12125__864a4d1f91.pdf,True,,correct_content_available_locally,,,False,,,no_open_fulltext_signal_found,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.22037/aaem.v11i1.2095,benign_conflict,doi_parse_truncation_or_suffix,high,Haloperidol-Midazolam vs. Haloperidol-Ketamine in Controlling the Agitation of Delirious Patients; a Randomized Clinical Trial,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.22037/aaem.v11i1,Haloperidol-Midazolam vs.Haloperidol-Ketamine in Controlling the Agitation of Delirious Patients; a Randomized Clinical Trial,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_22037_aaem_v11i1_2095.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.22037_aaem.v11i1.2095__bdd841d365.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.22037_aaem.v11i1.2095__bdd841d365.pdf,True,,correct_content_available_locally,PMC10568945,not_needed,True,https://pmc.ncbi.nlm.nih.gov/articles/PMC10568945/pdf/aaem-11-e61.pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/10568945,exact_pmc_record_available_xml_needs_probe,4,Keep local text; correct TEI/GROBID DOI parsing and store the requested DOI as document identity; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.22374/jmhan.v4i1.40,no_header_wrong_or_ancillary,wrong_unrelated_document,high,Emerging Psychedelic-Assisted Therapies: Implications for Nursing Practice,identity_unverified,insufficient document-level identifier or title evidence,,Designing for DTG: Prep School File Type,0.2982,0.0,0.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_22374_jmhan_v4i1_40.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.22374_jmhan.v4i1.40__53dbf73653.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.22374_jmhan.v4i1.40__53dbf73653.pdf,True,,main_article_not_available_in_current_artifact,,,True,http://jmhan.org/index.php/JMHAN/article/download/40/43,https://doi.org/10.22374/jmhan.v4i1.40,oa_pdf_signal_requires_identity_validation,0,Quarantine wrong artifact/PDF. Reacquire from exact DOI with front-page DOI/title validation; otherwise use canonical abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.22541/au.170019739.91075425/v1,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,Wood-loving magic mushrooms from Australia are saprotrophic invaders in the northern hemisphere,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.3114/fuse.2024.14.14,,,0.8,0.7778,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_22541_au_170019739_91075425_v1.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.22541_au.170019739.91075425_v1__fbc5d6c84b.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.22541_au.170019739.91075425_v1__fbc5d6c84b.pdf,True,,uncertain_quarantine,,,True,https://www.authorea.com/doi/pdf/10.22541/au.170019739.91075425,https://doi.org/10.22541/au.170019739.91075425/v1,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.25040/ntsh2024.01.07,benign_conflict,doi_parse_truncation_or_suffix,high,"POST-TRAUMATIC STRESS DISORDER, INSOMNIA, HEART RATE VARIABILITY AND METABOLIC SYNDROME (NARRATIVE REVIEW)",target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.25040/ntsh,"POST-TRAUMATIC STRESS DISORDER, INSOMNIA, HEART RATE VARIABILITY AND METABOLIC SYNDROME (NARRATIVE REVIEW)",1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_25040_ntsh2024_01_07.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.25040_ntsh2024.01.07__7600c3c01e.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.25040_ntsh2024.01.07__7600c3c01e.pdf,True,,correct_content_available_locally,,,True,https://mspsss.org.ua/index.php/journal/article/download/976/702,https://doi.org/10.25040/ntsh2024.01.07,oa_pdf_signal_requires_identity_validation,0,Keep local text; correct TEI/GROBID DOI parsing and store the requested DOI as document identity; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.26686/wgtn.17011409.v1,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,Behavioural Pharmacology of Novel Kappa Opioid Compounds,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1016/j.pbb.2009.09.002,,,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_26686_wgtn_17011409_v1.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.17011409.v1__28336a655c.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.17011409.v1__28336a655c.pdf,True,,uncertain_quarantine,,,True,https://openaccess.wgtn.ac.nz/articles/thesis/Behavioural_Pharmacology_of_Novel_Kappa_Opioid_Compounds/17011409/1/files/31465910.pdf,https://figshare.com/articles/thesis/Behavioural_Pharmacology_of_Novel_Kappa_Opioid_Compounds/17011409,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/63su5,benign_conflict,preprint_repository_version,high,"Ketamine in severe, highly treatment-resistant depression—a retrospective case study and a perspective",target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.13140/rg.2.2.18172.35207,"Ketamine in severe, highly treatment-resistant depressiona retrospective case study and a perspective",0.9951,1.0,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_63su5.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.31234_osf.io_63su5__9533e24179.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_63su5__9533e24179.pdf,True,,correct_content_available_locally,,,True,https://osf.io/63su5/download,https://doi.org/10.31234/osf.io/63su5,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/7xyfq_v1,benign_conflict,preprint_repository_version,high,MDMA-assisted Acceptance and Commitment Therapy for Posttraumatic Stress Disorder: Rationale for a New Approach,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1016/j.cbpra.2025.01.001,MDMA-ASSISTED ACT MDMA-assisted Acceptance and Commitment Therapy for Posttraumatic Stress Disorder: Rationale for a New Approach,0.925,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_7xyfq_v1.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_7xyfq_v1__b024f3f8c1.pdf,True,,False,,correct_content_available_locally,,,True,https://osf.io/7xyfq_v1/download,https://doi.org/10.31234/osf.io/7xyfq_v1,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/97gjw,benign_conflict,preprint_repository_version,high,An Integrated theory of false insights and beliefs under psychedelics,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1038/s44271-024-00120-6,An Integrated theory of false insights and beliefs under psychedelics Check for updates,0.8846,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_97gjw.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_97gjw__3cec4d6337.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_97gjw__3cec4d6337.pdf,True,,correct_content_available_locally,,,True,https://psyarxiv.com/97gjw/download,https://doi.org/10.31234/osf.io/97gjw,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/9yxwp,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,"Psychedelic therapy in practice. Case studies of self-treatment, individual therapy, and group therapy",identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.13140/rg.2.2.24250.06089,Underground small-group therapy of treatment-resistant depression and complex post-traumatic stress disorder (C-PTSD) with psilocybin,0.1787,0.875,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_9yxwp.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.31234_osf.io_9yxwp__73d49beb3a.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_9yxwp__73d49beb3a.pdf,True,,uncertain_quarantine,,,True,https://osf.io/9yxwp/download,https://doi.org/10.31234/osf.io/9yxwp,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/9yxwp_v2,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,"Psychedelic therapy in practice. Case studies of self-treatment, individual therapy, and group therapy",identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.13140/rg.2.2.24250.06089,Underground small-group therapy of treatment-resistant depression and complex post-traumatic stress disorder (C-PTSD) with psilocybin,0.1787,0.875,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_9yxwp_v2.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_9yxwp_v2__7e535507a1.pdf,True,,False,,uncertain_quarantine,,,True,https://osf.io/9yxwp_v2/download,https://doi.org/10.31234/osf.io/9yxwp_v2,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/aewtm,benign_conflict,preprint_repository_version,high,Neural Mechanisms and Psychology of Psychedelic Ego Dissolution,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1124/pharmrev.121.000508,Neural Mechanisms and Psychology of Psychedelic Ego Dissolution,1.0,1.0,1.0,True,False,grobid,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_aewtm.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.31234_osf.io_aewtm__847c40d3a6.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_aewtm__847c40d3a6.pdf,True,,correct_content_available_locally,,,True,https://psyarxiv.com/aewtm/download,https://doi.org/10.31234/osf.io/aewtm,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/aps5g_v3,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,"Open MDMA: An Evidence-Based Mixed-Methods Review, Theoretical Framework, and Manual for MDMA Therapy",identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.31234/osf.io/aps5g,,,0.8889,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_aps5g_v3.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_aps5g_v3__fedcedfa32.pdf,True,,False,,uncertain_quarantine,,,True,https://osf.io/aps5g_v3/download,https://doi.org/10.31234/osf.io/aps5g_v3,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/aps5g_v4,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,"Open MDMA: An Evidence-Based Synthesis, Theory, and Manual for MDMA Therapy Based on Predictive Processing, Complex Systems, and the Defense Cascade",identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.31234/osf.io/aps5g,"Open MDMA: An Evidence-Based Mixed-Methods Review, Theoretical Framework, and Manual for MDMA Therapy",0.5542,0.9167,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_aps5g_v4.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_aps5g_v4__de743db86c.pdf,True,,False,,uncertain_quarantine,,,True,https://osf.io/aps5g_v4/download,https://doi.org/10.31234/osf.io/aps5g_v4,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/bvk2f,benign_conflict,preprint_repository_version,high,"5-MeO-DMT in the complete resolution of the consequences of chronic, severe sexual abuse in early childhood—a retrospective case study",target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.13140/rg.2.2.35788.42883,"5-MeO-DMT in the complete resolution of the consequences of chronic, severe sexual abuse in early childhood-a retrospective case study",1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_bvk2f.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.31234_osf.io_bvk2f__bd68dbc85c.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_bvk2f__bd68dbc85c.pdf,True,,correct_content_available_locally,,,True,https://osf.io/bvk2f/download,https://doi.org/10.31234/osf.io/bvk2f,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/dwhcu_v1,benign_conflict,preprint_repository_version,high,Personal Psychedelic Experience as a Training Qualification for Facilitators: A Thematic Analysis of Qualitative Interviews with Psilocybin Experts,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1080/02791072.2024.2401982,Personal Psychedelic Experience as a Training Qualification for Facilitators: A Thematic Analysis of Qualitative Interviews with Psilocybin Experts,1.0,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_dwhcu_v1.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_dwhcu_v1__1fb5a67e27.pdf,True,,False,,correct_content_available_locally,,,True,https://osf.io/dwhcu_v1/download,https://doi.org/10.31234/osf.io/dwhcu_v1,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/gw9jp,benign_conflict,preprint_repository_version,high,Development and psychometric validation of a novel scale for measuring ‘psychedelic preparedness’,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1038/s41598-024-53829-z,Development and psychometric validation of a novel scale for measuring 'psychedelic preparedness',1.0,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_gw9jp.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_gw9jp__e63837a24c.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_gw9jp__e63837a24c.pdf,True,,correct_content_available_locally,,,True,https://psyarxiv.com/gw9jp/download,https://doi.org/10.31234/osf.io/gw9jp,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/my7ba,benign_conflict,preprint_repository_version,high,Self-treatment of psychosis and complex post-traumatic stress disorder with LSD and DMT—A retrospective case study,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1016/j.psycr.2022.100029,Psychiatry Research Case Reports,0.3014,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_my7ba.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_my7ba__305900b310.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_my7ba__305900b310.pdf,True,,correct_content_available_locally,,,True,https://psyarxiv.com/my7ba/download,https://doi.org/10.31234/osf.io/my7ba,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/pefct_v1,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,Ayahuasca revisited. Case studies &amp;amp; observations,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.13140/rg.2.2.21294.18243,,,0.6,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_pefct_v1.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_pefct_v1__42e375000b.pdf,True,,False,,uncertain_quarantine,,,True,https://osf.io/pefct_v1/download,https://doi.org/10.31234/osf.io/pefct_v1,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/q3ymd,benign_conflict,preprint_repository_version,high,Future Directions for Clinical Psilocybin Research: The Relaxed Symptom Network,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1037/pne0000290,Future Directions for Clinical Psilocybin Research: The Relaxed Symptom Network,1.0,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_q3ymd.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_q3ymd__bc39846970.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_q3ymd__bc39846970.pdf,True,,correct_content_available_locally,,,True,https://psyarxiv.com/q3ymd/download,https://doi.org/10.31234/osf.io/q3ymd,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/uh9kf,benign_conflict,preprint_repository_version,high,Psychedelic replications in virtual reality and their potential as a therapeutic instrument: an open-label feasibility study,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.3389/fpsyt.2023.1088896,Psychedelic replications in virtual reality and their potential as a therapeutic instrument: An open-label feasibility study,1.0,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_uh9kf.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_uh9kf__a76a37fe5e.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_uh9kf__a76a37fe5e.pdf,True,,correct_content_available_locally,,,True,https://osf.io/uh9kf/download,https://doi.org/10.31234/osf.io/uh9kf,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/vhs4a_v1,benign_conflict,preprint_repository_version,high,‘Equal-unblinding’ meta-analysis of psychedelic therapy vs. antidepressants for the treatment of depression,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1002/da.20458,'Equal-unblinding' meta-analysis of psychedelic therapy vs. antidepressants for the treatment of depression,1.0,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_vhs4a_v1.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_vhs4a_v1__7c658b484e.pdf,True,,False,,correct_content_available_locally,,,True,https://osf.io/vhs4a_v1/download,https://doi.org/10.31234/osf.io/vhs4a_v1,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/y8sb7,benign_conflict,preprint_repository_version,high,Resetting the Hippocampal Buffer: A Neurocognitive Account of Psychedelic Therapy for Anxiety-Related Psychopathology,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.3389/fnhum.2014.00020,Resetting the Hippocampal Buffer: A Neurocognitive Account of Psychedelic Therapy for Anxiety-Related Psychopathology,1.0,1.0,1.0,True,False,grobid,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_y8sb7.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.31234_osf.io_y8sb7__05489dc274.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_y8sb7__05489dc274.pdf,True,,correct_content_available_locally,,,True,https://osf.io/y8sb7/download,https://doi.org/10.31234/osf.io/y8sb7,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
