# new DOI queue (mechanistic) generated at 2026-05-15T06:35:11.703377+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1007/s13205-025-04673-z,,,Neuropharmacology of synaptic plasticity: pathways to cognitive resilience in healthy aging,2026,Falguni Goel; Payal Singh; Sachchida Nand; Dharmendra Kumar Yadav
10.1016/s0014-2999(99)00695-0,,,[3H]β-CIT: a radioligand for dopamine transporters in rat brain tissue,1999,Nora S. Kula; Ross J. Baldessarini; Frank I. Tarazi; Raoul Fisser; Shaoyin Wang; Joseph D. Trometer; John L. Neumeyer
10.1177/026988119801200210,,,5 -HT1A Receptor agonist (8-OH-DPAT) and 5-HT2 receptor agonist (DOI) disrupt the non-cognitive performance of rats in a working memory task,1998,Sirja Ruotsalainen; Ewen MacDonald; Esa Koivisto; Roman Stefański; Antti Haapalinna; Paavo Riekkinen; Jouni Sirviö
10.1016/s0163-7258(98)00019-9,,,"5-Hydroxytryptamine2-Family Receptors (5-Hydroxytryptamine2A, 5-Hydroxytryptamine2B, 5-Hydroxytryptamine2C) Where Structure Meets Function",1998,Bryan L. Roth
10.1007/pl00005243,,,"Actions of α2 adrenoceptor ligands at α2A and 5-HT1A receptors: the antagonist, atipamezole, and the agonist, dexmedetomidine, are highly selective for α2A adrenoceptors",1998,Adrian Newman‐Tancredi; Jean‐Paul Nicolas; Valérie Audinot; Samantha Gavaudan; Laurence Verrièle; Manuelle Touzard; C. Chaput; Nelly Richard; Mark J. Millan
10.1016/s0006-8993(98)00527-7,,,Acute iboga alkaloid effects on extracellular serotonin (5-HT) levels in nucleus accumbens and striatum in rats,1998,Daneng Wei; I.M. Maisonneuve; Martin E. Kuehne; S.D. Glick
10.1016/s0006-3223(98)00123-1,,,Alterations in serotonergic responsiveness during cocaine withdrawal in rats: similarities to major depression in humans,1998,Michael H. Baumann; Richard B. Rothman
10.1055/s-2007-979350,,,Behavioral Studies of Hallucinogenic Drugs in Animals: Implications for Schizophrenia Research,1998,Mark A. Geyer
10.1046/j.1471-4159.1998.71031289.x,,,"Carrier‐Mediated Release, Transport Rates, and Charge Transfer Induced by Amphetamine, Tyramine, and Dopamine in Mammalian Cells Transfected with the Human Dopamine Transporter",1998,Harald H. Sitte; Sigismund Huck; Harald Reither; Stefan Boehm; E. A. Singer; Christian Pifl
10.1159/000017313,,,Dopamine Receptors and Dopamine Transporter in Brain Function and Addictive Behaviors: Insights from Targeted Mouse Mutants,1998,John Drago; Poolpol Padungchaichot; Domenico Accili; S. Fuchs
10.1016/s0022-3565(24)37818-8,,,Dopamine Transporter Activity in the Substantia Nigra and Striatum Assessed by High-Speed Chronoamperometric Recordings in Brain Slices,1998,Alexander F. Hoffman; Carl R. Lupica; Greg A. Gerhardt
10.1124/mol.54.1.94,,,Effector Pathway-Dependent Relative Efficacy at Serotonin Type 2A and 2C Receptors: Evidence for Agonist-Directed Trafficking of Receptor Stimulus,1998,Kelly A. Berg; Saul Maayani; Joseph Goldfarb; Clare Scaramellini; Paul Leff; William P. Clarke
10.1016/s0893-133x(97)00164-4,,,Effects of Hallucinogens on Locomotor and Investigatory Activity and Patterns: Influence of 5-HT2A and 5-HT2C Receptors,1998,Kirsten Krebs-Thomson
10.1016/s0091-3057(97)00436-x,,,"Effects of LSD, Ritanserin, 8-OH-DPAT, and Lisuride on Classical Conditioning in the Rabbit",1998,Scott Welsh
10.1002/(sici)1098-2396(199806)29:2<142::aid-syn5>3.0.co;2-7,,,Effects of NMDA antagonism on striatal dopamine release in healthy subjects: Application of a novel PET approach,1998,Alan Breier; Caleb M. Adler; Neil Weisenfeld; Tung‐Ping Su; Igor Elman; Lisa Picken; Anil K. Malhotra; David Pickar
10.1007/bf03013245,,,Epidural ketamine for postoperative analgesia,1998,Alan N. Sandler; Roger Schmid; Joel Katz
10.1111/j.1600-0773.1998.tb01410.x,,,Evidence for Functional Interactions between 5‐HT<sub>1A</sub>and 5‐HT<sub>2A</sub>Receptors in Rat Thermoregulatory Mechanisms,1998,Peter Salmi; Sven Ahlénius
10.1016/s0893-133x(97)00092-4,,,Glutamate Modulation of Dopamine Measured in Vivo with Positron Emission Tomography (PET) and 11C-Raclopride in Normal Human Subjects,1998,Geoffrey Smith
10.1002/(sici)1098-2396(199806)29:2<183::aid-syn9>3.0.co;2-3,,,In vivo detection of short- and long-term MDMA neurotoxicity?a positron emission tomography study in the living baboon brain,1998,Ursula Scheffel; Zsolt Szabó; William B. Mathews; Paige Finley; Robert F. Dannals; Hayden T. Ravert; Katalina Szabo; Jie Yuan; George A. Ricaurte
10.1007/s002130050503,,,Interactive effects of subanesthetic ketamine and subhypnotic lorazepam in humans,1998,John Krystal; Laurence P. Karper; Alexandre Bennett; D. Cyril D'Souza; Anissa Abi‐Dargham; Kristen Morrissey; Danielle Abi‐Saab; J. Douglas Bremner; Malcolm B. Bowers; Raymond F. Suckow
10.1016/s0006-8993(97)01396-6,,,"Intraplantar injection of dextrorphan, ketamine or memantine attenuates formalin-induced behaviors",1998,Elyad Davidson; Susan M. Carlton
10.1016/s0940-2993(98)80041-9,,,"Investigation on possible antioxidative properties of the NMDA-receptor antagonists ketamine, memantine, and amantadine in comparison to nicanartine in vitro",1998,Amelie Lupp; Steffen Kerst; E. Karge; G. Quack; W Klinger
10.1046/j.1471-4159.1998.71010258.x,,,Lobeline Displaces [<sup>3</sup>H]Dihydrotetrabenazine Binding and Releases [<sup>3</sup>H]Dopamine from Rat Striatal Synaptic Vesicles: Comparison with <i>d</i>‐Amphetamine,1998,Lihong Teng; Peter A. Crooks; Linda P. Dwoskin
10.1523/jneurosci.18-06-01979.1998,,,Mechanisms of Amphetamine Action Revealed in Mice Lacking the Dopamine Transporter,1998,Sara R. Jones; Raul R. Gainetdinov; R. Mark Wightman; Marc G. Caron
10.1007/s004240050543,,,Modulation of respiratory rhythm by 5-HT in the brainstem-spinal cord preparation from newborn rat,1998,Hiroshi Onimaru; Atsushi Shamoto; Ikuo Homma
10.1016/s0376-8716(98)00068-4,,,Neurotransmitter transporters as molecular targets for addictive drugs,1998,Susan Amara; Mark S. Sonders
10.1073/pnas.95.22.13260,,,Patch-clamp and amperometric recordings from norepinephrine transporters: Channel activity and voltage-dependent uptake,1998,Aurelio Galli; Randy Blakely; Louis J. DeFelice
10.1016/s0022-3565(24)37287-8,,,Protein Kinase C Inhibitors Block Amphetamine-Mediated Dopamine Release in Rat Striatal Slices,1998,Lana Kantor; Margaret E. Gnegy
10.1523/jneurosci.18-20-08417.1998,,,"Reduced Striatal Dopamine Transporter Density in Abstinent Methamphetamine and Methcathinone Users: Evidence from Positron Emission Tomography Studies with [<sup>11</sup>C]WIN-35,428",1998,Una D. McCann; Dean F. Wong; Fuji Yokoi; Victor L. Villemagne; Robert F. Dannals; George A. Ricaurte
10.1016/s0006-3223(98)00124-3,,,Regulated phosphorylation and trafficking of antidepressant-sensitive serotonin transporter proteins,1998,Randy Blakely; Sammanda Ramamoorthy; Sally Schroeter; Yan Qian; Subramaniam Apparsundaram; Aurelio Galli; Louis J. DeFelice
10.1046/j.1471-4159.1998.70051941.x,,,"Relationships Between the Catechol Substrate Binding Site and Amphetamine, Cocaine, and Mazindol Binding Sites in a Kinetic Model of the Striatal Transporter of Dopamine In Vitro",1998,Hollie Wayment; Susan M. Meiergerd; James O. Schenk
10.1097/00008877-199807000-00005,,,"Role of 5-HT1B, 5-HT2A and 5-HT2c receptors in the generalization of 5-HT receptor agonists to the ethanol cue in the rat",1998,S. Maurel; Robert D. Schreiber; Jean De Vry
10.1016/s0006-8993(97)01267-5,,,Serotonin 5-HT2C agonists selectively inhibit morphine-induced dopamine efflux in the nucleus accumbens,1998,David L. Willins; Herbert Y. Meltzer
10.1016/s0006-8993(98)00746-x,,,Serotonin 5-HT2c agonists mimic the effect of light pulses on circadian rhythms,1998,David J. Kennaway; Robert W. Moyer
10.1016/s0306-4522(97)00444-2,,,Serotonin transporter messenger RNA in the developing rat brain: early expression in serotonergic neurons and transient expression in non-serotonergic neurons,1998,Stefan R. Hansson; Éva Mezey; Beth J. Hoffman
10.1016/s0026-895x(24)13059-3,,,The Caenorhabditis elegans GeneT23G5.5 Encodes an Antidepressant- and Cocaine-Sensitive Dopamine Transporter,1998,Lankupalle D. Jayanthi; Subramaniam Apparsundaram; Maureen Malone; E. R. Ward; David M. Miller; Mark Eppler; Randy Blakely
10.1007/s002130050620,,,"The effects of low dose ketamine on sensory gating, neuroendocrine secretion and behavior in healthy human subjects",1998,Bart N.M. van Berckel; Bob Oranje; Jan M. van Ree; M.N. Verbaten; R.S. Kahn
10.1016/s0149-7634(98)00024-4,,,The elevated T-maze as an experimental model of anxiety,1998,Frederico Guilherme Graeff; Cristina Ferreira Netto; Hélio Zangrossi
10.1007/s002130050526,,,The role of 5-HT receptor subtypes in the anxiolytic effects of selective serotonin reuptake inhibitors in the rat ultrasonic vocalization test,1998,Robert D. Schreiber; Christophe Melon; Jean De Vry
10.1046/j.1471-4159.1997.68052186.x,,,A Naturally Occurring Amino Acid Substitution of the Human Serotonin 5‐HT<sub>2A</sub> Receptor Influences Amplitude and Timing of Intracellular Calcium Mobilization,1997,Norio Ozaki; Husseini K. Manji; Victoria Lubierman; Sha Jia Lu; Jaakko Lappalainen; Norman E. Rosenthal; David Goldman
10.1002/(sici)1520-6394(1997)5:1<29::aid-da5>3.0.co;2-0,,,"Acute effects of ketamine in the holeboard, the elevated-plus maze, and the social interaction test in Wistar rats",1997,J. Silvestre; Roser Nadal; M. Pallar�s; N. Ferr�
10.1016/s0304-3959(96)03290-3,,,Antinociceptive effects of NMDA and non-NMDA receptor antagonists in the tail flick test in mice,1997,Kabirullah Lutfy; Sui Xiong Cai; Richard M. Woodward; Eckard Weber
10.1016/s0006-3223(96)00546-x,,,Clozapine Blunts N-Methyl-d-Aspartate Antagonist-Induced Psychosis: A Study with Ketamine,1997,Anil K. Malhotra; Caleb M. Adler; Sasha D. Kennison; Igor Elman; David Pickar; Alan Breier
10.1016/s0006-8993(97)00316-8,,,DOI disrupts prepulse inhibition of startle in rats via 5-HT2A receptors in the ventral pallidum,1997,T. E. Sipes; Mark A. Geyer
10.1002/mrm.1910380306,,,"Detection of dopaminergic neurotransmitter activity using pharmacologic MRI: Correlation with PET, microdialysis, and behavioral data",1997,Yin Ching I. Chen; Wendy R. Galpern; Anna‐Liisa Brownell; Russell T. Matthews; Mikhail Bogdanov; Ole Isacson; John R. Keltner; M. Flint Beal; Bruce R. Rosen; Bruce G. Jenkins
10.1016/s0006-8993(97)00255-2,,,"Differential effects of single and repeated ketamine administration on dopamine, serotonin and GABA transmission in rat medial prefrontal cortex",1997,Nils Lindefors; Sapeeda Barati; William T. O’Connor
10.1016/s0022-3565(24)36840-5,,,Direct Injection of 5-HT2A Receptor Agonists into the Medial Prefrontal Cortex Produces a Head-Twitch Response in Rats,1997,David L. Willins; Herbert Y. Meltzer
10.1523/jneurosci.17-07-02295.1997,,,Distribution of Brain-Derived Neurotrophic Factor (BDNF) Protein and mRNA in the Normal Adult Rat CNS: Evidence for Anterograde Axonal Transport,1997,J. M. Conner; Julie C. Lauterborn; Qiao Yan; Christine M. Gall; S Varon
10.1016/s0304-3940(97)00768-4,,,Dopamine transporter mRNA is up-regulated in the substantia nigra and the ventral tegmental area of amphetamine-sensitized rats,1997,Paul D. Shilling; John R. Kelsoe; David S. Segal
10.1016/s0022-3565(24)36427-4,,,Efficacy of Spinal NMDA Receptor Antagonism in Formalin Hyperalgesia and Nerve Injury Evoked Allodynia in the Rat,1997,Sandra R. Chaplan; Annika B. Malmberg; Tony L. Yaksh
10.1016/s0014-2999(97)00072-1,,,Excitatory amino acid receptor involvement in peripheral nociceptive transmission in rats,1997,Nada Lawand; William D. Willis; Karin N. Westlund
10.1016/s0169-328x(97)00136-8,,,Expression of dopamine transporter and vesicular monoamine transporter 2 mRNAs in rat midbrain after repeated amphetamine administration,1997,Wenxiao Lu; Marina E. Wolf
10.1016/s0028-3908(97)00035-x,,,In Vivo Electrophysiological Characterization of 5-HT Receptors in the Guinea Pig Head of Caudate Nucleus and Orbitofrontal Cortex,1997,Mostafa El Mansari; Pierre Blier
10.1016/s0304-3959(97)00006-7,,,"Ketamine, an NMDA receptor antagonist, suppresses spatial and temporal properties of burn-induced secondary hyperalgesia in man: a double-blind, cross-over comparison with morphine and placebo",1997,Torhild Warncke; Audun Stubhaug; Ellen Jørum
10.1016/s0893-133x(97)00036-5,,,Ketamine-Induced Exacerbation of Psychotic Symptoms and Cognitive Impairment in Neuroleptic-Free Schizophrenics,1997,Anil K. Malhotra
10.1016/s0896-6273(00)80419-5,,,Knockout of the Vesicular Monoamine Transporter 2 Gene Results in Neonatal Death and Supersensitivity to Cocaine and Amphetamine,1997,Yan-Min Wang; Raul R. Gainetdinov; Fabio Fumagalli; Fei Xu; Sara R. Jones; Cheryl B. Bock; Gary W. Miller; R. Mark Wightman; Marc G. Caron
10.1016/s0304-3940(97)00263-2,,,"Local treatment with the N-methyl-d-aspartate receptor antagonist ketamine, inhibit development of secondary hyperalgesia in man by a peripheral action",1997,Torhild Warncke; Ellen Jørum; Audun Stubhaug
10.1111/j.1399-6576.1997.tb04854.x,,,Mapping of punctuate hyperalgesia around a surgical incision demonstrates that ketamine is a powerful suppressor of central sensitization to pain following surgery,1997,Audun Stubhaug; Harald Breivik; Per Kristian Eide; M. KREUNEN; A. Foss
10.1016/s0006-8993(97)00583-0,,,Mobilization of arachidonate and docosahexaenoate by stimulation of the 5-HT2A receptor in rat C6 glioma cells,1997,Martha C. Garcia; Hee‐Yong Kim
10.1523/jneurosci.17-03-00960.1997,,,Multiple Ionic Conductances of the Human Dopamine Transporter: The Actions of Dopamine and Psychostimulants,1997,Mark S. Sonders; Si-Jia Zhu; Nancy R. Zahniser; Michael P. Kavanaugh; Susan Amara
10.1111/j.1399-6576.1997.tb04624.x,,,NMDA receptor antagonists: interactions with opioids,1997,Anthony H. Dickenson
10.1016/s0022-3565(24)36843-0,,,Pharmacological Characterization of In Vivo Properties of Putative Mixed 5-HT1AAgonist/5-HT2A/2C Antagonist Anxiolytics. II. Drug Discrimination and Behavioral Observation Studies in Rats,1997,Mark S. Kleven; Marie‐Bernadette Assié; Wouter Koek
10.1007/s002590050191,,,Pharmacological effects of dopaminergic drugs on in vivo binding of [ 99m Tc]TRODAT-1 to the central dopamine transporters in rats,1997,S. Dresel; Mei‐Ping Kung; Karl Plößl; Sanath K. Meegalla; Hank F. Kung
10.1523/jneurosci.17-05-01710.1997,,,Pharmacology and Distribution of Norepinephrine Transporters in the Human Locus Coeruleus and Raphe Nuclei,1997,Gregory A. Ordway; Craig A. Stockmeier; Garrick W. Cason; Violetta Klimek
10.1523/jneurosci.17-09-03254.1997,,,Repeated Cocaine Modifies the Mechanism by which Amphetamine Releases Dopamine,1997,R. Christopher Pierce; Peter W. Kalivas
10.1016/s0091-3057(97)00057-9,,,Role of 5-HT2A and 5-HT2C Receptor Subtypes in the Two Types of Fear Generated by the Elevated T-Maze,1997,Paula O. Mora; Cristina Ferreira Netto; Frederico Guilherme Graeff
10.1016/j.neuropharm.2020.108276,,,The Business of Rural Tourism: International Perspectives,1997,Stephen J. Page; Donald Getz
10.1097/00004714-199708000-00009,,,The Effect of Fluvoxamine on Serum Prolactin and Serum Sodium Concentrations,1997,Olav Spigset; Tom Mjörndal
10.1002/mds.870120502,,,The dopamine transporter: A crucial component regulating dopamine transmission,1997,Mohamed Jaber; Sara R. Jones; Bruno Giros; Marc G. Caron
10.1073/pnas.94.18.9938,,,"VMAT2 knockout mice: Heterozygotes display reduced amphetamine-conditioned reward, enhanced amphetamine locomotion, and enhanced MPTP toxicity",1997,Nobuyuki Takahashi; Lucinda L. Miner; Ichiro Sora; Hiroshi Ujike; Randal S. Revay; Vladimir Kostić; Vernice Jackson‐Lewis; Serge Przedborski; George R. Uhl
10.1016/s0896-6273(00)80418-3,,,Vesicular Transport Regulates Monoamine Storage and Release but Is Not Essential for Amphetamine Action,1997,Edward A. Fon; Emmanuel N. Pothos; Bao-Cun Sun; Nigel Killeen; David Sulzer; Robert H. Edwards
10.1007/bf02245610,,,"5-HT modulation of auditory and visual sensorimotor gating: II. Effects of the 5-HT2A antagonist MDL 100,907 on disruption of sound and light prepulse inhibition produced by 5-HT agonists in Wistar rats",1996,Robert Padich; Timothy C. McCloskey; John H. Kehne
10.1016/s0896-6273(00)80111-7,,,Addiction to Cocaine and Amphetamine,1996,Steven E Hyman
10.1016/s0306-4522(96)00399-5,,,Cocaine and amphetamine elicit differential effects in rats with a unilateral injection of dopamine transporter antisense oligodeoxynucleotides,1996,Christopher Silvia; Mohamed Jaber; G. R. Gnana King; E. H. Ellinwood; Marc G. Caron
10.1111/j.1460-9568.1996.tb01228.x,,,Comparative Patch‐clamp Studies with Freshly Dissociated Rat Hippocampal and Striatal Neurons on the NMDA Receptor Antagonistic Effects of Amantadine and Memantine,1996,Chris G. Parsons; V. A. Panchenko; V. Pinchenko; A. Ya. Tsyndrenko; Oleg Krishtal
10.1016/s0026-895x(25)09149-7,,,Contribution of a helix 5 locus to selectivity of hallucinogenic and nonhallucinogenic ligands for the human 5-hydroxytryptamine2A and 5-hydroxytryptamine2C receptors: direct and indirect effects on ligand affinity mediated by the same locus.,1996,Niva Almaula; Barbara J. Ebersole; Juan Antonio Ballesteros‐Cánovas; Harel Weinstein; Stuart C. Sealfon
10.1097/00005072-199601000-00012,,,Developmental Changes in [3H]Lysergic Acid Diethylamide ([3H]LSD) Binding to Serotonin Receptors in the Human Brainstem,1996,Nataša Zec; James J. Filiano; Ashok Panigrahy; William F. White; Hannah C. Kinney
10.1073/pnas.93.10.5166,,,Distinct pharmacological properties and distribution in neurons and endocrine cells of two isoforms of the human vesicular monoamine transporter.,1996,Jeffrey D. Erickson; Monika Schäfer; Tom I. Bonner; Lee E. Eiden; Eberhard Weihe
10.1016/0893-133x(95)00240-e,,,Effect of Pindolol on the Function of Pre- and Postsynaptic 5-HT1A Receptors: In Vivo Microdialysis and Electrophysiological Studies in the Rat Brain,1996,Luz Romero
10.1021/ac960022x,,,Human Norepinephrine Transporter Kinetics Using Rotating Disk Electrode Voltammetry,1996,W. B. Burnette; M. D. Bailey; Shola Kukoyi; Randy Blakely; C.G. Trowbridge; J. B. Justice
10.1038/379606a0,,,Hyperlocomotion and indifference to cocaine and amphetamine in mice lacking the dopamine transporter,1996,Bruno Giros; Mohamed Jaber; Sara R. Jones; R. Mark Wightman; Marc G. Caron
10.1016/s0026-895x(25)09398-8,,,"Identification of a single amino acid, phenylalanine 586, that is responsible for high affinity interactions of tricyclic antidepressants with the human serotonin transporter.",1996,E L Barker; Randy Blakely
10.1097/00001756-199612200-00035,,,Identification of planarian serotonin receptor by ligand binding and PCR studies,1996,Osamu Saitoh; Eriko Yuruzume; Hiroyasu Nakata
10.1016/s0896-6273(00)80213-5,,,Listening to Neurotransmitter Transporters,1996,Henry A. Lester; Yongwei Cao; Sela Mager
10.1074/jbc.271.25.14672,,,Mapping the Binding Site Pocket of the Serotonin 5-Hydroxytryptamine2A Receptor,1996,Niva Almaula; Barbara J. Ebersole; Daqun Zhang; Harel Weinstein; Stuart C. Sealfon
10.1007/bf02532401,,,NMDA Receptor antagonists prevent acute ammonia toxicity in mice,1996,Carlos Hermenegildo; Goizane Marcaida; Carmina Montoliu; Santiago Grisolía; María‐Dolores Miñana; Vicente Felipo
10.1523/jneurosci.16-01-00373.1996,,,NMDA receptor antagonists impair prefrontal cortex function as assessed via spatial delayed alternation performance in rats: modulation by dopamine,1996,Anita Verma; Bita Moghaddam
10.1016/0014-2999(96)00067-2,,,Opioid receptor selectivity alteration by single residue replacement: synthesis and activity profile of [Dmt1]deltorphin B,1996,Remo Guerrini; Anna Capasso; L. Sorrentino; Roberto Anacardio; Sharon D. Bryant; Lawrence H. Lazarus; Martti Attila; Severo Salvadori
10.1002/(sici)1096-8628(19961122)67:6<533::aid-ajmg4>3.0.co;2-i,,,Possible locus for bipolar disorder near the dopamine transporter on chromosome 5,1996,John R. Kelsoe; A. Dessa Sadovnick; Helgi Kristbjarnarson; Patricia Bergesch; Zofi Mroczkowski‐Parker; Michael Drennan; Mark Hyman Rapaport; Pamela Flodman; M. Anne Spence; Ronald A. Remick
10.1016/0028-3908(95)00195-6,,,"Protective actions of the 5-HT2A2C receptor agonist, DOI, on 5-HT1A receptor-mediated inhibition of lordosis behavior",1996,Sharmin Maswood; Martha Andrade; Marjay Caldarola-Pastuszka; Lynda Uphouse
10.1016/0006-8993(95)01373-3,,,Stimulation of 5-HT2A receptors in the paraventricular hypothalamus attenuates neuropeptide Y-induced hyperphagia through activation of corticotropin releasing factor,1996,Giuliano Grignaschi; Francesca Sironi; R. Samanin
10.1016/0969-8051(95)02074-8,,,Synthesis and in vivo studies of a selective ligand for the dopamine transporter: 3β-(4-[125I]iodophenyl) tropan-2β-carboxylic acid isopropyl ester ([125I]RTM-21),1996,John R. Lever; Ursula Scheffel; Marigo Stathis; Herbert H. Seltzman; Christopher D. Wyrick; Philip Abraham; Karol Parham; Brian F. Thomas; John W. Boja; Michael J. Kuhar
10.1016/0304-3959(96)03080-1,,,The effect of ketamine on phantom pain: a central neuropathic disorder maintained by peripheral input,1996,Lone Nikolajsen; Carsten L. Hansen; Jesper Ellerbæk Nielsen; Johnny Keller; Lars Arendt‐Nielsen; Troels S. Jensen
10.1016/0006-3223(95)00046-1,,,Age-specific neurotoxicity in the rat associated with NMDA receptor blockade: Potential relevance to schizophrenia?,1995,Nuri B. Farber; David F. Wozniak; Madelon T. Price; Joann Labruyere; Janice M. Huss; Heidi St. Peter; John W. Olney
10.1016/s0026-895x(25)08574-8,,,Biogenic amine flux mediated by cloned transporters stably expressed in cultured cell lines: amphetamine specificity for inhibition and efflux.,1995,S C Wall; Haidong Gu; Gary Rudnick
10.1227/00006123-199512000-00007,,,Central Dysesthesia Pain after Traumatic Spinal Cord Injury Is Dependent on N-Methyl-D-aspartate Receptor Activation,1995,Per Kristian Eide; Audun Stubhaug; Aud Stenehjem
10.1016/0305-0491(95)00098-4,,,Characterization of [3H]LSD binding to a serotonin-sensitive site in honeybee (Apis mellifera) brain,1995,Wolfgang Blenau; Torsten May; Joachim Erber
10.1016/0028-3908(95)00092-k,,,"Comparison of the potency, kinetics and voltage-dependency of a series of uncompetitive NMDA receptor antagonists in vitro with anticonvulsive and motor impairment activity in vivo",1995,Chris G. Parsons; G. Quack; I. Bresink; L Baran; Edmund Przegaliński; Wojciech Kostowski; Paweł Krząścik; Sabine Hartmann; Wojciech Danysz
10.1007/bf02245809,,,Complex stimulus properties of LSD: a drug discrimination study with α2-adrenoceptor agonists and antagonists,1995,Danuta Marona‐Lewicka; David E. Nichols
10.1016/0304-3959(94)00182-e,,,Continuous subcutaneous administration of the N -methyl-D-aspartic acid (NMDA) receptor antagonist ketamine in the treatment of post-herpetic neuralgia,1995,Per Kristian Eide; Audun Stubhaug; Ivar Øye; Harald Breivik
10.1016/0006-8993(95)00477-8,,,DNQX inhibits phencyclidine (PCP) and ketamine induction of the hsp70 heat shock gene in the rat cingulate and retrosplenial cortex,1995,James W. Sharp; D.L. Petersen; M.T. Langford
10.1016/0002-9378(95)90427-1,,,Human placental monoamine transporters as targets for amphetamines,1995,J. D. Ramamoorthy; Sammanda Ramamoorthy; Frederick H. Leibach; Vadivel Ganapathy
10.1016/0024-3205(95)00301-l,,,Ibogaine possesses a selective affinity for σ2 receptors,1995,Robert H. Mach; Cynthia R. Smith; Steven R. Childers
10.1016/0024-3205(95)00273-9,,,Identification of a primary metabolite of ibogaine that targets serotonin transporters and elevates serotonin,1995,Deborah C. Mash; Julie K. Staley; Michael H. Baumann; Richard B. Rothman; William Lee Hearn
10.1007/bf02245940,,,LSD and structural analogs: pharmacological evaluation at D1 dopamine receptors,1995,Val J. Watts; Richard B. Mailman; Cindy P. Lawler; Kim A. Neve; David E. Nichols
10.1016/0885-3924(95)00102-5,,,Long-term ketamine subcutaneous continuous infusion in neuropathic cancer pain,1995,Sebastiano Mercadante; Franco Lodi; Monica Sapio; Marina Calligara; Roberto Serretta
10.1016/s0026-895x(25)08549-9,,,Mechanism of the dopamine-releasing actions of amphetamine and cocaine: plasmalemmal dopamine transporter versus vesicular monoamine transporter.,1995,Christian Pifl; Helmut Drobny; Harald Reither; O Hornykiewicz; E. A. Singer
10.1016/0893-133x(95)00083-p,,,"N-Methyl-?-Aspartate (NMDA) Receptors, Mu and Kappa Opioid Tolerance, and Perspectives on New Analgesic Drug Development",1995,Kathryn Elliott
10.1016/s0022-3565(25)12232-5,,,Pharmacological studies of the regulation of chronic FOS-related antigen induction by cocaine in the striatum and nucleus accumbens.,1995,Heather E. Nye; Bruce T. Hope; Max B. Kelz; Michael J. Iadarola; E J Nestler
10.1006/bbrc.1995.2659,,,Regulation of the Human Serotonin Transporter by Interleukin-1β,1995,Sivapriya Ramamoorthy; J. D. Ramamoorthy; Puttur D. Prasad; G.K. Bhat; V.B. Mahesh; Frederick H. Leibach; V. Ganapathy
10.1055/s-2007-979624,,,Serotonin Receptors and Animal Models of Aggressive Behavior,1995,Berend Olivier; J. Mos; Ruud van Oorschot; René Hen
10.1016/0893-133x(95)00140-9,,,The Effects of NMDA Receptor Antagonists and Nitric Oxide Synthase Inhibitors on Opioid Tolerance and Withdrawal Medication Development Issues for Opiate Addiction,1995,Barry K. Herman
10.1080/09699260.1995.11746707,,,"The Role of Ketamine, an NMDA Receptor Antagonist, in the Management of Pain",1995,J Łuczak; Anthony H. Dickenson; Aleksandra Kotlińska–Lemieszek
10.1007/bf03401608,,,δ Opioidmimetic Antagonists: Prototypes for Designing a New Generation of Ultraselective Opioid Peptides,1995,Severo Salvadori; Martti Attila; Giofranco Balboni; Clementina Bianchi; Sharon D. Bryant; Orlando Crescenzi; Remo Guerrini; Delia Picone; Teodorico Tancredi; Piero Andrea Temussi
10.1016/0304-3959(94)90226-7,,,Allodynia evoked by intrathecal administration of prostaglandin E2 to conscious mice,1994,Toshiaki Minami; Rumiko Uda; S Horiguchi; Shiji Ito; Masayoshi Hyodo; Osamu Hayaishi
10.1016/0006-8993(94)91530-x,,,Characterization of tyramine and octopamine receptors in the insect (Locusta migratoria migratorioides) brain,1994,L. Hiripi; Szilveszter Juhos; Roger Downer
10.1016/s0026-895x(25)09818-9,,,Chimeric human and rat serotonin transporters reveal domains involved in recognition of transporter ligands.,1994,E L Barker; Heather L. Kimmel; Randy Blakely
10.1007/bf02245219,,,Cross-tolerance studies of serotonin receptors involved in behavioral effects of LSD in rats,1994,Kirsten M. Krebs; Mark A. Geyer
10.1016/s0163-1047(05)80010-x,,,"Effects of the NMDA receptor antagonist ketamine on flavor memory: Conditioned aversion, latent inhibition, and habituation of neophobia",1994,Luis Fernando Aguado Quintero; Ana San Antonio; Leticia Pérez; Rafael del Valle; Javier Río Gómez
10.1002/syn.890170306,,,Electrophysiological evidence for a functional interaction between 5‐HT<sub>1A</sub> and 5‐HT<sub>2A</sub> receptors in the rat medial prefrontal cortex: An lontophoretic study,1994,Charles R. Ashby; Emmeline Edwards; Rex Y. Wang
10.1523/jneurosci.14-12-07680.1994,,,Estradiol regulates hippocampal dendritic spine density via an N-methyl- D-aspartate receptor-dependent mechanism,1994,Catherine S. Woolley; BS McEwen
10.1016/s0022-3565(25)22346-1,,,"Evidence that 1-(2,5-dimethoxy-4-methylphenyl)-2-aminopropane-induced hypophagia and hyperthermia in rats is mediated by serotonin-2A receptors.",1994,Charanjit S. Aulakh; Pascale Mazzola‐Pomietto; Kinga Woźniak; James Hill; D L Murphy
10.1016/0091-3057(94)90506-1,,,Glutamate antagonists have different effects on spontaneous locomotor activity in rats,1994,Wojciech Danysz; Ursula Essmann; I. Bresink; Rolf Wilk
