# discovered queue (mechanistic) generated at 2026-05-15T06:35:09.796789+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1007/s13205-025-04673-z,,,Neuropharmacology of synaptic plasticity: pathways to cognitive resilience in healthy aging,2026,Falguni Goel; Payal Singh; Sachchida Nand; Dharmendra Kumar Yadav
10.3389/fpsyt.2024.1485337,,,"Why N,N-dimethyltryptamine matters: unique features and therapeutic potential beyond classical psychedelics",2024,Cristiano Chaves; Rafael G. dos Santos; Serdar Dursun; Massimo Tusconi; Mauro Giovanni Carta; Elisa Brietzke; Jaime E. C. Hallak
10.1021/acschemneuro.2c00718,,,5-HT2ARs Mediate Therapeutic Behavioral Effects of Psychedelic Tryptamines,2023,Lindsay P. Cameron; Seona D. Patel; Maxemiliano V. Vargas; Eden V. Barragan; Hannah N. Saeger; Hunter T. Warren; Winston L. Chow; J.A. Gray; David E. Olson
10.1038/s41386-023-01572-w,,,5-MeO-DMT modifies innate behaviors and promotes structural neural plasticity in mice,2023,Sarah J. Jefferson; Ian Gregg; Mark Dibbs; Clara Liao; Hao Wu; Pasha A. Davoudian; Samuel C. Woodburn; Patrick H. Wehrle; Jeffrey Sprouse; Alexander M. Sherwood
10.3390/biology12111380,,,A Comprehensive Review of the Current Status of the Cellular Neurobiology of Psychedelics,2023,Blerida Banushi; Vince Polito
10.1021/acscentsci.3c00616,,,"A Route to Potent, Selective, and Biased Salvinorin Chemical Space",2023,Sarah J. Hill; Nathan Dao; Vương Đặng Quốc; Edward L. Stahl; Laura Bohn; Ryan A. Shenvi
10.1016/j.celrep.2023.112203,,,A non-hallucinogenic LSD analog with therapeutic potential for mood disorders,2023,Vern Lewis; Emma M. Bonniwell; Janelle K. Lanham; Abdi Ghaffari; Hooshmand Sheshbaradaran; Andrew B. Cao; Maggie M. Calkins; Mario Alberto Bautista-Carro; Emily Arsenault; Andre Telfer
10.1071/ch23010,,,"A review of psilocybin: chemistry, clinical uses and future research directions",2023,Eliza Milliken; Peter Galettis; Jenny Martin
10.26434/chemrxiv-2023-h7h38,,,"A route to potent, selective and biased salvinorin chemical space",2023,Sarah J. Hill; Nathan Dao; Vương Đặng Quốc; Edward L. Stahl; Laura Bohn; Ryan A. Shenvi
10.1038/s41598-023-32649-7,,,A whole-brain model of the neural entropy increase elicited by psychedelic drugs,2023,Rubén Herzog; Pedro A. M. Mediano; Fernando E. Rosas; Paul Lodder; Robin Carhart‐Harris; Yonatan Sanz Perl; Enzo Tagliazucchi; Rodrigo Cofré
10.3390/biomedicines11102664,,,Activation of σ1-Receptors by R-Ketamine May Enhance the Antidepressant Effect of S-Ketamine,2023,Hans O. Kalkman
10.57098/scirevs.biology.2.2.1,,,All-natural 5-MeO-DMT sigma receptor 1 agonist and its therapeutic impact in mental and neurodegener-ative diseases through mitochondrial activation,2023,Milena Batalla
10.1021/acschemneuro.2c00806,,,Alleviation of Cocaine Withdrawal and Pertinent Interactions between Salvinorin-Based Antagonists and Kappa Opioid Receptor,2023,Nicholas S. Akins; Salahuddin Mohammed; Pankaj Pandey; Seong Jong Kim; Fakhri Mahdi; Md Imdadul H. Khan; Emaya Moss; Charlie J. Worth; Madeline M. Keane; Amar G. Chittiboyina
10.1002/trc2.12385,,,Alzheimer's disease drug development pipeline: 2023,2023,Jeffrey L. Cummings; Yadi Zhou; Garam Lee; Kate Zhong; Jorge Ramón Fonseca Cacho; Feixiong Cheng
10.1007/s00213-023-06410-x,,,Antidepressant effects of novel positive allosteric modulators of Trk-receptor mediated signaling – a potential therapeutic concept?,2023,Nather Madjid; Veronica Lidell; Gunnar Nordvall; Maria Lindskog; Sven Ove Ögren; Pontus Forsell; Johan Sandin
10.1016/j.brainres.2023.148375,,,Antidepressant effects of repeated s-ketamine administration as NMDAR Antagonist: Involvement of CaMKIIα and mTOR signaling in the hippocampus of CUMS mice,2023,Bingjie Liu; Yuxin Du; Chang Xu; Qingzhen Liu; Lidong Zhang
10.1016/j.bcp.2023.115918,,,Antidepressant mechanisms of ketamine’s action: NF-κB in the spotlight,2023,Paulina Sokołowska; Michał Seweryn Karbownik; Marta Jóźwiak-Bębenista; Maria Dobielska; Edward Kowalczyk; Anna Wiktorowska‐Owczarek
10.1016/j.fitote.2023.105622,,,"Antinociceptive effect of cyclic and linear diterpenoids as new atypical agonists of κ-opioid receptors obtained from four species of the Baccharis genus, and vehiculated in nanometric niosomes",2023,Matías Funes; Rodrigo D. Tosso; Noelia D. Machado; Mariana A. Fernández; María Garro; David Díaz Díaz; Virginia Juan Hikawczuk; Ricardo D. Enriz
10.3389/fphar.2023.1240295,,,Bedside to bench: the outlook for psychedelic research,2023,Victor P. Acero; Emily S. Cribas; Kevin D. Browne; Olivia Rivellini; Justin C. Burrell; John C. O’Donnell; Suradip Das; D. Kacy Cullen
10.1523/jneurosci.1384-23.2023,,,Beyond the 5-HT<sub>2A</sub>Receptor: Classic and Nonclassic Targets in Psychedelic Drug Action,2023,Lindsay P. Cameron; Joseph Benetatos; Vern Lewis; Emma M. Bonniwell; Alaina M. Jaster; Rafael Moliner; Eero Ċastrén; John D. McCorvy; Mikael Palner; Argel Aguilar‐Valles
10.1016/j.molmed.2023.02.003,,,Bridging rapid and sustained antidepressant effects of ketamine,2023,Ji‐Woon Kim; Kanzo Suzuki; Ege T. Kavalali; Lisa M. Monteggia
10.1007/s00213-023-06486-5,,,Contingent administration of typical and biased kappa opioid agonists reduces cocaine and oxycodone choice in a drug vs. food choice procedure in male rhesus monkeys,2023,C. Austin Zamarripa; Sally L. Huskinson; E. Andrew Townsend; Thomas E. Prisinzano; Bruce E. Blough; James K. Rowlett; Kevin B. Freeman
10.1038/s41467-023-43718-w,,,Design and structural validation of peptide–drug conjugate ligands of the kappa-opioid receptor,2023,Edin Muratspahić; Kristine Deibler; Jianming Han; Nataša Tomašević; Kirtikumar B. Jadhav; Aina-Leonor Olivé-Marti; Nadine Hochrainer; Roland Hellinger; Johannes Koehbach; Jonathan F. Fay
10.3390/molecules28010346,,,Design of κ-Opioid Receptor Agonists for the Development of Potential Treatments of Pain with Reduced Side Effects,2023,Federica Santino; Luca Gentilucci
10.21203/rs.3.rs-3146433/v1,,,Distinctive Molecular and Metabolic Profiles of Chemically Synthesized Psilocybin and Psychedelic Mushroom Extract,2023,Orr Shahar; Alexander Botvinnik; Amit Shwartz; Elad Lerer; Alex Buko; Ethan Hamid; Dani Kahn; Miles Guralnick; Karin Blakolmer; Gilly Wolf
10.1038/s41398-023-02456-9,,,Effect of psilocybin on marble burying in ICR mice: role of 5-HT1A receptors and implications for the treatment of obsessive-compulsive disorder,2023,Sandeep Singh; Alexander Botvinnik; Orr Shahar; Gilly Wolf; Corel Yakobi; Michal Saban; Adham Salama; Amit Lotan; Bernard Lerer; Tzuri Lifschytz
10.1002/cti2.1480,,,Enhanced and complementary benefits of a nalfurafine and fingolimod combination to treat immune‐driven demyelination,2023,Katharina Robichon; Rabia Bibi; Mackenzie Kiernan; Lisa Denny; Thomas E. Prisinzano; Bronwyn M. Kivell; Anne Camille La Flamme
10.1007/s00210-023-02778-x,,,Ethopharmacological evaluation of antidepressant-like effect of serotonergic psychedelics in C57BL/6J male mice,2023,Rika Takaba; Daisuke Ibi; Keisuke Yoshida; Eri Hosomi; R. Kawase; Hiroko Kitagawa; Hirotaka Goto; Mizuki Achiwa; Kento Mizutani; Kyosuke Maeda
10.21203/rs.3.rs-3138705/v1,,,Ethopharmacological evaluation of antidepressant-like effect of serotonergic psychedelics in C57BL/6J male mice,2023,Rika Takaba; Daisuke Ibi; Keisuke Yoshida; Eri Hosomi; R. Kawase; Hiroko Kitagawa; Hirotaka Goto; Mizuki Achiwa; Kento Mizutani; Kyosuke Maede
10.3390/ph16071013,,,Exploring the Molecular Targets for the Antidepressant and Antisuicidal Effects of Ketamine Enantiomers by Using Network Pharmacology and Molecular Docking,2023,Glorister A. Altê; Ana Lúcia S. Rodrigues
10.1016/j.brainresbull.2023.01.002,,,Exposure to enriched environment ameliorated chronic unpredictable mild stress-induced depression-like symptoms in rats via regulating the miR-92a-3p/kruppel-like factor 2 (KLF2) pathway,2023,Xiao Ji; Zhenwu Zhao
10.1038/s41392-023-01427-2,,,G protein-coupled receptors in neurodegenerative diseases and psychiatric disorders,2023,Thian‐Sze Wong; Guangzhi Li; Shiliang Li; Wei Gao; Geng Chen; Shiyi Gan; Manzhan Zhang; Honglin Li; Song Wu; Yang Du
10.1073/pnas.2218949120,,,Human brain effects of DMT assessed via EEG-fMRI,2023,Christopher Timmermann; Leor Roseman; Sharad Haridas; Fernando E. Rosas; Lisa Luan; Hannes Kettner; Jonny Martell; David Erritzøe; Enzo Tagliazucchi; Carla Pallavicini
10.1016/j.phrs.2023.106961,,,"IUPHAR themed review: Opioid efficacy, bias, and selectivity",2023,Nokomis Ramos‐Gonzalez; Barnali Paul; Susruta Majumdar
10.1038/s41467-023-44016-1,,,Identification of 5-HT2A receptor signaling pathways associated with psychedelic potential,2023,Jason Wallach; Andrew B. Cao; Maggie M. Calkins; Andrew J. Heim; Janelle K. Lanham; Emma M. Bonniwell; Joseph J. Hennessey; Hailey A. Bock; Emilie I. Anderson; Alexander M. Sherwood
10.1016/j.chemphyslip.2023.105279,,,Interaction of psychedelic tryptamine derivatives with a lipid bilayer,2023,Fateme Zohairi; Himanshu Khandelia; Ali Asghar Hakami Zanjani
10.1124/jpet.123.001824,,,Ketamine Produces Antidepressant Effects by Inhibiting Histone Deacetylases and Upregulating Hippocampal Brain-Derived Neurotrophic Factor Levels in a Diisopropyl Fluorophosphate–Based Rat Model of Gulf War Illness,2023,Ana Ribeiro-Davis; Dalia Al Saeedy; Fay M. Jahr; Elisa Hawkins; Joseph L. McClay; Laxmikant S. Deshpande
10.1016/j.bbr.2023.114792,,,Ketamine alleviates fear memory and spatial cognition deficits in a PTSD rat model via the BDNF signaling pathway of the hippocampus and amygdala,2023,Yue Teng; JiaYao Niu; Yang Liu; Han Wang; Jinhong Chen; Yujia Kong; Xuan Wang; Bo Lian; WeiWen Wang; Hongwei Sun
10.1111/ejn.15929,,,"Ketamine and its metabolite 2 <i>R</i> ,6 <i>R</i> ‐hydroxynorketamine promote ocular dominance plasticity and release tropomyosin‐related kinase B from inhibitory control without reducing perineuronal nets enwrapping parvalbumin interneurons",2023,Cecilia Cannarozzo; Anna Rubiolo; Plínio Casarotto; Eero Ċastrén
10.1038/s41386-023-01629-w,,,Ketamine and rapid antidepressant action: new treatments and novel synaptic signaling mechanisms,2023,John H. Krystal; Ege T. Kavalali; Lisa M. Monteggia
10.1016/j.neuropharm.2023.109422,,,Ketamine and serotonergic psychedelics: An update on the mechanisms and biosignatures underlying rapid-acting antidepressant treatment,2023,Jenessa N. Johnston; Bashkim Kadriu; Josh Allen; Jessica R. Gilbert; Ioline D. Henter; Carlos A. Zarate
10.3390/ph16050742,,,Ketamine and the Disinhibition Hypothesis: Neurotrophic Factor-Mediated Treatment of Depression,2023,Philip Borsellino; Reese I. Krider; Deanna Chea; Ryan Grinnell; Thomas A. Vida
10.1016/j.neuropharm.2023.109481,,,Ketamine reduces electrophysiological network activity in cortical neuron cultures already at sub-micromolar concentrations – Impact on TrkB-ERK1/2 signaling,2023,Annika Ahtiainen; Iina Annala; Marko Rosenholm; Samuel Kohtala; Jari Hyttinen; Jarno M. A. Tanskanen; Tomi Rantamäki
10.1051/jbio/2023026,,,La kétamine : un neuropsychotrope au mécanisme d’action innovant,2023,Jean‐Philippe Guilloux; Thi Mai Loan Nguyen; Alain M. Gardier
10.1038/s41586-023-06030-7,,,Ligand and G-protein selectivity in the κ-opioid receptor,2023,Jianming Han; Jingying Zhang; Antonina L. Nazarova; Sarah M. Bernhard; B. Krumm; Lei Zhao; Jordy Homing Lam; Vipin A. Rangari; Susruta Majumdar; David E. Nichols
10.3390/ijms25010241,,,Molecular and Medical Aspects of Psychedelics,2023,Adam Wojtas; Krystyna Gołembiowska
10.1016/j.cell.2023.10.029,,,Molecular basis of opioid receptor signaling,2023,Tao Che; Bryan L. Roth
10.1038/s41467-023-37041-7,,,Molecular mechanism of biased signaling at the kappa opioid receptor,2023,Amal El Daibani; Joseph M. Paggi; Kuglae Kim; Yianni Laloudakis; Petr Popov; Sarah M. Bernhard; B. Krumm; Reid H. J. Olsen; Jeffrey F. DiBerto; F. Ivy Carroll
10.1016/j.isci.2023.107121,,,Mu-opioid receptor selective superagonists produce prolonged respiratory depression,2023,Nicholas J. Malcolm; Barbara Palković; Daniel J. Sprague; Maggie M. Calkins; Janelle K. Lanham; Adam L. Halberstadt; Astrid G. Stucke; John D. McCorvy
10.1021/acsmedchemlett.3c00535,,,Perceptual Modifying Compounds and Their Potential Therapeutic Applications in Neuropsychiatric Disorders,2023,Robert B. Kargbo
10.1007/s43440-023-00522-z,,,Pharmacologic hyperreactivity of kappa opioid receptors in periaqueductal gray matter during alcohol withdrawal syndrome in rats,2023,Priscila Vázquez-León; Abraham Miranda-Páez; Hugo Sánchez-Castillo; Bruno A. Marichal‐Cancino
10.1097/cm9.0000000000002647,,,Psilocybin facilitates fear extinction in mice by promoting hippocampal neuroplasticity,2023,Yingjie Du; Yunfeng Li; Xiangting Zhao; Yishan Yao; Bin Wang; Liming Zhang; Guyan Wang
10.1192/bjo.2023.535,,,"Psilocybin for treatment-resistant depression without psychedelic effects: study protocol for a 4-week, double-blind, proof-of-concept randomised controlled trial",2023,Muhammad Ishrat Husain; Daniel M. Blumberger; David Castle; Nicole Ledwos; Elise Fellows; Brett D. M. Jones; Abigail Ortiz; Stefan Kloiber; Wei Wang; Joshua D. Rosenblat
10.7759/cureus.48719,,,Psychedelic Drugs or Hallucinogens: Exploring Their Medicinal Potential,2023,P. Deepak Raj; Shyambabu Rauniyar; Bhagyesh Sapkale
10.3390/cells12060963,,,Psychedelic Targeting of Metabotropic Glutamate Receptor 2 and Its Implications for the Treatment of Alcoholism,2023,Kevin Domanegg; Wolfgang H. Sommer; Marcus W. Meinhardt
10.1038/s41386-023-01656-7,,,"Psychedelic therapies reconsidered: compounds, clinical indications, and cautious optimism",2023,Jennifer Mitchell; B. Anderson
10.3389/fpsyt.2023.1183740,,,"Psychedelic therapy in the treatment of addiction: the past, present and future",2023,Rayyan Zafar; Maxim Siegel; Rebecca Harding; Tommaso Barba; Claudio Agnorelli; Shayam Suseelan; Leor Roseman; Matthew B. Wall; David Nutt; David Erritzøe
10.1038/s41593-023-01317-4,,,Psychedelics bind to TrkB to induce neuroplasticity and antidepressant-like effects,2023,
10.1126/science.adf0435,,,Psychedelics promote neuroplasticity through the activation of intracellular 5-HT2A receptors,2023,Maxemiliano V. Vargas; Lee E. Dunlap; Chunyang Dong; Samuel J. Carter; Robert J. Tombari; Shekib A. Jami; Lindsay P. Cameron; Seona D. Patel; Joseph J. Hennessey; Hannah N. Saeger
10.1038/s41593-023-01316-5,,,Psychedelics promote plasticity by directly binding to BDNF receptor TrkB,2023,Rafael Moliner; Mykhailo Girych; Cecilia A. Brunello; Vera Kovaleva; Caroline Biojone; Giray Enkavi; Lina Antenucci; Erik F. Kot; Sergey A. Goncharuk; Katja Kaurinkoski
10.1038/s41586-023-06204-3,,,Psychedelics reopen the social reward learning critical period,2023,Romain Nardou; Edward J. Sawyer; Young Jun Song; M. F. Wilkinson; Yasmin Padovan‐Hernandez; Júnia L. de Deus; Noelle Wright; Carine Lama; Sehr Faltin; Loyal A. Goff
10.3389/fphar.2023.1228895,,,Recent advances in the study of anesthesia-and analgesia-related mechanisms of S-ketamine,2023,Jianshun Zhou; Guanfa Peng; Weidong Liang; Zhen Chen; Yingying Liu; Bingyu Wang; Mingling Guo; Yun-ling Deng; YE Jun-ming; Maolin Zhong
10.1523/eneuro.0406-23.2023,,,Reduction of BDNF Levels and Biphasic Changes in Glutamate Release in the Prefrontal Cortex Correlate with Susceptibility to Chronic Stress-Induced Anhedonia,2023,Xiao Hu; Huiling Zhao; Nurhumar Kurban; Yu Qin; Xi Chen; Su‐Ying Cui; Yonghe Zhang
10.1111/add.16168,,,"Repurposing ketamine to treat cocaine use disorder: integration of artificial intelligence‐based prediction, expert evaluation, clinical corroboration and mechanism of action analyses",2023,Zhenxiang Gao; Theresa Winhusen; Maria P. Gorenflo; Udi E. Ghitza; Pamela B. Davis; David C. Kaelber; Rong Xu
10.21203/rs.3.rs-3787978/v1,,,Serotonergic psychedelic 5-MeO-DMT alters plasticity-related gene expression and generates anxiolytic effects in stressed mice,2023,Margareth Nogueira; Daiane Ferreira Golbert; Richardson Menezes; Raíssa Nóbrega de Almeida; Nicole Coelho; A Siroký; Thiago Lima; Helton Maia; Katarina E. Leão; Richardson N. Leão
10.1021/acs.chemrev.3c00375,,,Serotonin 2A Receptor (5-HT<sub>2A</sub>R) Agonists: Psychedelics and Non-Hallucinogenic Analogues as Emerging Antidepressants,2023,Wenwen Duan; Dongmei Cao; Sheng Wang; Jianjun Cheng
10.4103/1673-5374.389637,,,Sexual dimorphism of G protein-coupled receptor signaling in the brain,2023,Sara Aljoudi; Hamdan Hamdan; Khaled S. Abd‐Elrahman
10.1021/acschemneuro.2c00637,,,Shared and Distinct Brain Regions Targeted for Immediate Early Gene Expression by Ketamine and Psilocybin,2023,Pasha A. Davoudian; Ling-Xiao Shao; Alex C. Kwan
10.1016/j.cell.2022.12.020,,,SnapShot: Psychedelics and serotonin receptor signaling,2023,Ryan H. Gumpper; Bryan L. Roth
10.3390/molecules28020718,,,Solving an Old Puzzle: Elucidation and Evaluation of the Binding Mode of Salvinorin A at the Kappa Opioid Receptor,2023,Kristina Puls; Gerhard Wolber
10.1016/j.cell.2023.04.010,,,Structure-based discovery of conformationally selective inhibitors of the serotonin transporter,2023,Isha Singh; Anubha Seth; Christian B. Billesbølle; João M. Bráz; Ramona M. Rodriguiz; Kasturi Roy; Bethlehem Bekele; Veronica Craik; Xi‐Ping Huang; Danila Boytsov
10.1002/wps.21073,,,"Substance use disorders: a comprehensive update of classification, epidemiology, neurobiology, clinical aspects, treatment and prevention",2023,Nora D. Volkow; Carlos Blanco
10.1016/j.arabjc.2023.105018,,,Synthesis and biological evaluation of a peptide-remifentanil conjugate as a novel bifunctional mu/delta-opioid receptor agonist for the treatment of pain,2023,Lu Wang; Jing Li; Fengxia Ren; Hongxin Jia; Zixing Yu; Jingchao Cheng; Tao Zhang; Weiguo Shi; Xuesong Feng
10.1111/ejn.15952,,,"TRKB interaction with PSD95 is associated with latency of fluoxetine and 2R,6R‐hydroxynorketamine",2023,Senem Merve Fred; Rafael Moliner; Hanna Antila; Karl‐Alexander Engelhardt; Oliver M. Schlüter; Plínio Casarotto; Eero Ċastrén
10.1016/j.neuropharm.2023.109767,,,Temporal dynamics of BDNF signaling recruitment in the rat prefrontal cortex and hippocampus following a single infusion of a translational dose of ketamine,2023,Lucia Caffino; Francesca Mottarlini; Alessandro Piva; Beatrice Rizzi; Fabio Fumagalli; Cristiano Chiamulera
10.3390/ph16020288,,,The Antidepressant-like Activity and Cognitive Enhancing Effects of the Combined Administration of (R)-Ketamine and LY341495 in the CUMS Model of Depression in Mice Are Related to the Modulation of Excitatory Synaptic Transmission and LTP in the PFC,2023,Agnieszka Pałucha-Poniewiera; Bartosz Bobula; Anna Rafało-Ulińska
