# Deterministic prescreen retained queue for mechanistic generated at 2026-05-18T02:28:36.685857+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.2340/00015555-0288,,,"""Serotonergic Mechanisms in Human Allergic Contact Dermatitis",2007,H El-Nour; L Lundeberg; N Abdel-Magid; SB Lonne-Rahm; EC Azmitia; K Nordlind,Acta Dermato Venereologica,journal-article,,2007-01-01,0001-5555,1651-2057,"MJS Publishing, Medical Journals Sweden AB","Amphetamines / pharmacology | Blood Platelets / metabolism | Cell Line | Cell Proliferation | Citalopram / pharmacology | Dermatitis, Allergic Contact / immunology | Dermatitis, Allergic Contact / metabolism | Fluoxetine / pharmacology | Humans | Immunohistochemistry | Interleukin-1beta / metabolism | Interleukin-2 / metabolism | Irritants / adverse effects | Leukocytes, Mononuclear / metabolism | Nickel / adverse effects | Receptor, Serotonin, 5-HT1A / metabolism | Receptor, Serotonin, 5-HT2A / metabolism | Serotonin / metabolism | Serotonin Plasma Membrane Transport Proteins / metabolism | Serotonin Receptor Agonists / pharmacology | Selective Serotonin Reuptake Inhibitors / pharmacology",,,,,,,,eng,
10.26685/urncst.644,,,Usage of Psilocybin to Treat Huntington's Disease: A Research Protocol,2024,Cynthia Duan; Navid Farkhondehpay; Viana Safa; Emma Yuan,Undergraduate Research in Natural and Clinical Science and Technology Journal,journal-article,,2024-09-05,2561-5637,2561-5637,Undergraduate Research in Natural and Clinical Science and Technology (URNCST) Journal,,,,,,,,,,
10.2967/jnumed.112.114637,,,5-HT<sub>2A</sub>Receptors in the Feline Brain:<sup>123</sup>I-5-I-R91150 Kinetics and the Influence of Ketamine Measured with Micro-SPECT,2013,Tim Waelbers; Ingeborgh Polis; Simon Vermeire; André Dobbeleir; Jos Eersels; Bart De Spiegeleer; Kurt Audenaert; Guido Slegers; Kathelijne Peremans,Journal of Nuclear Medicine,journal-article,,2013-07-02,2159-662X,1535-5667,Society of Nuclear Medicine,"Animals | Brain / diagnostic imaging | Brain / drug effects | Brain / metabolism | Cats | Female | Ketamine / pharmacology | Kinetics | Piperidines / metabolism | Receptor, Serotonin, 5-HT2A / metabolism | Tomography, Emission-Computed, Single-Photon",5-HT2A | SPECT | brain | cats | ketamine,,,,,,,eng,
10.2967/jnumed.117.206243,,,Performance Evaluation of a High-Resolution Nonhuman Primate PET/CT System,2019,Zsolt Sarnyai; Kálmán Nagy; Gergely Patay; Milán Molnár; Göran Rosenqvist; Miklós Tóth; Akihiro Takano; Balázs Gulyás; Péter Major; Christer Halldin,Journal of Nuclear Medicine,journal-article,,2019-07-13,2159-662X,1535-5667,Society of Nuclear Medicine,Animals | Macaca fascicularis | Positron Emission Tomography Computed Tomography / instrumentation | Signal-To-Noise Ratio,NHP imaging | PET/CT imaging | multimodality imaging | performance evaluation | preclinical PET,,,,,,,eng,
10.3138/jmvfh-2022-0084,,,Psychedelic and nutraceutical interventions as therapeutic strategies for military-related mild traumatic brain injuries,2023,Amy C. Reichelt; Eric Vermetten; Benjamin T. Dunkley,"Journal of Military, Veteran and Family Health",journal-article,,2023-12-01,2368-7924,2368-7924,University of Toronto Press Inc. (UTPress),,,,,,,,,en,
10.3389/fnbeh.2021.780500,,,Self-Administration of Entactogen Psychostimulants Dysregulates Gamma-Aminobutyric Acid (GABA) and Kappa Opioid Receptor Signaling in the Central Nucleus of the Amygdala of Female Wistar Rats,2021,Sophia Khom; Jacques D. Nguyen; Sophia A. Vandewater; Yanabel Grant; Marisa Roberto; Michael A. Taffe,Frontiers in Behavioral Neuroscience,journal-article,,2021-12-16,1662-5153,,Frontiers Media SA,,MDMA | central amygdala | electrophysiology | inhibitory synaptic transmission | intravenous self-administration | methylone | pentylone,NIDA NIH HHS,K99 DA047413 | R01 DA024705 | R01 DA042211 | R00 DA047413 | R01 DA024105,,,,,eng,
10.3389/fnbeh.2022.836996,,,Friend of the Devil: Negative Social Influences Driving Substance Use Disorders,2022,Matthew B. Pomrenze; Franciely Paliarin; Rajani Maiya,Frontiers in Behavioral Neuroscience,journal-article,,2022-02-10,1662-5153,,Frontiers Media SA,,hyperkatifeia | kappa opioid receptor | serotonin | social defeat | social isolation | substance use disorders,NIAAA NIH HHS,R01 AA027293,,,,,eng,
10.3389/fncel.2014.00367,,,Elevated activation of CaMKIIÎ± in the CPEB3-knockout hippocampus impairs a specific form of NMDAR-dependent synaptic depotentiation,2014,Wen-Hsuan Huang; Hsu-Wen Chao; Li-Yun Tsai; Ming-Hung Chung; Yi-Shuian Huang,Frontiers in Cellular Neuroscience,journal-article,,2014-11-03,1662-5102,,Frontiers Media SA,,CPEB | CaMKII | NMDAR | depotentiation | synaptic depression,,,,,,,eng,
10.3389/fnins.2019.00733,,,The Sigma-1 Receptor in Cellular Stress Signaling,2019,Teruo Hayashi,Frontiers in Neuroscience,journal-article,,2019-07-16,1662-453X,1662-4548,Frontiers Media SA,,Ca2+ | ER stress | endoplasmic reticulum | oxidative stress | sigma-1 receptor,,,,,,,eng,
10.3389/fnins.2019.00761,,,Non-canonical Targets Mediating the Action of Drugs of Abuse: Cocaine at the Sigma-1 Receptor as an Example,2019,Tsung-Ping Su,Frontiers in Neuroscience,journal-article,,2019-07-23,1662-453X,1662-4548,Frontiers Media SA,,cocaine | inside-out action | intracellular action | methampetamine | morphine | nicotine | opioid | sigma-1 receptor,,,,,,,eng,
10.3389/fnmol.2019.00117,,,A Role for Matrix Metalloproteases in Antidepressant Efficacy,2019,Seham Alaiyed; Katherine Conant,Frontiers in Molecular Neuroscience,journal-article,,2019-05-08,1662-5099,,Frontiers Media SA,,depression | gamma oscillations | matrix metalloproteases | monoamines | perineuronal nets,,,,,,,eng,
10.3389/fphar.2017.00978,,,S-Ketamine Mediates Its Acute and Sustained Antidepressant-Like Activity through a 5-HT1B Receptor Dependent Mechanism in a Genetic Rat Model of Depression,2018,Kristian G. du Jardin; Nico Liebenberg; Manuel Cajina; Heidi K. Müller; Betina Elfving; Connie Sanchez; Gregers Wegener,Frontiers in Pharmacology,journal-article,,2018-01-15,1663-9812,,Frontiers Media SA,,5-HT) | 5-HT1B receptors | CP94253 | antidepressants | forced swim test | ketamine | serotonin (5-hydroxytryptamine,,,,,,,eng,
10.3389/fphar.2020.559627,,,Ketamine Rescues Hippocampal Reelin Expression and Synaptic Markers in the Repeated-Corticosterone Chronic Stress Paradigm,2020,Jenessa N. Johnston; Jonathan S. Thacker; Charissa Desjardins; Brian D. Kulyk; Raquel Romay-Tallon; Lisa E. Kalynchuk; Hector J. Caruncho,Frontiers in Pharmacology,journal-article,,2020-09-02,1663-9812,,Frontiers Media SA,,antidepressant | hippocampus | ketamine | lymphocytes | mammalian target of rapamycin | reelin | synaptosomes,,,,,,,eng,
10.3389/fpls.2023.1284403,,,"Identification of QTNs, QTN-by-environment interactions for plant height and ear height in maize multi-environment GWAS",2023,Guoping Shu; Aifang Wang; Xingchuan Wang; Ruijie Chen; Fei Gao; Aifen Wang; Ting Li; Yibo Wang,Frontiers in Plant Science,journal-article,,2023-11-29,1664-462X,,Frontiers Media SA,,QTN | QTN-by-Environment interaction (QEI) | ear height | maize | multi-environment-GWAS | plant height,,,,,,,eng,
10.3389/fpsyt.2020.632405,,,Identifying New/Emerging Psychoactive Substances at the Time of COVID-19; A Web-Based Approach,2021,Valeria Catalani; Davide Arillotta; John Martin Corkery; Amira Guirguis; Alessandro Vento; Fabrizio Schifano,Frontiers in Psychiatry,journal-article,,2021-02-09,1664-0640,,Frontiers Media SA,,COVID-19 | NPS | NPSfinder® | drug misuse | new psychoactive substances | web crawler,,,,,,,eng,
10.3390/biomedicines11010123,,,Antipsychotic Drugs Efficacy in Dextromethorphan-Induced Psychosis,2023,Malgorzata Zaremba; Pawel Serafin; Patrycja Kleczkowska,Biomedicines,journal-article,,2023-01-03,2227-9059,,MDPI AG,,antipsychotics | dextromethorphan | neuroleptics | psychosis | robotripping | toxicity,,,,,,,eng,
10.3390/brainsci10010044,,,"Pharmacological Mechanisms Involved in Sensory Gating Disruption Induced by (±)-3,4-Methylene- Dioxymethamphetamine (MDMA): Relevance to Schizophrenia",2020,Jaime Lee; Shane Thwaites; Andrea Gogos; Maarten van den Buuse,Brain Sciences,journal-article,,2020-01-13,2076-3425,,MDPI AG,,MDMA | dopamine | ecstasy | schizophrenia | sensory gating | serotonin,National Health and Medical Research Council | Australian Research Council,Senior Research Fellowship | DECRA,,,,,eng,
10.3390/cells13080669,,,Enhancing Cognitive Functions and Neuronal Growth through NPY1R Agonist and Ketamine Co-Administration: Evidence for NPY1R-TrkB Heteroreceptor Complexes in Rats,2024,Carlos Arrabal-Gómez; Rasiel Beltran-Casanueva; Aracelis Hernández-García; Juan Vicente Bayolo-Guanche; Miguel Angel Barbancho-Fernández; Pedro Jesús Serrano-Castro; Manuel Narváez,Cells,journal-article,,2024-04-12,2073-4409,2073-4409,MDPI AG,"Animals | Male | Doublecortin Protein | Ketamine / pharmacology | Ketamine / administration & dosage | Cognition / drug effects | Rats, Sprague-Dawley | Rats | Receptors, Neuropeptide Y / agonists | Receptors, Neuropeptide Y / metabolism | Neurons / drug effects | Neurons / metabolism | Cell Proliferation / drug effects | Receptor, trkB / agonists | Receptor, trkB / metabolism | Brain-Derived Neurotrophic Factor / metabolism | Dentate Gyrus / drug effects | Dentate Gyrus / metabolism | Neurogenesis / drug effects | Receptors, Neuropeptide | Receptors, G-Protein-Coupled",NPY1R agonist | NPY1R-TrkB heteroreceptor complex | brain-derived neurotrophic factor (BDNF) | cognitive functions | dorsal hippocampus | ketamine | memory consolidation | neurodegenerative diseases | neuronal proliferation | neuropharmacology,"Consejería de Universidad, Investigación e Innovación | Universidad de Málaga/CBUA | Neurociencia Integrada y Bienestar to MN | Junta de Andalucía, Spain, to MN",ProyExcel_00613 | UMA18-FEDERJA-100,,,,,eng,
10.3390/ijms20061270,,,Role of Serotonergic System in the Antidepressant Actions of mGlu2/3 Receptor Antagonists: Similarity to Ketamine,2019,Shigeyuki Chaki; Kenichi Fukumoto,International Journal of Molecular Sciences,journal-article,,2019-03-13,1422-0067,1661-6596,MDPI AG,"Animals | Antidepressive Agents / pharmacology | Antidepressive Agents / therapeutic use | Major Depressive Disorder / drug therapy | Major Depressive Disorder / metabolism | Humans | Ketamine / pharmacology | Ketamine / therapeutic use | Receptors, Metabotropic Glutamate / metabolism | Serotonergic Neurons / drug effects | Serotonergic Neurons / metabolism",5-HT1A receptor | AMPA receptor | antidepressant | ketamine | mGlu2/3 receptor antagonist | medial prefrontal cortex | serotonin,,,,,,,eng,
10.3390/ijms24032054,,,Neurotoxic/Neuroprotective Effects of Clozapine and the Positive Allosteric Modulator of mGluR2 JNJ-46356479 in Human Neuroblastoma Cell Cultures,2023,Patricia Gassó; Albert Martínez-Pinteño; Natalia Rodríguez; Santiago Madero; Marta Gómez; Alex G. Segura; Clemente García-Rizo; Constanza Morén; Sergi Mas; Eduard Parellada,International Journal of Molecular Sciences,journal-article,,2023-01-20,1422-0067,1661-6596,MDPI AG,"Adult | Humans | Mice | Animals | Clozapine / pharmacology | Neuroprotective Agents / pharmacology | Caspase 3 | Glutamic Acid / toxicity | Cell Culture Techniques | Neuroblastoma / drug therapy | Allosteric Regulation | Receptors, Metabotropic Glutamate",JNJ-46356479 | antipsychotic | apoptosis | mGluR2 | positive allosteric modulator | schizophrenia,Instituto de Salud Carlos III,PI18/01005; PI21/00552,,,,,eng,
10.3390/ijms25168887,,,Opposite Contractile Effects of Amphetamine-Related Hallucinogenic Drugs in the Isolated Human Atrium,2024,Joachim Neumann; Britt Hofmann; Ulrich Gergs,International Journal of Molecular Sciences,journal-article,,2024-08-15,1422-0067,1661-6596,MDPI AG,Humans | Heart Atria / drug effects | Myocardial Contraction / drug effects | Hallucinogens / pharmacology | Male | Female | Isoproterenol / pharmacology | Methamphetamine / pharmacology | Methamphetamine / analogs & derivatives | Atropine / pharmacology | Amphetamines / pharmacology | Middle Aged | Propranolol / pharmacology | Amphetamine / pharmacology | Adult,DOI | DOM | human atrium | mephedrone,,,,,,,eng,
10.3390/molecules28155846,,,Elucidation of Pharmacological Mechanism Underlying the Anti-Alzheimer’s Disease Effects of Evodia rutaecarpa and Discovery of Novel Lead Molecules: An In Silico Study,2023,Lulu Zhang; Jia Xu; Jiejie Guo; Yun Wang; Qinwen Wang,Molecules,journal-article,,2023-08-03,1420-3049,1433-1373,MDPI AG,Animals | Mice | Evodia / chemistry | Cyclooxygenase 2 | Molecular Docking Simulation | Alkaloids / pharmacology | Alkaloids / therapeutic use | Alkaloids / chemistry | Plant Extracts / pharmacology | Plant Extracts / chemistry,Alzheimer’s disease | Evodia rutaecarpa | hormones | migraines | neurotransmitter inflammation | pharmacology network,,,,,,,eng,
10.4103/0366-6999.213966,,,5-Hydroxytryptamine Changes under Different Pretreatments on Rat Models of Myocardial Infarction and/or Depression.,2017,Liu MY; Zhang LJ; Zhou YX; Wei WL,Chinese medical journal,Journal Article,,2017-09-20,0366-6999,2542-5641,,"Animals | Depression / blood | Depression / drug therapy | Depression / metabolism | Medicine, Chinese Traditional | Myocardial Infarction / blood | Myocardial Infarction / drug therapy | Myocardial Infarction / metabolism | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT2B / metabolism | Serotonin / blood | Serotonin / metabolism | Selective Serotonin Reuptake Inhibitors / therapeutic use",,,,,,,,eng,
10.4155/fmc-2020-0363,,,"A New Class of 5-HT
            <sub>1A</sub>
            Receptor Antagonists With Procognitive and Antidepressant Properties",2021,Agnieszka Jankowska; Grzegorz Satała; Artur Świerczek; Krzysztof Pociecha; Anna Partyka; Magdalena Jastrzębska-Więsek; Monika Głuch-Lutwin; Andrzej J Bojarski; Elżbieta Wyska; Grażyna Chłoń-Rzepa,Future Medicinal Chemistry,journal-article,,2021-07-13,1756-8919,1756-8927,Informa UK Limited,"Amides / chemical synthesis | Amides / pharmacology | Animals | Antidepressive Agents / chemical synthesis | Antidepressive Agents / pharmacology | Behavior, Animal | Drug Design | Humans | Male | Models, Molecular | Phosphoric Diester Hydrolases / metabolism | Protein Binding | Rats, Wistar | Receptor, Serotonin, 5-HT1A / metabolism | Receptor, Serotonin, 5-HT2A / metabolism | Serotonin 5-HT1 Receptor Antagonists / chemical synthesis | Serotonin 5-HT1 Receptor Antagonists / pharmacology | Species Specificity | Structure-Activity Relationship | Rats",5-HT1A receptor antagonists | CNS diseases | amides | antidepressant-like effect | cognition improvement | long-chain arylpiperazine | tetrahydroisoquinoline,,,,,,,eng,
10.4196/kjpp.2016.20.6.605,,,Facilitation of serotonin-induced contraction of rat mesenteric artery by ketamine.,2016,Park SW; Noh HJ; Kim JM; Kim B; Cho SI; Kim YS; Woo NS; Kim SH; Bae YM,The Korean journal of physiology & pharmacology : official journal of the Korean Physiological Society and the Korean Society of Pharmacology,Journal Article,,2016-10-28,1226-4512,,,,5-HT2A receptor | Blood pressure | Ketamine | Mesenteric artery | Schizophrenia,,,,,,,eng,
10.47626/1516-4446-2022-2541,,,Ayahuasca and its interaction with the sigma-1 receptor: a potential treatment for COVID-19,2022,Guillermo Saúl Escobar-Cornejo; Diego Mauricio Escobar-Cornejo; L. Ramos-Vargas,Brazilian Journal of Psychiatry,JournalArticle,,2022-07-15,1516-4446,1809-452X,EDITORA SCIENTIFIC,,Medicine | external,,,,,,,eng,03db019966de4cbe6d5c3995bc0f2ea9c2402487
10.54033/cadpedv22n12-345,,,Use of psilocybin for chronic pain: a scoping review with current evidence and prospection of literature and technology for future applications,2025,André Leão Dantas; Lara Moreira Jalles Milani; Saulo Gabriel Moreira Falci; João Vinícios Wirbitzki da Silveira; Cristina Pereira Isolan; Lia Dietrich,Caderno Pedagógico,journal-article,,2025-10-31,1983-0882,1983-0882,Brazilian Journals,,,,,,,,,,
10.5498/wjp.v12.i9.1150,,,Depressive disorder and antidepressants from an epigenetic point of view.,2022,Šalamon Arčan I; Kouter K; Videtič Paska A,World journal of psychiatry,Journal Article | Review,,2022-09-19,2220-3206,,,,Antidepressants | DNA methylation | Depression | Epigenetics | Histone tail modification | microRNA,,,,,,,eng,
10.64898/2026.04.04.715307,,,Whole-brain drug distribution profiles of psychedelic drugs provide insights into rapid antidepressant action,2026,Benjamin Hänisch; Tobias Kaufmann; Sofie Louise Valk,bioRxiv (Cold Spring Harbor Laboratory),posted-content,,2026-04-07,,,openRxiv,,,,,,,,,,
10.7888/juoeh.37.33,,,Effects of Various Pharmacological Agents on the Function of Norepinephrine Transporter,2015,Noriaki SATOH; Yumiko TOYOHIRA; Keita TAKAHASHI; Nobuyuki YANAGIHARA,Journal of UOEH,journal-article,,2015-03-01,0387-821X,2187-2864,"The University of Occupational and Environmental Health, Japan","1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine / analogs & derivatives | 1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine / pharmacology | Adrenergic Neurons / metabolism | Animals | Cells, Cultured | Fluoxetine / analogs & derivatives | Fluoxetine / metabolism | Genistein / pharmacology | Humans | Ketamine / pharmacology | Nerve Endings / metabolism | Nicotine / pharmacology | Norepinephrine / metabolism | Norepinephrine Plasma Membrane Transport Proteins / drug effects | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Norepinephrine Plasma Membrane Transport Proteins / physiology | Pentazocine / pharmacology | Sympathetic Nervous System / drug effects | Sympathetic Nervous System / physiology | Synaptic Transmission / genetics",,,,,,,,eng,
