# Deterministic prescreen retained queue for mechanistic generated at 2026-05-15T18:25:52.070027+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1007/s00213-005-0255-5,,,Relevance of rodent models of intravenous MDMA self-administration to human MDMA consumption patterns.,2007,De La Garza R; Fabrizio KR; Gupta A,Psychopharmacology,"Journal Article | Research Support, N.I.H., Extramural | Review",,2006-02-10,0033-3158,,,"Animals | Behavior, Addictive / psychology | Behavior, Animal / drug effects | Conditioning, Psychological / drug effects | Discrimination, Psychological / drug effects | Hallucinogens / administration & dosage | Humans | Infusions, Intravenous | Models, Animal | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | Rats | Rats, Long-Evans | Rats, Sprague-Dawley | Rats, Wistar | Reinforcement, Psychology | Reproducibility of Results | Self Administration | Self Stimulation / drug effects | Species Specificity",,NIDA NIH HHS,DA 15126-01,,,,,eng,
10.1007/s00213-006-0321-7,,,Acute dose of MDMA (75 mg) impairs spatial memory for location but leaves contextual processing of visuospatial information unaffected.,2007,Kuypers KP; Ramaekers JG,Psychopharmacology,"Controlled Clinical Trial | Journal Article | Research Support, Non-U.S. Gov't",,2006-03-01,0033-3158,,,"Adult | Analysis of Variance | Cross-Over Studies | Double-Blind Method | Female | Hallucinogens / blood | Hallucinogens / pharmacokinetics | Hallucinogens / pharmacology | Humans | Linear Models | Male | Memory / drug effects | N-Methyl-3,4-methylenedioxyamphetamine / blood | N-Methyl-3,4-methylenedioxyamphetamine / pharmacokinetics | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Reaction Time / drug effects | Space Perception / drug effects",,,,,,,,eng,
10.1007/s00213-006-0531-z,,,Sex differences in the neurochemical and functional effects of MDMA in Sprague-Dawley rats.,2007,Walker QD; Williams CN; Jotwani RP; Waller ST; Francis R; Kuhn CM,Psychopharmacology,Comparative Study | Journal Article,,2006-09-23,0033-3158,,,"Animals | Anxiety / chemically induced | Behavior, Animal / drug effects | Body Temperature / drug effects | Brain / drug effects | Brain / metabolism | Female | Hallucinogens / adverse effects | Hallucinogens / pharmacology | Hydroxyindoleacetic Acid / metabolism | Male | Maze Learning / drug effects | Motor Activity / drug effects | N-Methyl-3,4-methylenedioxyamphetamine / adverse effects | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Rats | Rats, Sprague-Dawley | Serotonin / metabolism | Sex Characteristics | Sex Factors | Time Factors",,,,,,,,eng,
10.1007/s00213-006-0576-z,,,"The effects of fluoxetine on the subjective and physiological effects of 3,4-methylenedioxymethamphetamine (MDMA) in humans.",2007,Tancer M; Johanson CE,Psychopharmacology,"Controlled Clinical Trial | Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't",,2006-10-18,0033-3158,,,"Adult | Affect / drug effects | Behavior / drug effects | Blood Pressure / drug effects | Cardiovascular Physiological Phenomena / drug effects | Cross-Over Studies | Double-Blind Method | Drug Interactions | Female | Fluoxetine / pharmacology | Hallucinogens / pharmacology | Heart Rate / drug effects | Humans | Male | Mental Processes / drug effects | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Serotonin Agents / pharmacology | Selective Serotonin Reuptake Inhibitors / pharmacology",,NIDA NIH HHS,KO8 DA00370,,,,,eng,
10.1007/s00213-006-0601-2,,,MDMA use and neurocognition: a meta-analytic review.,2007,Kalechstein AD; De La Garza R; Mahoney JJ; Fantegrossi WE; Newton TF,Psychopharmacology,"Journal Article | Meta-Analysis | Research Support, N.I.H., Extramural | Review",,2006-11-03,0033-3158,,,"Amphetamine-Related Disorders / etiology | Amphetamine-Related Disorders / psychology | Attention / drug effects | Cognition / drug effects | Cognition Disorders / chemically induced | Cognition Disorders / psychology | Hallucinogens / adverse effects | Humans | Learning / drug effects | Memory / drug effects | N-Methyl-3,4-methylenedioxyamphetamine / adverse effects | Problem Solving / drug effects | Psychomotor Performance / drug effects",,NIDA NIH HHS | NCRR NIH HHS,DA00388 | DA07272 | DA50038 | P51-RR000165,,,,,eng,
10.1007/s00213-006-0667-x,,,The supramammillo-septal-hippocampal pathway mediates sensorimotor gating impairment and hyperlocomotion induced by MK-801 and ketamine in rats.,2007,Ma J; Leung LS,Psychopharmacology,"Journal Article | Research Support, Non-U.S. Gov't",,2007-01-12,0033-3158,,,"Acoustic Stimulation | Animals | Behavior, Animal / drug effects | Dizocilpine Maleate / pharmacology | Electroencephalography / drug effects | Excitatory Amino Acid Antagonists / pharmacology | GABA Agonists / pharmacology | Gait / drug effects | Gait Disorders, Neurologic / metabolism | Gait Disorders, Neurologic / physiopathology | Hippocampus / drug effects | Hippocampus / metabolism | Ketamine / pharmacology | Locomotion / drug effects | Male | Mammillary Bodies / drug effects | Mammillary Bodies / metabolism | Muscimol / pharmacology | Neural Pathways / drug effects | Neural Pathways / metabolism | Quinoxalines / pharmacology | Rats | Rats, Long-Evans | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / metabolism | Reflex, Startle / drug effects | Septal Nuclei / drug effects | Septal Nuclei / metabolism | Time Factors",,,,,,,,eng,
10.1007/s00213-007-0871-3,,,Behavioral sensitization to ethanol does not result in cross-sensitization to NMDA receptor antagonists.,2007,Meyer PJ; Phillips TJ,Psychopharmacology,"Journal Article | Research Support, N.I.H., Extramural | Research Support, U.S. Gov't, Non-P.H.S.",,2007-07-26,0033-3158,,,"Animals | Behavior, Animal / drug effects | Central Nervous System Depressants / administration & dosage | Central Nervous System Depressants / pharmacology | Dizocilpine Maleate / administration & dosage | Dizocilpine Maleate / pharmacology | Dose-Response Relationship, Drug | Drug Tolerance | Ethanol / administration & dosage | Ethanol / pharmacology | Excitatory Amino Acid Agonists / administration & dosage | Excitatory Amino Acid Agonists / pharmacology | Female | Hypersensitivity / physiopathology | Hypersensitivity / prevention & control | Hypersensitivity / psychology | Infusions, Intravenous | Injections, Intraperitoneal | Ketamine / administration & dosage | Ketamine / pharmacology | Male | Mice | Mice, Inbred DBA | Motor Activity / drug effects | N-Methylaspartate / administration & dosage | N-Methylaspartate / pharmacology | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / physiology | Sensory Thresholds / drug effects | Stereotyped Behavior / drug effects | Time Factors",,NIAAA NIH HHS,P60 AA010760 | 5 T32 AA07468 | P50 AA10760-06,,,,,eng,
10.1007/s00213-007-0963-0,,,Daytime Ayahuasca administration modulates REM and slow-wave sleep in healthy volunteers.,2008,Barbanoj MJ; Riba J; Clos S; Giménez S; Grasa E; Romero S,Psychopharmacology,"Journal Article | Randomized Controlled Trial | Research Support, Non-U.S. Gov't",,2007-11-21,0033-3158,,,"Administration, Oral | Adult | Banisteriopsis / chemistry | Cross-Over Studies | Dextroamphetamine / pharmacology | Double-Blind Method | Humans | Male | N,N-Dimethyltryptamine / pharmacology | Plant Extracts / administration & dosage | Plant Extracts / chemistry | Plant Extracts / pharmacology | Polysomnography / methods | Sleep / drug effects | Sleep, REM / drug effects",,,,,,,,eng,
10.1007/s00213-007-1007-5,,,"Interactions between ethanol and cocaine, amphetamine, or MDMA in the rat: thermoregulatory and locomotor effects.",2008,Hamida SB; Plute E; Cosquer B; Kelche C; Jones BC; Cassel JC,Psychopharmacology,Journal Article,,2007-11-27,0033-3158,,,"Amphetamine / pharmacology | Animals | Body Temperature Regulation / drug effects | Central Nervous System Depressants / pharmacology | Central Nervous System Stimulants / pharmacology | Cocaine / pharmacology | Drug Interactions | Ethanol / pharmacology | Injections, Intraperitoneal | Male | Motor Activity / drug effects | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Rats | Rats, Long-Evans",,,,,,,,eng,
10.1007/s00213-007-1047-x,,,Relationship between ketamine-induced psychotic symptoms and NMDA receptor occupancy: a [(123)I]CNS-1261 SPET study.,2008,Stone JM; Erlandsson K; Arstad E; Squassante L; Teneggi V; Bressan RA; Krystal JH; Ell PJ; Pilowsky LS,Psychopharmacology,"Journal Article | Randomized Controlled Trial | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't | Research Support, U.S. Gov't, Non-P.H.S.",,2008-01-05,0033-3158,,,"Adult | Brief Psychiatric Rating Scale | Dose-Response Relationship, Drug | Guanidines / pharmacokinetics | Humans | Infusions, Intravenous | Iodine Radioisotopes / pharmacokinetics | Ketamine / administration & dosage | Ketamine / pharmacokinetics | Ketamine / toxicity | Male | Prefrontal Cortex / diagnostic imaging | Prefrontal Cortex / drug effects | Psychoses, Substance-Induced / diagnostic imaging | Psychoses, Substance-Induced / physiopathology | Receptors, N-Methyl-D-Aspartate / drug effects | Receptors, N-Methyl-D-Aspartate / metabolism | Schizophrenia / chemically induced | Schizophrenia / diagnostic imaging | Single-Blind Method | Tomography, Emission-Computed, Single-Photon",,NIAAA NIH HHS | Medical Research Council,K05 AA 14906-01,,,,,eng,
10.1007/s00213-008-1103-1,,,Attenuation of ketamine-evoked behavioral responses by mGluR5 positive modulators in mice.,2008,Chan MH; Chiu PH; Sou JH; Chen HH,Psychopharmacology,"Journal Article | Research Support, Non-U.S. Gov't",,2008-03-03,0033-3158,,,"Animals | Behavior, Animal / drug effects | Cognition Disorders / chemically induced | Cognition Disorders / drug therapy | Cognition Disorders / psychology | Excitatory Amino Acid Antagonists / pharmacology | Glycine / analogs & derivatives | Glycine / pharmacology | Hydrazines / pharmacology | Injections, Intraventricular | Ketamine / pharmacology | Male | Mice | Mice, Inbred ICR | Motor Activity / drug effects | Phenylacetates / pharmacology | Postural Balance / drug effects | Psychomotor Performance / drug effects | Receptor, Metabotropic Glutamate 5 | Receptors, Metabotropic Glutamate / drug effects | Recognition, Psychology / drug effects | Reflex, Startle / drug effects",,,,,,,,eng,
10.1007/s00213-008-1238-0,,,"Dopamine D4 receptor involvement in the discriminative stimulus effects in rats of LSD, but not the phenethylamine hallucinogen DOI.",2009,Marona-Lewicka D; Chemel BR; Nichols DE,Psychopharmacology,Journal Article,,2008-07-06,0033-3158,1432-2072,,"Amphetamines / pharmacology | Animals | Benzimidazoles / pharmacology | Binding, Competitive | Cell Line | Cyclic AMP / metabolism | Discrimination, Psychological / drug effects | Dose-Response Relationship, Drug | Hallucinogens / pharmacology | Humans | Lysergic Acid Diethylamide / pharmacology | Male | Piperazines / pharmacology | Pyridines / pharmacology | Radioligand Assay | Rats | Rats, Sprague-Dawley | Receptors, Dopamine D4 / agonists | Receptors, Dopamine D4 / antagonists & inhibitors | Receptors, Dopamine D4 / biosynthesis",,,,,,,,eng,
10.1007/s00213-008-1377-3,,,The incidence of unpleasant dreams after sub-anaesthetic ketamine.,2009,Blagrove M; Morgan CJ; Curran HV; Bromley L; Brandner B,Psychopharmacology,"Journal Article | Randomized Controlled Trial | Research Support, Non-U.S. Gov't",,2008-10-24,0033-3158,,,"Dose-Response Relationship, Drug | Double-Blind Method | Dreams / drug effects | Emotions / drug effects | Excitatory Amino Acid Antagonists / administration & dosage | Excitatory Amino Acid Antagonists / adverse effects | Female | Humans | Incidence | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / adverse effects | Male | Mental Recall | Odds Ratio | Psychiatric Status Rating Scales | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Risk Assessment | Risk Factors | Sleep Wake Disorders / chemically induced | Sleep Wake Disorders / psychology | Surveys and Questionnaires | Young Adult",,Medical Research Council,,,,,,eng,
10.1007/s00213-008-1458-3,,,"Comparison of the discriminative stimulus effects of salvinorin A and its derivatives to U69,593 and U50,488 in rats.",2009,Baker LE; Panos JJ; Killinger BA; Peet MM; Bell LM; Haliw LA; Walker SL,Psychopharmacology,Journal Article,,2009-01-20,0033-3158,1432-2072,,"3,4-Dichloro-N-methyl-N-(2-(1-pyrrolidinyl)-cyclohexyl)-benzeneacetamide, (trans)-Isomer / pharmacology | Animals | Behavior, Animal / drug effects | Benzeneacetamides / pharmacology | Discrimination, Psychological / drug effects | Diterpenes, Clerodane / isolation & purification | Diterpenes, Clerodane / pharmacology | Dose-Response Relationship, Drug | Hallucinogens / isolation & purification | Hallucinogens / pharmacology | Male | Pyrrolidines / pharmacology | Rats | Rats, Sprague-Dawley | Receptors, Opioid, kappa / agonists | Salvia / chemistry",,,,,,,,eng,
10.1007/s00213-009-1530-7,,,"Diverse and often opposite behavioural effects of NMDA receptor antagonists in rats: implications for ""NMDA antagonist modelling"" of schizophrenia.",2009,Gilmour G; Pioli EY; Dix SL; Smith JW; Conway MW; Jones WT; Loomis S; Mason R; Shahabi S; Tricklebank MD,Psychopharmacology,Journal Article,,2009-05-07,0033-3158,1432-2072,,"Analysis of Variance | Animals | Behavior, Animal / drug effects | Behavior, Animal / physiology | Conditioning, Operant / drug effects | Dose-Response Relationship, Drug | Excitatory Amino Acid Antagonists / pharmacology | Male | Motor Activity / drug effects | Motor Activity / physiology | Rats | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Reinforcement Schedule | Reinforcement, Psychology | Time Factors",,,,,,,,eng,
10.1007/s00213-009-1758-2,,,The interactive effects of ketamine and nicotine on human cerebral blood flow.,2010,Rowland LM; Beason-Held L; Tamminga CA; Holcomb HH,Psychopharmacology,"Controlled Clinical Trial | Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't",,2010-03,0033-3158,1432-2072,,Adult | Brain / blood supply | Brain / diagnostic imaging | Brain / drug effects | Cerebrovascular Circulation / drug effects | Double-Blind Method | Drug Interactions | Female | Humans | Ketamine / blood | Ketamine / pharmacology | Male | Nicotine / blood | Nicotine / pharmacology | Placebos | Positron-Emission Tomography / methods | Psychiatric Status Rating Scales | Psychomotor Performance / drug effects,,NIMH NIH HHS,K01 MH077230 | K01MH077230,,,,,eng,
10.1007/s00213-010-1945-1,,,A within-subject cognitive battery in the rat: differential effects of NMDA receptor antagonists.,2010,Dix S; Gilmour G; Potts S; Smith JW; Tricklebank M,Psychopharmacology,Comparative Study | Journal Article,,2010-07-31,0033-3158,1432-2072,,"Animals | Cognition / drug effects | Discrimination Learning / drug effects | Excitatory Amino Acid Antagonists / pharmacology | Extinction, Psychological / drug effects | Male | Memory, Short-Term / drug effects | Rats | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",,,,,,,,eng,
10.1007/s00213-010-2121-3,,,Chronic ketamine use increases serum levels of brain-derived neurotrophic factor.,2011,Ricci V; Martinotti G; Gelfo F; Tonioni F; Caltagirone C; Bria P; Angelucci F,Psychopharmacology,"Journal Article | Research Support, Non-U.S. Gov't",,2010-12-14,0033-3158,1432-2072,,Adult | Brain-Derived Neurotrophic Factor / blood | Case-Control Studies | Enzyme-Linked Immunosorbent Assay | Excitatory Amino Acid Antagonists / adverse effects | Excitatory Amino Acid Antagonists / urine | Female | Humans | Ketamine / adverse effects | Ketamine / urine | Male | Substance-Related Disorders / blood | Substance-Related Disorders / metabolism | Substance-Related Disorders / urine | Young Adult,,,,10.1007/s00213-011-2538-3,CommentIn PMID:22009000 Psychopharmacology (Berl). 2012 Mar;220(1):243; author reply 245. doi: 10.1007/s00213-011-2538-3.,,,eng,
10.1007/s00213-010-2137-8,,,The role of serotonin in the NMDA receptor antagonist models of psychosis and cognitive impairment.,2011,Meltzer HY; Horiguchi M; Massey BW,Psychopharmacology,"Journal Article | Research Support, Non-U.S. Gov't | Review",,2011-01-08,0033-3158,1432-2072,,"Animals | Antipsychotic Agents / pharmacology | Cognition Disorders / chemically induced | Cognition Disorders / drug therapy | Cognition Disorders / physiopathology | Disease Models, Animal | Excitatory Amino Acid Antagonists / toxicity | Humans | Motor Activity / drug effects | Rats | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, Serotonin / drug effects | Receptors, Serotonin / metabolism | Schizophrenia / chemically induced | Schizophrenia / drug therapy | Schizophrenia / physiopathology | Serotonin / metabolism",,,,,,,,eng,
10.1007/s00213-011-2277-5,,,A comparison of the effects of ketamine and phencyclidine with other antagonists of the NMDA receptor in rodent assays of attention and working memory.,2011,Smith JW; Gastambide F; Gilmour G; Dix S; Foss J; Lloyd K; Malik N; Tricklebank M,Psychopharmacology,Comparative Study | Journal Article,,2011-04-12,0033-3158,1432-2072,,"Animals | Attention / drug effects | Behavior, Animal / drug effects | Choice Behavior / drug effects | Dose-Response Relationship, Drug | Excitatory Amino Acid Antagonists / pharmacology | Ketamine / pharmacology | Male | Memory, Short-Term / drug effects | Phencyclidine / pharmacology | Rats | Rats, Inbred Strains | Reaction Time / drug effects | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",,,,,,,,eng,
