# triage-filtered queue generated at 2026-04-21T15:16:35.013578+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors
10.1016/j.nucmedbio.2005.12.001,Ketamine,NMDA receptor,Ketamine displaces the novel NMDA receptor SPET probe [123I]CNS-1261 in humans in vivo,2006,
10.1016/j.omtm.2025.101413,S-ketamine,NMDA receptor,"Intravenous esketamine in pediatric Rett syndrome: An open-label, early phase 1 pilot study",2025,
10.1016/j.pbb.2006.09.022,DOI,5-HT2A,Regulation of 5-HT2A/C receptors and DOI-induced behaviors by protein kinase Cγ,2006,
10.1016/j.pbb.2009.09.002,Salvinorin A,kappa opioid receptor (OPRK1),"Effect of kappa-opioid receptor agonists U69593, U50488H, spiradoline and salvinorin A on cocaine-induced drug-seeking in rats",2009,
10.1016/j.pbb.2013.05.005,Ketamine,NMDA receptor,Comparison of behavioral effects of the NMDA receptor channel blockers memantine and ketamine in rats,2013,
10.1016/j.pbb.2021.173154,S-ketamine,NMDA receptor,N-Substituted-3-alkoxy-derivatives of dextromethorphan are functional NMDA receptor antagonists in vivo: Evidence from an NMDA-induced seizure model in rats,2021,
10.1016/j.pbb.2021.173154,Ketamine,NMDA receptor,N-Substituted-3-alkoxy-derivatives of dextromethorphan are functional NMDA receptor antagonists in vivo: Evidence from an NMDA-induced seizure model in rats,2021,
10.1016/j.pbb.2023.173703,Psilocybin,5-HT2A,Established sensitization of ethanol-induced locomotor activity is not reversed by psilocybin or the 5-HT2A receptor agonist TCB-2 in male DBA/2J mice,2023,
10.1016/j.pbb.2024.173903,Mescaline,5-HT2A,Mescaline-induced behavioral alterations are mediated by 5-HT2A and 5-HT2C receptors in rats,2024,
10.1016/j.phrs.2023.106837,Psilocybin,5-HT2A,Molecular mechanisms of rapid-acting antidepressants: New perspectives for developing antidepressants,2023,
10.1016/j.phrs.2024.107081,Ketamine,NMDA receptor,A molecular perspective on mGluR5 regulation in the antidepressant effect of ketamine,2024,
10.1016/j.phrs.2025.107699,Psilocybin,5-HT2A,IUPHAR Article: Psilocybin induces long-lasting effects via 5-HT2A receptors in mouse models of chronic pain,2025,
10.1016/j.phytochem.2017.02.001,Salvinorin A,kappa opioid receptor (OPRK1),"A unique natural selective kappa -opioid receptor agonist, salvinorin A, and its roles in human therapeutics",2017,
10.1016/j.pnpbp.2013.01.017,DOI,5-HT2A,5-HT2A serotonin receptor agonist DOI alleviates cytotoxicity in neuroblastoma cells: Role of the ERK pathway,2013,
10.1016/j.pnpbp.2025.111249,Psilocin,5-HT2A,Clinical and preclinical evidence of psilocybin as antidepressant. A narrative review,2025,
10.1016/j.psychres.2024.116092,S-ketamine,NMDA receptor,Neural correlates of treatment response to ketamine for treatment-resistant depression: A systematic review of MRI-based studies,2024,
10.1016/j.tips.2025.08.012,Psilocybin,5-HT2A,Emerging mechanisms of psilocybin-induced neuroplasticity,2025,
10.1016/j.tiv.2017.05.010,MDMA,DAT (SLC6A3),"Measuring inhibition of monoamine reuptake transporters by new psychoactive substances (NPS) in real-time using a high-throughput, fluorescence-based assay",2017,
10.1016/j.tox.2019.04.012,MDMA,DAT (SLC6A3),Differential effects of psychoactive substances on human wildtype and polymorphic T356M dopamine transporters (DAT),2019,
10.1016/s0006-3223(01)01110-6,Ketamine,NMDA receptor,Ketamine has equal affinity for NMDA receptors and the high-affinity state of the dopamine d2 receptor,2001,
10.1016/s0006-3223(01)01258-6,Ketamine,NMDA receptor,Comment on “ketamine has equal affinity for NMDA receptors and the high-affinity state of the dopamine D2 receptor”,2001,
10.1016/s0006-3223(01)01265-3,Ketamine,NMDA receptor,Comment on “ketamine has equal affinity for NMDA receptors and the high-affinity state of the dopamine D2 receptor”: Reply,2001,
10.1016/s0006-8993(00)02031-x,DOI,5-HT2A,Melatonin reversal of DOI-induced hypophagia in rats; possible mechanism by suppressing 5-HT2A receptor-mediated activation of HPA axis,2000,
10.1016/s0006-8993(03)02631-3,LSD,5-HT2A,Effects of autoshaping procedures on 3H-8-OH-DPAT-labeled 5-HT1a binding and 125I-LSD-labeled 5-HT2a binding in rat brain,2003,
10.1016/s0006-8993(96)00411-8,Ketamine,NMDA receptor,PCP and ketamine inhibit non-NMDA glutamate receptor mediated hsp70 induction,1996,
10.1016/s0006-8993(99)01224-x,DOI,5-HT2A,"Serotonin, via 5-HT2A receptors, increases EPSCs in layer V pyramidal cells of prefrontal cortex by an asynchronous mode of glutamate release",1999,
10.1016/s0014-2999(97)01116-3,Ketamine,NMDA receptor,"Norketamine, the main metabolite of ketamine, is a non-competitive NMDA receptor antagonist in the rat cortex and spinal cord",1997,
10.1016/s0014-2999(97)01116-3,S-ketamine,NMDA receptor,"Norketamine, the main metabolite of ketamine, is a non-competitive NMDA receptor antagonist in the rat cortex and spinal cord",1997,
10.1016/s0014-2999(97)01116-3,R-ketamine,NMDA receptor,"Norketamine, the main metabolite of ketamine, is a non-competitive NMDA receptor antagonist in the rat cortex and spinal cord",1997,
10.1016/s0014-2999(98)00196-4,MDMA,DAT (SLC6A3),"3,4-Methylenedioxymethamphetamine-induced acute changes in dopamine transporter function",1998,
10.1016/s0022-3565(25)20792-3,DOI,5-HT2A,LSD and the phenethylamine hallucinogen DOI are potent partial agonists at 5-HT2A receptors on interneurons in rat piriform cortex.,1996,
10.1016/s0028-3908(00)00026-5,DOI,5-HT2A,Regulation of 5-HT2A receptor mRNA levels and binding sites in rat frontal cortex by the agonist DOI and the antagonist mianserin,2000,
10.1016/s0091-3057(00)00477-9,DOI,5-HT2A,Cannabinoids of diverse structure inhibit two DOI-induced 5-HT2A receptor-mediated behaviors in mice,2001,
10.1016/s0091-3057(98)00110-5,DMT,5-HT2A,"Agonist Properties of N,N-Dimethyltryptamine at Serotonin 5-HT2A and 5-HT2C Receptors",1998,
10.1016/s0165-6147(03)00027-0,Salvinorin A,kappa opioid receptor (OPRK1),Salvinorin A: the ‘magic mint’ hallucinogen finds a molecular target in the kappa opioid receptor,2003,
10.1016/s0169-328x(99)00178-3,MDMA,SERT (SLC6A4),"Molecular cloning, expression and characterization of a bovine serotonin transporter",1999,
10.1016/s0306-4522(02)00368-8,MDMA,DAT (SLC6A3),Unilateral infusion of a dopamine transporter antisense into the substantia nigra protects against MDMA-induced serotonergic deficits in the ipsilateral striatum,2002,
10.1016/s0893-133x(96)00249-7,LSD,5-HT2A,Serotonin 5-HT2A Receptor Binding in Platelets from Healthy Subjects as Studied by [3H]-Lysergic Acid Diethylamide ([3H]-LSD): Intra- and Interindividual Variability,1997,
10.1016/s0893-133x(98)00027-x,MDMA,SERT (SLC6A4),"Characterization of the Translocation of Protein Kinase C (PKC) by 3,4-methylenedioxymethamphetamine (MDMA/Ecstasy) in Synaptosomes: Evidence for a Presynaptic Localization Involving the Serotonin Transporter (SERT)",1998,
10.1016/s0893-133x(98)00067-0,Ketamine,NMDA receptor,Ketamine-Induced NMDA Receptor Hypofunction as a Model of Memory Impairment and Psychosis,1999,
10.1016/s0924-9338(99)00222-9,DOI,5-HT2A,Evidence for an increase in functional platelet 5-HT<sub>2A</sub> receptors in depressed patients using the new ligand [<sup>125</sup>I]-DOI,1999,
10.1016/s0924-977x(05)81078-8,Ketamine,NMDA receptor,P.3.142 Ketamine NMDA receptor inhibition and psychotic symptoms. a SPET study in humans with a novel NMDA receptor ligand,2005,
10.1016/s0924-977x(06)70706-4,MDMA,SERT (SLC6A4),P.6.d.015 MDMA self-administration is abolished in serotonin transporter knockout mice,2006,
10.1016/s0924-977x(09)71054-5,MDMA,SERT (SLC6A4),"P6.c.008 Pharmacogenetic modulation of neurocognitive deficits in MDMA users: The role of catechol-O-methyltransferase, serotonin transporter SERT and 5HT2A polymorphisms",2009,
10.1016/s0924-977x(15)30364-3,Psilocybin,5-HT2A,P.1.i.005 The 5-HT2A/1A agonist psilocybin reduces social pain and enhances empathy in healthy volunteers,2015,
10.1017/S0033291716000064,Ketamine,NMDA receptor,"Single-dose infusion ketamine and non-ketamine<i>N</i>-methyl-<scp>d</scp>-aspartate receptor antagonists for unipolar and bipolar depression: a meta-analysis of efficacy, safety and time trajectories",2016,
10.1017/S0033291719002393,LSD,5-HT2A,"LSD acutely impairs working memory, executive functions, and cognitive flexibility, but not risk-based decision-making",2019,
10.1017/S0033291722002963,LSD,5-HT2A,Effect of lysergic acid diethylamide (LSD) on reinforcement learning in humans,2022,
10.1017/S1092852914000686,Ketamine,NMDA receptor,Ameliorating treatment-refractory depression with intranasal ketamine: potential NMDA receptor actions in the pain circuitry representing mental anguish,2015,
10.1017/S1461145705005651,DOI,5-HT2A,Altered responsiveness of serotonin receptor subtypes following long-term cannabinoid treatment,2005,
10.1017/S1461145708009437,MDMA,DAT (SLC6A3),S100B overexpressing mutant mice exhibit prolonged behavioural and biochemical responses towards repeated intermittent binge treatments with MDMA,2008,
10.1017/S1461145713000606,LSD,5-HT2A,Preclinical models of antipsychotic drug action,2013,
10.1017/S1461145714000261,5-MeO-DMT,5-HT1A,"The natural hallucinogen 5-MeO-DMT, component of Ayahuasca, disrupts cortical function in rats: reversal by antipsychotic drugs",2014,
10.1017/S1461145714000261,DMT,5-HT2A,"The natural hallucinogen 5-MeO-DMT, component of Ayahuasca, disrupts cortical function in rats: reversal by antipsychotic drugs",2014,
10.1017/S1461145714000455,DOI,5-HT2A,Long-lasting alterations in 5-HT2A receptor after a binge regimen of methamphetamine in mice,2014,
10.1017/neu.2025.10039,Psilocybin,5-HT2A,Exploring the Effects of Psilocybin on Depression and the Mediating Role of the 5-HT2A Receptor: A Systematic Review,2025,
10.1017/neu.2026.10075,Psilocybin,5-HT2A,Psilocybin Elicits a Conserved Glucocorticoid-Responsive Gene Signature Across Five 5-HT2A Receptor-Rich Brain Regions in Rat,2026,
10.1017/s1092852919001470,S-ketamine,NMDA receptor,Dextromethorphan/Bupropion: A Novel Oral NMDA (N-methyl-d-aspartate) Receptor Antagonist with Multimodal Activity,2019,
10.1021/acs.accounts.0c00791,Salvinorin A,kappa opioid receptor (OPRK1),Natural Product Synthesis through the Lens of Informatics,2021,
10.1021/acs.analchem.9b03104,Mescaline,5-HT2A,Setup of a Serotonin 2A Receptor (5-HT2AR) Bioassay: Demonstration of Its Applicability To Functionally Characterize Hallucinogenic New Psychoactive Substances and an Explanation Why 5-HT2AR Bioassays Are Not Suited for Universal Activity-Based Screening of Biofluids for New Psychoactive Substances,2019,
10.1021/acs.chemrestox.0c00411,S-ketamine,NMDA receptor,Antidepressant Actions of Ketamine: Potential Role of L-Type Calcium Channels,2021,
10.1021/acs.chemrev.3c00375,Psilocybin,5-HT2A,Serotonin 2A Receptor (5-HT<sub>2A</sub>R) Agonists: Psychedelics and Non-Hallucinogenic Analogues as Emerging Antidepressants,2023,
10.1021/acs.est.4c09276,DOI,5-HT2A,Long-Term Exposure to Tire-Derived 6-PPD Quinone Causes Neurotoxicity and Neuroinflammation via Inhibition of HTR2A in C57BL/6 Mice,2025,
10.1021/acs.jmedchem.0c01193,S-ketamine,NMDA receptor,Repurposing of Drugs–The Ketamine Story,2020,
10.1021/acs.jmedchem.2c00702,LSD,5-HT2A,Discovery of β-Arrestin-Biased 25CN-NBOH-Derived 5-HT<sub>2A</sub>Receptor Agonists,2022,
10.1021/acs.jmedchem.4c00082,LSD,5-HT2A,"Discovery and Structure–Activity Relationships of 2,5-Dimethoxyphenylpiperidines as Selective Serotonin 5-HT<sub>2A</sub> Receptor Agonists",2024,
10.1021/acs.jmedchem.4c00590,Salvinorin A,kappa opioid receptor (OPRK1),"Discovery of Novel, Selective, and Nonbasic Agonists for the Kappa-Opioid Receptor Determined by Salvinorin A-Based Virtual Screening",2024,
10.1021/acs.jmedchem.4c02467,Ketamine,NMDA receptor,Insights for the Next Generation of Ketamine for the Treatment of Depressive Disorder,2025,
10.1021/acs.jmedchem.5b01214,Ketamine,NMDA receptor,"Novel Potent<i>N</i>-Methyl-<scp>d</scp>-aspartate (NMDA) Receptor Antagonists or σ<sub>1</sub>Receptor Ligands Based on Properly Substituted 1,4-Dioxane Ring",2015,
10.1021/acs.jmedchem.5c00442,LSD,5-HT2A,"Design, Synthesis, and In Vitro Characterization of a Tryptamine-Based Visible-Light Photoswitchable 5-HT<sub>2A</sub>R Ligand Showing Efficacy Preference for β-Arrestin over Mini-Gq",2025,
10.1021/acs.jnatprod.7b00327,Salvinorin A,kappa opioid receptor (OPRK1),"Semisynthesis and Kappa-Opioid Receptor Activity of Derivatives of Columbin, a Furanolactone Diterpene",2017,
10.1021/acs.orglett.7b02177,Ketamine,NMDA receptor,Synthesis and <i>N</i>-Methyl-<scp>d</scp>-aspartate (NMDA) Receptor Activity of Ketamine Metabolites,2017,
10.1021/acs.orglett.7b02177.s001,Ketamine,NMDA receptor,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,
10.1021/acs.orglett.7b02177.s002,Ketamine,NMDA receptor,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,
10.1021/acs.orglett.7b02177.s003,Ketamine,NMDA receptor,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,
10.1021/acs.orglett.7b02177.s004,Ketamine,NMDA receptor,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,
10.1021/acs.orglett.7b02177.s005,Ketamine,NMDA receptor,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,
10.1021/acs.orglett.7b02177.s006,Ketamine,NMDA receptor,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,
10.1021/acs.orglett.7b02177.s007,Ketamine,NMDA receptor,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,
10.1021/acs.orglett.7b02177.s008,Ketamine,NMDA receptor,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,
10.1021/acs.orglett.7b02177.s009,Ketamine,NMDA receptor,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,
10.1021/acs.orglett.7b02177.s010,Ketamine,NMDA receptor,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,
10.1021/acs.orglett.7b02177.s011,Ketamine,NMDA receptor,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,
10.1021/acs.orglett.7b02177.s012,Ketamine,NMDA receptor,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,
10.1021/acs.orglett.7b02177.s013,Ketamine,NMDA receptor,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,
10.1021/acscentsci.2c00442,Salvinorin A,kappa opioid receptor (OPRK1),Asymmetric Syntheses of (+)- and (−)-Collybolide Enable Reevaluation of <i>kappa</i> -Opioid Receptor Agonism,2022,
10.1021/acscentsci.3c00616,Salvinorin A,kappa opioid receptor (OPRK1),"A Route to Potent, Selective, and Biased Salvinorin Chemical Space",2023,
10.1021/acschemneuro.0c00129,2C-B,5-HT2A,"Investigation of the 2,5-Dimethoxy Motif in Phenethylamine Serotonin 2A Receptor Agonists",2020,
10.1021/acschemneuro.0c00191,Salvinorin A,kappa opioid receptor (OPRK1),"Synthetic Studies of Neoclerodane Diterpenes from <i>Salvia divinorum</i>: Design, Synthesis, and Evaluation of Analogues with Improved Potency and G-protein Activation Bias at the μ-Opioid Receptor",2020,
10.1021/acschemneuro.1c00124,LSD,5-HT2A,"Synthesis and Functional Characterization of 2-(2,5-Dimethoxyphenyl)-<i>N</i>-(2-fluorobenzyl)ethanamine (25H-NBF) Positional Isomers",2021,
10.1021/acschemneuro.2c00170,LSD,5-HT2A,Tolerance and Cross-Tolerance among Psychedelic and Nonpsychedelic 5-HT<sub>2A</sub> Receptor Agonists in Mice,2022,
10.1021/acschemneuro.3c00267,LSD,5-HT2A,Structure–Activity Assessment and In-Depth Analysis of Biased Agonism in a Set of Phenylalkylamine 5-HT<sub>2A</sub> Receptor Agonists,2023,
10.1021/acschemneuro.3c00610,Psilocin,5-HT2A,Psychedelic-like Activity of Norpsilocin Analogues,2024,
10.1021/acschemneuro.3c00677,MDMA,DAT (SLC6A3),Uncovering Structure–Activity Relationships of Phenethylamines: Paving the Way for Innovative Mental Health Treatments,2024,
10.1021/acschemneuro.4c00058,Psilocin,5-HT2A,"RE104: Synthesis and Activity of a Novel Serotonergic Psychedelic Prodrug of 4-Hydroxy-<i>N</i>,<i>N</i>-diisopropyltryptamine",2024,
10.1021/acschemneuro.4c00245,Salvinorin A,kappa opioid receptor (OPRK1),Acute Effects of Hallucinogens on Functional Connectivity: Psilocybin and Salvinorin-A,2024,
10.1021/acschemneuro.4c00513,5-MeO-DMT,5-HT1A,"Serotonin 1A Receptors Modulate Serotonin 2A Receptor-Mediated Behavioral Effects of 5-Methoxy-<i>N</i>,<i>N</i>-dimethyltryptamine Analogs in Mice",2024,
10.1021/acschemneuro.5c00443,MDMA,DAT (SLC6A3),Pharmacological Evaluation of Tropane Analogues at the Serotonin Transporter,2025,
10.1021/acschemneuro.5c00443,MDMA,SERT (SLC6A4),Pharmacological Evaluation of Tropane Analogues at the Serotonin Transporter,2025,
10.1021/acschemneuro.5c00647,LSD,5-HT2C,Serotonin 5-HT<sub>2C</sub> Receptor Signaling Analysis Reveals Psychedelic Biased Agonism,2025,
