# Deterministic prescreen retained queue for mechanistic generated at 2026-05-19T07:31:34.184747+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1002/1873-3468.15099,,,"Molecular insights into the modulation of the 5
                    <scp>HT</scp>
                    <sub>
                      2
                      <scp>A</scp>
                    </sub>
                    receptor by serotonin, psilocin, and the G protein subunit Gqα",2025,Niklas Viohl; Ali Asghar Hakami Zanjani; Himanshu Khandelia,FEBS Letters,journal-article,,2025-01-26,0014-5793,1873-3468,Wiley,"Receptor, Serotonin, 5-HT2A / chemistry | Receptor, Serotonin, 5-HT2A / metabolism | GTP-Binding Protein alpha Subunits, Gq-G11 / metabolism | GTP-Binding Protein alpha Subunits, Gq-G11 / chemistry | Molecular Dynamics Simulation | Serotonin / chemistry | Serotonin / metabolism | Serotonin / pharmacology | Humans | Psilocybin / analogs & derivatives | Psilocybin / chemistry | Psilocybin / pharmacology | Psilocybin / metabolism | Protein Binding | Ligands | Protein Conformation | Binding Sites",5HT2AR | G protein‐coupled receptors | free energy calculations | molecular dynamics simulations | psilocin | psychedelics,Novo Nordisk Fonden | Lundbeck Foundation,NNF18OC0032608 | NNF18OC0034936 | R344-2020-1023,,,,,eng,
10.1002/pcn5.146,,,"Ayahuasca: A review of historical, pharmacological, and therapeutic aspects",2023,Simon Ruffell; Max Crosland‐Wood; Rob Palmer; Nige Netzband; WaiFung Tsang; Brandon Weiss; Sam Gandy; Tessa Cowley‐Court; Andreas Halman; Diana McHerron,PCN reports : psychiatry and clinical neurosciences,Journal Article | Review,,2023-10-02,2769-2558,2769-2558,,,DMT | ayahuasca | ceremony | harmala alkaloids | psychedelic,,,,,,,eng,
10.1002/phar.2707,,,Safety and effectiveness of NMDA receptor antagonists for depression: A multidisciplinary review.,2022,Moore TJ; Alami A; Alexander GC; Mattison DR,Pharmacotherapy,Journal Article | Review,,2022-06-26,0277-0008,1875-9114,,"Animals | Depression / drug therapy | Humans | Ketamine / adverse effects | Mammals | N-Methylaspartate | Phencyclidine / pharmacology | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",United States Food and Drug Administration | drug approval | esketamine | evidence-based toxicology | ketamine hydrochloride | phencyclidine | phencyclidine-related disorders,,,,,,,eng,
10.1002/prp2.1035,,,Dose‐dependent effects of esketamine on brain activity in awake mice: A <scp>BOLD phMRI</scp> study,2022,Kyrsten Kawazoe; Ryan McGlynn; Wilder Felix; Raquel Sevilla; Siyang Liao; Praveen Kulkarni; Craig F. Ferris,Pharmacology Research & Perspectives,journal-article,,2022-12-01,2052-1707,2052-1707,Wiley,Humans | Animals | Mice | Ketamine / pharmacology | Magnetic Resonance Imaging | Hippocampus | Prosencephalon,NMDA | depression | hippocampus | phMRI | prefrontal cortex,,,,,,,eng,
10.1002/prp2.458,,,"Binding characterization of N-(2-chloro-5-thiomethylphenyl)-N'-(3-[(3) H](3) methoxy phenyl)-N'-methylguanidine ([(3) H]GMOM), a non-competitive N-methyl-D-aspartate (NMDA) receptor antagonist.",2019,Metaxas A; van Berckel BNM; Klein PJ; Verbeek J; Nash EC; Kooijman EJM; Renjaän VA; Golla SSV; Boellaard R; Christiaans JAM,Pharmacology research & perspectives,"Comparative Study | Journal Article | Research Support, Non-U.S. Gov't",,2019-02,2052-1707,2052-1707,,"Animals | Carbon Radioisotopes / administration & dosage | Carbon Radioisotopes / metabolism | Carbon Radioisotopes / pharmacology | Dizocilpine Maleate / administration & dosage | Dizocilpine Maleate / metabolism | Dizocilpine Maleate / pharmacology | Guanidines / administration & dosage | Guanidines / metabolism | Guanidines / pharmacology | Inhibitory Concentration 50 | Male | Positron-Emission Tomography / methods | Rats | Rats, Wistar | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",N | NMDA receptor | N′-diaryl-N-methylguanidine | [3H]GMOM | [3H]MK-801 | binding | ion-channel,Center for Translational Molecular Medicine | EU 7th Framework program EURIPIDES,,,,,,eng,
10.1002/prp2.70079,,,"Psilocin, A Psychedelic Drug, Exerts Anticonvulsant Effects Against PTZ- and MES-Induced Seizures in Mice via 5-HT1A and CB1 Receptors: Involvement of Nitrergic, Opioidergic, and Kynurenine Pathways.",2025,Balabandian M; Manavi MA; Lesani A; Mohammad Jafari R; Shafaroodi H; Heidari N; Mirnajafi-Zadeh J; Foroumadi A; Afrooghe A; Dehpour AR,Pharmacology research & perspectives,Journal Article,,2025-04,2052-1707,2052-1707,,"Animals | Anticonvulsants / pharmacology | Anticonvulsants / therapeutic use | Mice | Seizures / drug therapy | Seizures / chemically induced | Seizures / metabolism | Male | Kynurenine / metabolism | Pentylenetetrazole | Receptor, Cannabinoid, CB1 / metabolism | Receptor, Serotonin, 5-HT1A / metabolism | Psilocybin / pharmacology | Psilocybin / analogs & derivatives | Psilocybin / therapeutic use | Disease Models, Animal | Electroshock | Nitric Oxide / metabolism | Hallucinogens / pharmacology | Signal Transduction / drug effects",epilepsy | nitric oxide | psilocin | seizures | serotonin,Iran National Science Foundation,1402-4-209-69237,,,,,eng,
10.1002/prp2.70238,,,Psychedelic Therapies for Comorbid Major Depressive Disorder and Chronic Pain: A Review of Putative Mechanisms of Action,2026,Jordana Kazdan; Karim S. Ladha; M. Ishrat Husain,Pharmacology Research & Perspectives,journal-article,,2026-04-01,2052-1707,2052-1707,Wiley,Humans | Major Depressive Disorder / drug therapy | Major Depressive Disorder / epidemiology | Chronic Pain / drug therapy | Chronic Pain / epidemiology | Hallucinogens / therapeutic use | Hallucinogens / pharmacology | Comorbidity | Animals | Antidepressive Agents / therapeutic use | Antidepressive Agents / pharmacology,LSD | MDD | chronic pain | depression | mood | psilocybin | psychedelics,,,,,,,eng,
10.1002/syn.21784,,,Differential effects of NMDA receptor antagonism on spine density,2014,Rebecca M. Ruddy; Yuxiao Chen; Marija Milenkovic; Amy J. Ramsey,Synapse,journal-article,,2014-09-12,0887-4476,1098-2396,Wiley,"Animals | Brain / cytology | Brain / drug effects | Dendritic Spines / drug effects | Dizocilpine Maleate / pharmacology | Dose-Response Relationship, Drug | Excitatory Amino Acid Antagonists / pharmacology | Ketamine / pharmacology | Male | Mice, Inbred C57BL | Microscopy, Confocal | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",MK-801 | NMDA receptor | antidepressant | ketamine | spine density,NIDA NIH HHS | CIHR,K01 DA017703 | MOP-119298,,,,,eng,
10.1002/syn.70014,,,"The Selective 5HT<sub>2A</sub> Receptor Agonist, 25CN‐NBOH Exerts Excitatory and Inhibitory Cellular Actions on Mouse Medial Prefrontal Cortical Neurons",2025,Yang Wang; Jesper L. Kristensen; Kristi A. Kohlmeier,Synapse,journal-article,,2025-03-01,0887-4476,1098-2396,Wiley,"Animals | Prefrontal Cortex / drug effects | Prefrontal Cortex / cytology | Prefrontal Cortex / physiology | Serotonin 5-HT2 Receptor Agonists / pharmacology | Excitatory Postsynaptic Potentials / drug effects | Male | Mice | Pyramidal Cells / drug effects | Pyramidal Cells / physiology | Mice, Inbred C57BL | Receptor, Serotonin, 5-HT2A / metabolism | Neurons / drug effects | Neurons / physiology | Patch-Clamp Techniques | Hallucinogens / pharmacology",action potential | brain slices | electrophysiological recordings | psychedelics | serotonin,S. C. Van Fund | Chinese Scholarship Council,,,,,,eng,
10.1002/wps.21140,,,The psychedelic experience and treatment‐resistant depression,2023,G. M. Goodwin,World Psychiatry,JournalArticle | Review,,2023-09-15,1723-8617,2051-5545,Wiley,,Medicine | external | Psychology | s2-fos-model,,,,,,,en,5057ad559584198e2b57cd902c0548151e41f374
10.1007/164_2021_449,,,General Overview of Organic Cation Transporters in Brain,2021,Hermann Koepsell,Handbook of experimental pharmacology,book-chapter,,2021-01-01,0171-2004,1865-0325,Springer International Publishing,Animals | Biological Transport | Brain / metabolism | Cations | Norepinephrine | Organic Cation Transport Proteins / genetics | Organic Cation Transport Proteins / metabolism,Antidepressants | Monoamine neurotransmitters | Neurotransmitter reuptake inhibitors | OCT1 | OCT2 | OCT3 | Organic cation transporters | PMAT | Psychotropic drugs,,,,,,,eng,
10.1007/7854_2023_453,,,Ketamine for Major Depressive Disorder.,2024,Costi S,Current topics in behavioral neurosciences,Journal Article | Review,,2024,1866-3370,,,"Ketamine / pharmacology | Ketamine / therapeutic use | Humans | Major Depressive Disorder / drug therapy | Antidepressive Agents / pharmacology | Antidepressive Agents / therapeutic use | Depressive Disorder, Treatment-Resistant / drug therapy | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / metabolism | Animals | Excitatory Amino Acid Antagonists / pharmacology | Excitatory Amino Acid Antagonists / therapeutic use",Esketamine | Glutamate | Ketamine | Major depressive disorder | Suicide | Treatment resistant depression,,,,,,,eng,
10.1007/BF00400269,,,Effects of two 5-hydroxytryptamine agonists on head-weaving behaviour in streptozotocin-diabetic mice,1991,E. Fujii; T. Nomoto; T. Muraki,Diabetologia,journal-article,,1991-08-01,0012-186X,1432-0428,Springer Science and Business Media LLC,"8-Hydroxy-2-(di-n-propylamino)tetralin | Animals | Blood Glucose / metabolism | Diabetes Mellitus, Experimental / drug therapy | Diabetes Mellitus, Experimental / physiopathology | Insulin / pharmacology | Kinetics | Male | Methoxydimethyltryptamines / pharmacology | Mice | Mice, Inbred Strains | Receptors, Serotonin / drug effects | Receptors, Serotonin / physiology | Reference Values | Serotonin Antagonists / pharmacology | Stereotyped Behavior / drug effects | Tetrahydronaphthalenes / pharmacology",,,,,,,,eng,
10.1007/BF03018950,,,High-dose S(+)- ketamine improves neurological outcome following incomplete cerebral ischemia in rats,2000,Wolfram Reeker; Christian Werner; Oliver Möllenberg; Lars Mielke; Eberhard Kochs,Canadian Journal of Anesthesia/Journal canadien d anesthésie,journal-article,,2000-06-01,0832-610X,1496-8975,Springer Science and Business Media LLC,"Animals | Brain Ischemia / drug therapy | Brain Ischemia / physiopathology | Catecholamines / blood | Dose-Response Relationship, Drug | Excitatory Amino Acid Antagonists / therapeutic use | Hemodynamics / drug effects | Ketamine / therapeutic use | Male | Neuroprotective Agents / therapeutic use | Rats | Rats, Sprague-Dawley",,,,,,,,eng,
10.1007/s00018-024-05353-6,,,"Neurobiological research on N,N-dimethyltryptamine (DMT) and its potentiation by monoamine oxidase (MAO) inhibition: from ayahuasca to synthetic combinations of DMT and MAO inhibitors",2024,Klemens Egger; Helena D. Aicher; Paul Cumming; Milan Scheidegger,Cellular and Molecular Life Sciences,journal-article,,2024-09-10,1420-682X,1420-9071,Springer Science and Business Media LLC,"Monoamine Oxidase Inhibitors / pharmacology | Monoamine Oxidase Inhibitors / chemistry | Banisteriopsis / chemistry | N,N-Dimethyltryptamine / pharmacology | Humans | Animals | Hallucinogens / pharmacology | Monoamine Oxidase / metabolism | Drug Synergism | Brain / drug effects | Brain / metabolism | Carbolines / pharmacology | Carbolines / chemistry",Ayahuasca | DMT | Harmine | MAO inhibition | Psychedelics | β-carbolines,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,320030-204978,,,,,eng,
10.1007/s00018-024-05519-2,,,Effects of psychedelics on opioid use disorder: a scoping review of preclinical studies,2025,Alejandra Pulido-Saavedra; Henrique Nunes Pereira Oliva; Tiago Paiva Prudente; Razi Kitaneh; Eric J. Nunes; Colleen Fogg; Melissa Funaro; Jeremy Weleff; Anahita Bassir Nia; Gustavo A. Angarita,Cellular and molecular life sciences : CMLS,Journal Article | Scoping Review,,2025-01-21,1420-682X,1420-9071,,"Opioid-Related Disorders / drug therapy | Humans | Hallucinogens / therapeutic use | Hallucinogens / pharmacology | Animals | Analgesics, Opioid",Conditioned place preference | Dependence | Opioid use disorder | Psychedelics | Self-administration | Withdrawal,NIDA NIH HHS | NIMH NIH HHS,P30 DA046345 | R13 MH132238 | 1R13MH132238 | R21 DA046030,,,,,eng,
10.1007/s00204-020-02693-7,,,Designer drugs: mechanism of action and adverse effects,2020,Dino Luethi; Matthias E. Liechti,Archives of Toxicology,journal-article,,2020-04-01,0340-5761,1432-0738,Springer Science and Business Media LLC,Cannabinoids | Central Nervous System Stimulants | Designer Drugs / adverse effects | Designer Drugs / pharmacology | Drug-Related Side Effects and Adverse Reactions | Hallucinogens | Humans | Illicit Drugs | Molecular Structure | Psychotropic Drugs | Serotonin,Designer drug | New psychoactive substance | Psychedelic | Stimulant | Synthetic cannabinoid | Synthetic opioid,,,10.1007/s00204-022-03244-y,ErratumIn PMID:35243532 Arch Toxicol. 2022 May;96(5):1489. doi: 10.1007/s00204-022-03244-y.,,true,eng,
10.1007/s00204-020-02863-7,,,Correction to: In vitro structure–activity relationship determination of 30 psychedelic new psychoactive substances by means of β-arrestin 2 recruitment to the serotonin 2A receptor,2020,Eline Pottie; Annelies Cannaert; Christophe P. Stove,Archives of Toxicology,journal-article,,2020-08-13,0340-5761,1432-0738,Springer Science and Business Media LLC,,,,,10.1007/s00204-020-02836-w,ErratumFor PMID:32627074 Arch Toxicol. 2020 Oct;94(10):3449-3460. doi: 10.1007/s00204-020-02836-w.,,true,eng,
10.1007/s00204-021-03024-0,,,A human stem cell-derived test system for agents modifying neuronal N-methyl-d-aspartate-type glutamate receptor Ca2+-signalling,2021,Stefanie Klima; Markus Brüll; Anna-Sophie Spreng; Ilinca Suciu; Tjalda Falt; Jens C. Schwamborn; Tanja Waldmann; Christiaan Karreman; Marcel Leist,Archives of Toxicology,journal-article,,2021-03-13,0340-5761,1432-0738,Springer Science and Business Media LLC,"Animals | Calcium | Cells, Cultured | Excitatory Amino Acid Agonists | Glutamic Acid | Humans | Kainic Acid / analogs & derivatives | N-Methylaspartate / metabolism | Neural Stem Cells | Neurons | Receptors, AMPA | Receptors, Glutamate / metabolism | Receptors, N-Methyl-D-Aspartate | alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid",Dextromethorphan | Domoic acid | Ibotenic acid | Ketamine | MEA | Neurotoxicity | Phencyclidine,,,,,,,eng,
10.1007/s00204-025-04242-6,,,"Qualitative and quantitative in silico toxicity profiling of “angel dust”: phencyclidine (PCP) analogues as new psychoactive substances (3-HO-PCP, 3-MeO-PCP, 4-MeO-PCP, 3-HO-PCE, 3-MeO-PCE, 4-MeO-PCE)",2025,Maciej Noga; Kamil Jurowski,Archives of toxicology,Journal Article,,2025-12-08,0340-5761,1432-0738,,"Animals | Phencyclidine / toxicity | Phencyclidine / analogs & derivatives | Phencyclidine / chemistry | Phencyclidine / pharmacokinetics | Computer Simulation | Lethal Dose 50 | Rats | Quantitative Structure-Activity Relationship | Psychotropic Drugs / toxicity | Psychotropic Drugs / chemistry | Mice | Humans | Toxicity Tests, Acute | Risk Assessment | Male",Acute toxicity | Cardiotoxicity | Computational toxicology | Forensic toxicology | Health effects | In silico toxicology | New psychoactive substances (NPS) | Phencyclidine (PCP),,,,,,,eng,
10.1007/s00210-022-02315-2,,,"Cardiac effects of ephedrine, norephedrine, mescaline, and 3,4-methylenedioxymethamphetamine (MDMA) in mouse and human atrial preparations",2022,Joachim Neumann; Karyna Azatsian; Christian Höhm; Britt Hofmann; Ulrich Gergs,Naunyn-Schmiedeberg s Archives of Pharmacology,journal-article,,2022-11-01,0028-1298,1432-1912,Springer Science and Business Media LLC,"Humans | Mice | Animals | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Mescaline / pharmacology | Hallucinogens / toxicity | Ephedrine / pharmacology | Phenylpropanolamine / pharmacology | Atrial Fibrillation | Heart Atria | Myocardial Contraction","3,4-Methylenedioxymethamphetamine (MDMA) | Chronotropy | Ephedrine | Human atrium | Inotropy | Mescaline | Norephedrine | Troponin inhibitor",,,,,,,eng,
10.1007/s00210-023-02414-8,,,Cardiovascular effects of bufotenin on human 5-HT4 serotonin receptors in cardiac preparations of transgenic mice and in human atrial preparations,2023,Joachim Neumann; Nils Schulz; Charlotte Fehse; Karyna Azatsian; Aneta Čináková; Margaréta Marušáková; Britt Hofmann; Ulrich Gergs,Naunyn-Schmiedeberg s Archives of Pharmacology,journal-article,,2023-02-09,0028-1298,1432-1912,Springer Science and Business Media LLC,"Mice | Animals | Humans | Serotonin / pharmacology | Mice, Transgenic | Bufotenin / pharmacology | Atrial Fibrillation | Myocardial Contraction | Receptors, Serotonin, 5-HT4 / genetics | Heart Atria | Receptors, Serotonin",5-HT4-receptor | Bufotenin | Chronotropy | Human atrium | Inotropy | Pargyline | Serotonin | Transgenic mice | Tropisetron | Tryptamine,,,,,,,eng,
10.1007/s00210-023-02778-x,,,Ethopharmacological evaluation of antidepressant-like effect of serotonergic psychedelics in C57BL/6J male mice,2023,Rika Takaba; Daisuke Ibi; Keisuke Yoshida; Eri Hosomi; Ririna Kawase; Hiroko Kitagawa; Hirotaka Goto; Mizuki Achiwa; Kento Mizutani; Kyosuke Maeda,Naunyn-Schmiedeberg s Archives of Pharmacology,journal-article,,2023-10-24,0028-1298,1432-1912,Springer Science and Business Media LLC,"Animals | Male | Antidepressive Agents / pharmacology | Hallucinogens / pharmacology | Mice, Inbred C57BL | Receptor, Serotonin, 5-HT2A / metabolism | Receptor, Serotonin, 5-HT2A / drug effects | Amphetamines / pharmacology | Psilocybin / pharmacology | Psilocybin / analogs & derivatives | Behavior, Animal / drug effects | Motor Activity / drug effects | Mice | Anti-Anxiety Agents / pharmacology | Serotonin 5-HT2 Receptor Agonists / pharmacology | Swimming | Depression / drug therapy | Bridged Bicyclo Compounds | Methylamines",DOI | Major depressive disorder | Psilocin (psilocybin) | Serotonergic psychedelics | TCB-2,Nagai Memorial Research Scholarship | Japan Society for the Promotion of Science | NIMH NIH HHS | NIH grant | YOKOYAMA Foundation for Clinical Pharmacology,"223903 | 15H06719, 16K19786, 19K07332, and 22K06872 | R01 MH084894 | R01MH084894 | YRY-1909",10.21203/rs.3.rs-3138705/v1 | 10.1007/s00210-024-02997-w,UpdateOf PMID:37461593 Res Sq. 2023 Jul 07:rs.3.rs-3138705. doi: 10.21203/rs.3.rs-3138705/v1. | ErratumIn PMID:38345609 Naunyn Schmiedebergs Arch Pharmacol. 2024 May;397(5):3523. doi: 10.1007/s00210-024-02997-w.,,true,eng,
