# Deterministic prescreen excluded queue for mechanistic generated at 2026-05-19T07:31:34.240394+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1002/minf.201300013,,,Probing the Selectivity of Monoamine Transporter Substrates by Means of Molecular Modeling,2013,A. Seddik; M. Holy; Rene Weissensteiner; Barbara Zdrazil; H. Sitte; G. Ecker,Molecular Informatics,JournalArticle,,2013-06-01,1868-1743,1868-1751,Wiley,,Chemistry | Medicine | external | s2-fos-model,Funded Access | Austrian Science Fund,F03502 | F3506 | W1232,,,,,en,b66dddba28797d68fccdec32ed9c0205274c1d54
10.1046/j.1471-4159.2003.02032.x,,,Serotonin (5‐HT) transporter (SERT) function after graded destruction of serotonergic neurons,2003,Sylvia Montañez; Lynette C. Daws; Georgianna G. Gould; Alan Frazer,Journal of Neurochemistry,journal-article,,2003-11-01,0022-3042,1471-4159,Wiley,"5,7-Dihydroxytryptamine / pharmacology | Animals | Carrier Proteins / metabolism | Dose-Response Relationship, Drug | Electrochemistry | Electrodes, Implanted | Extracellular Fluid / chemistry | Extracellular Fluid / metabolism | Fluvoxamine / pharmacology | Hippocampus / cytology | Hippocampus / drug effects | Hippocampus / metabolism | Male | Membrane Glycoproteins / deficiency | Membrane Glycoproteins / metabolism | Membrane Transport Proteins | Nerve Tissue Proteins | Neurons / drug effects | Neurons / metabolism | Rats | Rats, Sprague-Dawley | Serotonin / metabolism | Serotonin / pharmacokinetics | Serotonin Agents / pharmacology | Serotonin Plasma Membrane Transport Proteins | Selective Serotonin Reuptake Inhibitors / pharmacology",,NIMH NIH HHS,MH57001 | MH64489,,,,,eng,
10.1046/j.1471-4159.2003.02137.x,,,Methamphetamine produces neuronal inclusions in the nigrostriatal system and in PC12 cells,2003,Francesco Fornai; Paola Lenzi; Marco Gesi; Paola Soldani; Michela Ferrucci; Gloria Lazzeri; Loredana Capobianco; Giuseppe Battaglia; Antonio De Blasi; Ferdinando Nicoletti,Journal of Neurochemistry,journal-article,,2003-11-28,0022-3042,1471-4159,Wiley,"Animals | Antioxidants / pharmacology | Central Nervous System Stimulants / pharmacology | Corpus Striatum / drug effects | Corpus Striatum / ultrastructure | Dopamine / metabolism | Dose-Response Relationship, Drug | Enzyme Inhibitors / pharmacology | Inclusion Bodies / drug effects | Inclusion Bodies / metabolism | Inclusion Bodies / ultrastructure | Levodopa / pharmacology | Male | Methamphetamine / pharmacology | Mice | Mice, Inbred C57BL | Microdialysis | Nerve Tissue Proteins / biosynthesis | Neurons / drug effects | Neurons / metabolism | Neurons / ultrastructure | PC12 Cells | Rats | Substantia Nigra / drug effects | Substantia Nigra / ultrastructure | Synucleins | alpha-Methyltyrosine / pharmacology | alpha-Synuclein",,,,,,,,eng,
10.1046/j.1601-1848.2003.00049.x,,,Experimental gene interaction studies with SERT mutant mice as models for human polygenic and epistatic traits and disorders,2003,D. L. Murphy; G. R. Uhl; A. Holmes; R. Ren‐Patterson; F. S. Hall; I. Sora; S. Detera‐Wadleigh; K.‐P. Lesch,Genes Brain & Behavior,journal-article,,2003-11-06,1601-183X,1601-1848,Wiley,"Animals | Behavior, Animal / physiology | Brain-Derived Neurotrophic Factor / genetics | Carrier Proteins / genetics | Disease Models, Animal | Dopamine Plasma Membrane Transport Proteins | Environment | Gene Expression Regulation / genetics | Humans | Membrane Glycoproteins / genetics | Membrane Transport Proteins / genetics | Mental Disorders / genetics | Mice | Mice, Knockout | Mice, Mutant Strains | Mice, Transgenic | Monoamine Oxidase / genetics | Nerve Tissue Proteins / genetics | Norepinephrine Plasma Membrane Transport Proteins | Quantitative Trait Loci / genetics | Receptor, Serotonin, 5-HT1B / genetics | Serotonin / genetics | Serotonin Plasma Membrane Transport Proteins | Symporters / genetics",,,,,,,,eng,
10.1051/ata/2002012,,,Identification of thiopental and pentobarbital in head and pubic hair by SPME and GC-MS-MS in a case of drug-facilitated sexual assault.,2002,G. Frison; D. Favretto; L. Tedeschi; S. Ferrara,Annales de Toxicologie Analytique,journal-article,,2002,0768-598X,1961-9480,EDP Sciences,,Chemistry | Medicine | external | s2-fos-model,,,,,,,,a870157112f409bd7453a134b688dbb2a26ecb4a
10.1051/e3sconf/202455601004,,,The rapeutic impact of alkaloids in neurological diseases: A promising key molecule,2024,Sukhanpreet Kaur; Gagandeep Kaur; Ruhi Rana; Bimlesh Kumar; Indu Melkani; Shubham Kumar; Narendra Kumar Pandey; Saurabh Singh; Dileep Singh Baghel; Kardam Joshi,E3S Web of Conferences,journal-article,,2024,2267-1242,2267-1242,EDP Sciences,,,,,,,,,,
10.1053/gast.2001.24050,,,Intestinal iron uptake determined by divalent metal transporter is enhanced in HFE-deficient mice with hemochromatosis,2001,William J.H. Griffiths; Timothy M. Cox; William S. Sly,Gastroenterology,journal-article,,2001-05-01,0016-5085,1528-0012,Elsevier BV,"Animals | Carrier Proteins / physiology | Cation Transport Proteins | Female | HLA Antigens / genetics | Hemochromatosis / metabolism | Hemochromatosis / therapy | Hemochromatosis Protein | Histocompatibility Antigens Class I / genetics | Hydrogen-Ion Concentration | Intestinal Mucosa / metabolism | Iron / metabolism | Iron-Binding Proteins | Male | Membrane Proteins | Mice | Mice, Knockout | Solute Carrier Family 11, Member 2",,,,,,,,eng,
10.1053/j.gastro.2016.07.044,,,The Effect of Microbiota and the Immune System on the Development and Organization of the Enteric Nervous System,2016,Yuuki Obata; Vassilis Pachnis,Gastroenterology,journal-article,,2016-08-11,0016-5085,1528-0012,Elsevier BV,Enteric Nervous System / embryology | Enteric Nervous System / immunology | Enteric Nervous System / microbiology | Enteric Nervous System / physiology | Gastrointestinal Microbiome / immunology | Gastrointestinal Microbiome / physiology | Homeostasis / physiology | Humans | Intestinal Mucosa / embryology | Intestinal Mucosa / immunology | Intestinal Mucosa / microbiology | Intestinal Mucosa / physiology | Parkinson Disease / etiology,Enteric Nervous System (ENS) | Microbiota | Microbiota–Gut–Brain Axis | Neuroimmune Interaction | Parkinson’s Disease,,,,,,,eng,
10.1053/j.gastro.2022.03.029,,,Disruption of the Mucosal Serotonin Reuptake Transporter (SERT) through Gut Dysbiosis.,2022,Qiqi Zhou; G. Verne,Gastroenterology,Editorial,,2022-03-01,0016-5085,1528-0012,Elsevier BV,Biological Transport | Dysbiosis / metabolism | Humans | Intestinal Mucosa / metabolism | Serotonin / metabolism | Serotonin Plasma Membrane Transport Proteins / genetics | Serotonin Plasma Membrane Transport Proteins / metabolism | Selective Serotonin Reuptake Inhibitors / adverse effects | Selective Serotonin Reuptake Inhibitors / metabolism,Medicine | external | s2-fos-model | Biology,,,10.1053/j.gastro.2022.02.016,CommentOn PMID:35167867 Gastroenterology. 2022 Jun;162(7):1962-1974.e6. doi: 10.1053/j.gastro.2022.02.016.,,,en,076d84e158f592b9f5bb0edba411c3272485fe65
10.1054/bjoc.2000.1120,,,True,2000,J MacCallum; W R Miller; J Cummings; J M Dixon,British Journal of Cancer,journal-article,,2000-01-01,0007-0920,1532-1827,Springer Science and Business Media LLC,"Antineoplastic Agents, Hormonal / analysis | Antineoplastic Agents, Hormonal / blood | Antineoplastic Agents, Hormonal / therapeutic use | Body Weight | Breast Neoplasms / blood | Breast Neoplasms / chemistry | Breast Neoplasms / drug therapy | Chemotherapy, Adjuvant | Chromatography / methods | Chromatography, High Pressure Liquid / methods | Female | Humans | Neoplasms, Hormone-Dependent / blood | Neoplasms, Hormone-Dependent / chemistry | Neoplasms, Hormone-Dependent / drug therapy | Tamoxifen / analogs & derivatives | Tamoxifen / analysis | Tamoxifen / blood | Tamoxifen / therapeutic use",,,,,,,,eng,
10.1055/s-0030-1270904,,,"Botanical Drugs, Synergy, and Network Pharmacology: Forth and Back to Intelligent Mixtures",2011,Jürg Gertsch,Planta Medica,journal-article,,2011-03-16,0032-0943,1439-0221,Georg Thieme Verlag KG,"Drug Discovery | Drug Synergism | Metabolic Networks and Pathways | Pharmacognosy | Phytotherapy | Plant Preparations / pharmacology | Plants, Medicinal / chemistry",,,,,,,,eng,
10.1055/s-0032-1315117,,,Clinical Evidence of Herbal Drugs As Perpetrators of Pharmacokinetic Drug Interactions,2012,Robert Hermann; Oliver von Richter,Planta Medica,journal-article,,2012-08-01,0032-0943,1439-0221,Georg Thieme Verlag KG,"ATP Binding Cassette Transporter, Subfamily B | ATP Binding Cassette Transporter, Subfamily B, Member 1 / drug effects | ATP Binding Cassette Transporter, Subfamily B, Member 1 / metabolism | Cytochrome P-450 Enzyme System / drug effects | Cytochrome P-450 Enzyme System / metabolism | Echinacea | Garlic | Ginkgo biloba | Herb-Drug Interactions | Humans | Hydrastis | Silybum marianum | Panax | Pharmacokinetics | Plant Preparations / pharmacology",,,,,,,,eng,
10.1073/PNAS.89.17.8155,,,"Identification, characterization, and localization of the dopamine D3 receptor in rat brain using 7-[3H]hydroxy-N,N-di-n-propyl-2-aminotetralin.",1992,D Lévesque; J Diaz; C Pilon; M P Martres; B Giros; E Souil; D Schott; J L Morgat; J C Schwartz; P Sokoloff,Proceedings of the National Academy of Sciences,journal-article,,1992-09-01,0027-8424,1091-6490,Proceedings of the National Academy of Sciences,"Animals | Brain / metabolism | Brain Mapping | Cell Membrane / metabolism | Cells, Cultured | Drug Design | Gene Expression | In Vitro Techniques | Male | Nucleic Acid Hybridization | RNA, Messenger / genetics | Rats | Rats, Inbred Strains | Receptors, Dopamine / genetics | Receptors, Dopamine / metabolism | Sulpiride / analogs & derivatives | Sulpiride / metabolism | Tetrahydronaphthalenes / metabolism | Tetrahydronaphthalenes / pharmacology",,,,,,,,eng,
10.1073/pnas.0606578103,,,"Activation, internalization, and recycling of the serotonin 2A receptor by dopamine",2006,Samarjit Bhattacharyya; Ishier Raote; Aditi Bhattacharya; Ricardo Miledi; Mitradas M. Panicker,Proceedings of the National Academy of Sciences,journal-article,,2006-09-28,0027-8424,1091-6490,Proceedings of the National Academy of Sciences,"Animals | Cell Line | Dopamine / physiology | Humans | Protein Transport / physiology | Rats | Receptor, Serotonin, 5-HT2A / metabolism",,,,,,,,eng,
10.1073/pnas.0700330104,,,Endocytosis provides a major alternative pathway for lysosomal biogenesis in kidney proximal tubular cells,2007,Rikke Nielsen; Pierre J. Courtoy; Christian Jacobsen; Geneviève Dom; Wânia Rezende Lima; Michel Jadot; Thomas E. Willnow; Olivier Devuyst; Erik I. Christensen,Proceedings of the National Academy of Sciences,journal-article,,2007-03-17,0027-8424,1091-6490,Proceedings of the National Academy of Sciences,"Animals | Cathepsin B / biosynthesis | Cathepsin B / chemistry | Cathepsin B / pharmacology | Cathepsin B / urine | Endocytosis | Enzyme Precursors / chemistry | Kidney / cytology | Kidney / metabolism | Kidney Tubules, Proximal / cytology | Ligands | Low Density Lipoprotein Receptor-Related Protein-2 / biosynthesis | Lysosomes / metabolism | Mannosephosphates / chemistry | Mice | Mice, Knockout | Protein Transport | Signal Transduction | Surface Plasmon Resonance",,,,,,,,eng,
10.1073/pnas.0800466105,,,Organic cation transporter 3: Keeping the brake on extracellular serotonin in serotonin-transporter-deficient mice,2008,Nicole L. Baganz; Rebecca E. Horton; Alfredo S. Calderon; W. Anthony Owens; Jaclyn L. Munn; Lora T. Watts; Nina Koldzic-Zivanovic; Nathaniel A. Jeske; Wouter Koek; Glenn M. Toney,Proceedings of the National Academy of Sciences,journal-article,,2008-11-25,0027-8424,1091-6490,Proceedings of the National Academy of Sciences,"Animals | Antidepressive Agents / metabolism | Extracellular Space / metabolism | Genotype | Hippocampus / cytology | Hippocampus / metabolism | Humans | Male | Mice | Mice, Inbred C57BL | Organic Cation Transport Proteins / genetics | Organic Cation Transport Proteins / metabolism | Serotonin / metabolism | Serotonin Plasma Membrane Transport Proteins / genetics | Serotonin Plasma Membrane Transport Proteins / metabolism | Signal Transduction / physiology | Organic Cation Transporter 3",,NHLBI NIH HHS | NIMH NIH HHS | NINDS NIH HHS,R01 HL071645 | R01 MH064489 | R01 NS061884 | R01-MH64489,,,,,eng,
10.1073/pnas.1018699108,,,"Human Mu Opioid Receptor (
            <i>OPRM1</i>
            A118G) polymorphism is associated with brain mu-opioid receptor binding potential in smokers",2011,Riju Ray; Kosha Ruparel; Andrew Newberg; E. Paul Wileyto; James W. Loughead; Chaitanya Divgi; Julie A. Blendy; Jean Logan; Jon-Kar Zubieta; Caryn Lerman,Proceedings of the National Academy of Sciences,journal-article,,2011-05-16,0027-8424,1091-6490,Proceedings of the National Academy of Sciences,"Adult | Brain / metabolism | Brain Mapping / methods | Female | Genotype | Humans | Male | Middle Aged | Nicotine / pharmacology | Polymorphism, Genetic | Positron-Emission Tomography / methods | Receptors, Opioid, mu / genetics | Smoking / adverse effects | Nicotiana",,NIDA NIH HHS | NCI NIH HHS,R21 DA027066 | U01-DA020830 | P50-CA143187 | P50 CA143187 | R21-DA027066 | U01 DA020830,,,,,eng,
10.1073/pnas.1103029108,,,"TAAR1 activation modulates monoaminergic neurotransmission, preventing hyperdopaminergic and hypoglutamatergic activity",2011,Florent G. Revel; Jean-Luc Moreau; Raul R. Gainetdinov; Amyaouch Bradaia; Tatyana D. Sotnikova; Roland Mory; Sean Durkin; Katrin Groebke Zbinden; Roger Norcross; Claas A. Meyer,Proceedings of the National Academy of Sciences,journal-article,,2011-04-27,0027-8424,1091-6490,Proceedings of the National Academy of Sciences,"Animals | Benzodioxoles / pharmacology | Biogenic Monoamines / metabolism | Dopamine / metabolism | Glutamine / metabolism | HEK293 Cells | Humans | Mental Disorders | Mice | Phenylpropionates / pharmacology | Receptors, G-Protein-Coupled / agonists | Receptors, G-Protein-Coupled / deficiency | Receptors, G-Protein-Coupled / metabolism | Synaptic Transmission / physiology | Trace Amine-Associated Receptors",,,,,,,,eng,
10.1073/pnas.1106030108,,,"Structure-based discovery of prescription drugs that interact with the norepinephrine transporter, NET",2011,Avner Schlessinger; Ethan Geier; Hao Fan; John J. Irwin; Brian K. Shoichet; Kathleen M. Giacomini; Andrej Sali,Proceedings of the National Academy of Sciences,journal-article,,2011-09-01,0027-8424,1091-6490,Proceedings of the National Academy of Sciences,"Algorithms | Amino Acid Sequence | Bacterial Proteins / chemistry | Bacterial Proteins / genetics | Bacterial Proteins / metabolism | Binding Sites / genetics | Biological Transport / drug effects | Computational Biology / methods | Drug Discovery / methods | HEK293 Cells | Humans | Kinetics | Models, Molecular | Molecular Sequence Data | Molecular Structure | Norepinephrine / chemistry | Norepinephrine / metabolism | Norepinephrine / pharmacokinetics | Norepinephrine Plasma Membrane Transport Proteins / chemistry | Norepinephrine Plasma Membrane Transport Proteins / genetics | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Plasma Membrane Neurotransmitter Transport Proteins / chemistry | Plasma Membrane Neurotransmitter Transport Proteins / genetics | Plasma Membrane Neurotransmitter Transport Proteins / metabolism | Prescription Drugs / chemistry | Prescription Drugs / metabolism | Prescription Drugs / pharmacology | Protein Binding | Protein Structure, Tertiary | Sequence Homology, Amino Acid",,NIGMS NIH HHS,U01 GM61390 | R01 GM54762 | P01 GM071790 | U54 GM094625 | P01 GM71790 | F32 GM088991 | U01 GM061390 | R01 GM054762 | U54 GM093342,,,,,eng,
10.1073/pnas.1112345109,,,"Autism gene variant causes hyperserotonemia, serotonin receptor hypersensitivity, social impairment and repetitive behavior",2012,Jeremy Veenstra-VanderWeele; Christopher L. Muller; Hideki Iwamoto; Jennifer E. Sauer; W. Anthony Owens; Charisma R. Shah; Jordan Cohen; Padmanabhan Mannangatti; Tammy Jessen; Brent J. Thompson,Proceedings of the National Academy of Sciences,journal-article,,2012-03-19,0027-8424,1091-6490,Proceedings of the National Academy of Sciences,"Animals | Autistic Disorder / blood | Autistic Disorder / genetics | Autistic Disorder / physiopathology | Disease Models, Animal | Homeostasis | Mice | Receptors, Serotonin / physiology | Serotonin / blood | Social Behavior | Stereotyped Behavior",,NIMH NIH HHS | NIDA NIH HHS | NICHD NIH HHS | NCRR NIH HHS | Autism Speaks,K08 MH081066 | R01 DA007390 | R01 HD065278 | TL1 RR024978 | HD065278 | RR024975 | R03 MH078098 | HD15052 | AS2429 | R01 MH062612 | P30 HD015052 | KL2 RR024977 | MH081066 | MH62612 | R01 MH094527 | MH094604 | DA07390 | R01 MH094604 | UL1 RR024975 | MH078098,,,,,eng,
10.1073/pnas.1220497110,,,Identification of molecular hinge points mediating alternating access in the vesicular monoamine transporter VMAT2,2013,Dana Yaffe; Sebastian Radestock; Yonatan Shuster; Lucy R. Forrest; Shimon Schuldiner,Proceedings of the National Academy of Sciences,journal-article,,2013-03-25,0027-8424,1091-6490,Proceedings of the National Academy of Sciences,"Amino Acid Motifs | Amino Acid Sequence | Animals | Binding Sites | Biological Transport | Cell Membrane / metabolism | Cytoplasm / metabolism | HEK293 Cells | Humans | Hydrogen Bonding | Kinetics | Models, Molecular | Molecular Sequence Data | Plasmids / metabolism | Protein Conformation | Rats | Substrate Specificity | Vesicular Monoamine Transport Proteins / chemistry",,NINDS NIH HHS,R01 NS016708 | R56 NS016708 | NS16708,,,,,eng,
10.1073/pnas.1303726110,,,Molecular basis for the action of a dietary flavonoid revealed by the comprehensive identification of apigenin human targets,2013,Daniel Arango; Kengo Morohashi; Alper Yilmaz; Kouji Kuramochi; Arti Parihar; Bledi Brahimaj; Erich Grotewold; Andrea I. Doseff,Proceedings of the National Academy of Sciences,journal-article,,2013-05-22,0027-8424,1091-6490,Proceedings of the National Academy of Sciences,"Alternative Splicing / drug effects | Amino Acid Sequence | Apigenin / metabolism | Apigenin / pharmacology | Base Sequence | Biological Transport / drug effects | Cell Line, Tumor | Cell Membrane / metabolism | Diet | Enzyme Activation / drug effects | Flavonoids / metabolism | Flavonoids / pharmacology | GTP Phosphohydrolases / genetics | GTP Phosphohydrolases / metabolism | HeLa Cells | Heterogeneous-Nuclear Ribonucleoprotein Group A-B / chemistry | Heterogeneous-Nuclear Ribonucleoprotein Group A-B / genetics | Heterogeneous-Nuclear Ribonucleoprotein Group A-B / metabolism | Humans | Molecular Sequence Data | Peptide Library | Protein Binding | Protein Multimerization / drug effects | RNA Stability / drug effects | RNA Transport / drug effects | RNA, Messenger / genetics | RNA, Messenger / metabolism | Sequence Analysis, DNA",FRET | cancer | inflammation | nanosensor,NHLBI NIH HHS | NCI NIH HHS,R01 HL075040 | T32 CA106196 | 5 T32 CA106196-05 | R01HL075040-01,,,,,eng,
