action_reason,authors,best_pdf_url,contexts,funders,grant_ids,has_correction,is_retracted,journal_eissn,journal_issn,keywords,language,library_status,mesh_terms,metadata_lookup_error,metadata_lookup_warnings,metadata_missing_reason,metadata_provider,metadata_provider_chain,open_access_is_oa,open_access_status,paper_metadata_schema_version,pdf_download_selected_url,pdf_download_status,pdf_local_path,pdf_url_candidates,pmc_europepmc_pdf_url,pmc_oa_checked,pmc_oa_license,pmc_oa_pdf_url,publication_date,publication_relations,publication_type,publisher,related_dois,semantic_scholar_id,study_doi,study_journal,study_title,study_year,trial_registry_ids,unpaywall_best_pdf_url,unpaywall_checked,unpaywall_oa_status,unpaywall_pdf_url_candidates
,McIntyre RS; Sanacora G; Walling DP; Cohen EA; Malhotra S; Rosenbrock H; Schmitz M; Scholz A; Süssmuth SD; De Crescenzo F,https://europepmc.org/api/getPdf?pmcid=PMC12598133,S-ketamine -> NMDA receptor | BI 1569912 -> NMDA receptor,,,,,1532-6535,0009-9236,,eng,in_database,"Humans | Major Depressive Disorder / drug therapy | Major Depressive Disorder / psychology | Major Depressive Disorder / diagnosis | Male | Female | Adult | Double-Blind Method | Middle Aged | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / metabolism | Antidepressive Agents / adverse effects | Antidepressive Agents / therapeutic use | Treatment Outcome | Young Adult | Allosteric Regulation | Dose-Response Relationship, Drug | Psychiatric Status Rating Scales",,,,pubmed,pubmed|pmc,true,gold,paper_metadata_v2,https://europepmc.org/api/getPdf?pmcid=PMC12598133,already_present,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_cpt.70018__5ef9961085.pdf,https://europepmc.org/api/getPdf?pmcid=PMC12598133 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/21/76/CPT-118-1202.PMC12598133.pdf,https://europepmc.org/api/getPdf?pmcid=PMC12598133,true,CC BY-NC,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/21/76/CPT-118-1202.PMC12598133.pdf,2025-08-14,,"Journal Article | Randomized Controlled Trial | Clinical Trial, Phase I | Multicenter Study",,,,10.1002/cpt.70018,Clinical pharmacology and therapeutics,Safety and Efficacy of the NMDA-2b-Selective Negative Allosteric Modulator BI 1569912: A Phase Ib Randomized Trial in Major Depressive Disorder.,2025,,,,,
,Gavin McLaughlin; Noreen Morris; Pierce V. Kavanagh; John D. Power; Brendan Twamley; John O'Brien; Brian Talbot; Geraldine Dowling; Olivia Mahony; Simon D. Brandt,https://europepmc.org/api/getPdf?pmcid=PMC5331736,"MDMA -> DAT (SLC6A3) | MDMA -> DAT (SLC6A3) | MDMA -> SERT (SLC6A4) | cis-MDMAR -> DAT (SLC6A3) | cis-MDMAR -> SERT (SLC6A4) | trans-4,4'-DMAR -> SERT (SLC6A4)",Intramural NIH HHS,ZIA DA000523,,,1942-7611,1942-7603,"4,4′-DMAR | aminorex | forensic | new psychoactive substances | psychostimulants",eng,in_database,"Aminorex / analogs & derivatives | Aminorex / chemical synthesis | Aminorex / metabolism | Animals | Central Nervous System Stimulants / chemical synthesis | Central Nervous System Stimulants / metabolism | Central Nervous System Stimulants / pharmacology | Crystallography, X-Ray | Male | Psychotropic Drugs | Rats | Rats, Sprague-Dawley | Synaptosomes / drug effects | Synaptosomes / metabolism | Vesicular Monoamine Transport Proteins / drug effects | Vesicular Monoamine Transport Proteins / metabolism",,,,pubmed,pubmed|pmc|unpaywall,true,green,paper_metadata_v2,,already_present,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_dta.1732__dc7087c561.pdf,https://europepmc.org/api/getPdf?pmcid=PMC5331736 | https://research.thea.ie/bitstream/20.500.12065/2688/1/Synthesis%2c%20characterization%20and%20monoamine%20transporter.pdf,,true,,,2014-10-20,,journal-article,Wiley,,,10.1002/dta.1732,Drug Testing and Analysis,"Synthesis, characterization, and monoamine transporter activity of the new psychoactive substance 3′,4′‐methylenedioxy‐4‐methylaminorex (MDMAR)",2014,,https://europepmc.org/api/getPdf?pmcid=PMC5331736,true,green,https://europepmc.org/api/getPdf?pmcid=PMC5331736 | https://research.thea.ie/bitstream/20.500.12065/2688/1/Synthesis%2c%20characterization%20and%20monoamine%20transporter.pdf
,Simon D. Brandt; Pierce V. Kavanagh; Folker Westphal; Alexander Stratford; Simon P. Elliott; Khoa Hoang; Jason Wallach; Adam L. Halberstadt,https://researchonline.ljmu.ac.uk/id/eprint/3147/1/DTA-15-0251.R1_accepted_uncorrected.pdf,LSD -> 5-HT2A | LSD -> 5-HT2A | 1P-LSD -> 5-HT2A,NIMH NIH HHS | NIDA NIH HHS,K01 MH100644 | R01 DA002925,,,1942-7611,1942-7603,5-HT2A receptor | LSD | lysergamides | new psychoactive substances | psychedelics,eng,in_database,"Animals | Behavior, Animal / drug effects | Hallucinogens / administration & dosage | Hallucinogens / chemistry | Hallucinogens / pharmacology | Lysergic Acid Diethylamide / administration & dosage | Lysergic Acid Diethylamide / analogs & derivatives | Lysergic Acid Diethylamide / pharmacology | Male | Mice, Inbred C57BL | Receptor, Serotonin, 5-HT2A / metabolism | Serotonin 5-HT2 Receptor Agonists / administration & dosage | Serotonin 5-HT2 Receptor Agonists / chemistry | Serotonin 5-HT2 Receptor Agonists / pharmacology",,,,pubmed,pubmed|pmc|unpaywall,true,green,paper_metadata_v2,,already_present,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_dta.1884__be9306c48c.pdf,https://researchonline.ljmu.ac.uk/id/eprint/3147/1/DTA-15-0251.R1_accepted_uncorrected.pdf,,true,,,2015-10-12,,journal-article,Wiley,,,10.1002/dta.1884,Drug Testing and Analysis,Return of the lysergamides. Part I: Analytical and behavioural characterization of 1‐propionyl‐<i>d</i>‐lysergic acid diethylamide (1P‐LSD),2015,,https://researchonline.ljmu.ac.uk/id/eprint/3147/1/DTA-15-0251.R1_accepted_uncorrected.pdf,true,green,https://researchonline.ljmu.ac.uk/id/eprint/3147/1/DTA-15-0251.R1_accepted_uncorrected.pdf
,Simon D. Brandt; Pierce V. Kavanagh; Folker Westphal; Simon P. Elliott; Jason Wallach; Tristan Colestock; Timothy E. Burrow; Stephen J. Chapman; Alexander Stratford; David E. Nichols,https://researchonline.ljmu.ac.uk/id/eprint/3397/3/DTA-16-0057.R1_Suppl_Info.pdf,LSD -> 5-HT2C | AL-LAD -> 5-HT2A | LSZ -> 5-HT2A,NIMH NIH HHS | NIDA NIH HHS,K01 MH100644 | R01 DA002925,,,1942-7611,1942-7603,5-HT2A receptors | LSD | lysergamides | new psychoactive substances | psychedelics,eng,in_database,"Animals | Humans | Lysergic Acid Diethylamide / administration & dosage | Lysergic Acid Diethylamide / analogs & derivatives | Lysergic Acid Diethylamide / pharmacology | Male | Mice, Inbred C57BL | Psychotropic Drugs / administration & dosage | Psychotropic Drugs / chemistry | Psychotropic Drugs / pharmacology | Receptor, Serotonin, 5-HT2A / metabolism | Serotonin 5-HT2 Receptor Agonists / administration & dosage | Serotonin 5-HT2 Receptor Agonists / chemistry | Serotonin 5-HT2 Receptor Agonists / pharmacology",,,,pubmed,pubmed|pmc|unpaywall,true,green,paper_metadata_v2,https://researchonline.ljmu.ac.uk/id/eprint/3397/3/DTA-16-0057.R1_Suppl_Info.pdf,already_present,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_dta.1985__b6e1351108.pdf,https://europepmc.org/api/getPdf?pmcid=PMC5411264 | https://researchonline.ljmu.ac.uk/id/eprint/3397/3/DTA-16-0057.R1_Suppl_Info.pdf,,true,,,2016-06-06,,journal-article,Wiley,,,10.1002/dta.1985,Drug Testing and Analysis,"Return of the lysergamides. Part II: Analytical and behavioural characterization of <i>N</i><sup>6</sup>‐allyl‐6‐norlysergic acid diethylamide (AL‐LAD) and (2’<i>S</i>,4’<i>S</i>)‐lysergic acid 2,4‐dimethylazetidide (LSZ)",2016,,https://europepmc.org/api/getPdf?pmcid=PMC5411264,true,green,https://europepmc.org/api/getPdf?pmcid=PMC5411264 | https://researchonline.ljmu.ac.uk/id/eprint/3397/3/DTA-16-0057.R1_Suppl_Info.pdf
,Simon D. Brandt; Pierce V. Kavanagh; Brendan Twamley; Folker Westphal; Simon P. Elliott; Jason Wallach; Alexander Stratford; Landon M. Klein; John D. McCorvy; David E. Nichols,https://researchonline.ljmu.ac.uk/id/eprint/6616/3/DTA-17-0151.R1_SuppInfo.pdf,LSD -> 5-HT2A | LSM-775 -> 5-HT1A | LSM-775 -> 5-HT2A,NIDA NIH HHS,R01 DA041336,,,1942-7611,1942-7603,5-HT2A receptor | LSD | lysergamides | new psychoactive substances | psychedelics,eng,in_database,"Animals | Hallucinogens / chemistry | Humans | Lysergic Acid / analysis | Lysergic Acid / chemistry | Lysergic Acid Diethylamide / analogs & derivatives | Lysergic Acid Diethylamide / analysis | Lysergic Acid Diethylamide / chemistry | Lysergic Acid Diethylamide / pharmacology | Mice | Piperazines / chemistry | Pyridines / chemistry | Receptor, Serotonin, 5-HT1A | Serotonin 5-HT1 Receptor Agonists / chemistry | Serotonin 5-HT2 Receptor Agonists / chemistry | Tandem Mass Spectrometry",,,,pubmed,pubmed|pmc|unpaywall,true,green,paper_metadata_v2,https://researchonline.ljmu.ac.uk/id/eprint/6616/3/DTA-17-0151.R1_SuppInfo.pdf,already_present,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_dta.2222__539abf80c7.pdf,https://researchonline.ljmu.ac.uk/id/eprint/6616/3/DTA-17-0151.R1_SuppInfo.pdf,,true,,,2017-06-05,,journal-article,Wiley,,,10.1002/dta.2222,Drug Testing and Analysis,Return of the lysergamides. Part IV: Analytical and pharmacological characterization of lysergic acid morpholide (LSM‐775),2017,,https://researchonline.ljmu.ac.uk/id/eprint/6616/3/DTA-17-0151.R1_SuppInfo.pdf,true,green,https://researchonline.ljmu.ac.uk/id/eprint/6616/3/DTA-17-0151.R1_SuppInfo.pdf
,Gavin McLaughlin; Michael H. Baumann; Pierce V. Kavanagh; Noreen Morris; John D. Power; Geraldine Dowling; Brendan Twamley; John O'Brien; Gary Hessman; Folker Westphal,https://researchonline.ljmu.ac.uk/id/eprint/8490/1/DTA-18-0036.R1_accepted.pdf,"MDMA -> NET (SLC6A2) | MDMA -> SERT (SLC6A4) | 4-MPM -> entactogen (MDMA) | 4-MPM -> monoamine transporter (DAT, NET, SERT) | MDMA -> entactogen",Intramural NIH HHS,ZIA DA000522,,,1942-7611,1942-7603,Fluorophenmetrazine | monoamine transporters | new psychoactive substances | phenmetrazine | psychostimulants,eng,in_database,"Animals | Brain Chemistry / drug effects | Central Nervous System Stimulants / analysis | Chromatography, High Pressure Liquid | Designer Drugs / analysis | Dopamine Plasma Membrane Transport Proteins / analysis | Gas Chromatography-Mass Spectrometry | Illicit Drugs / analysis | Indicators and Reagents | Isomerism | Magnetic Resonance Spectroscopy | Male | Mass Spectrometry | Norepinephrine Plasma Membrane Transport Proteins / analysis | Phenmetrazine / analogs & derivatives | Phenmetrazine / analysis | RNA-Binding Proteins / analysis | Rats | Rats, Sprague-Dawley | Reference Standards | Synaptosomes / drug effects | Synaptosomes / metabolism | Vesicular Monoamine Transport Proteins / drug effects",,,,pubmed,pubmed|pmc|unpaywall,true,green,paper_metadata_v2,https://researchonline.ljmu.ac.uk/id/eprint/8490/1/DTA-18-0036.R1_accepted.pdf,already_present,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_dta.2396__4ab2cd29aa.pdf,https://europepmc.org/api/getPdf?pmcid=PMC7316143 | https://researchonline.ljmu.ac.uk/id/eprint/8490/1/DTA-18-0036.R1_accepted.pdf,,true,,,2018-04-19,,journal-article,Wiley,,,10.1002/dta.2396,Drug Testing and Analysis,"Synthesis, analytical characterization, and monoamine transporter activity of the new psychoactive substance 4‐methylphenmetrazine (4‐MPM), with differentiation from its <i>ortho</i>‐ and <i>meta</i>‐ positional isomers",2018,,https://europepmc.org/api/getPdf?pmcid=PMC7316143,true,green,https://europepmc.org/api/getPdf?pmcid=PMC7316143 | https://researchonline.ljmu.ac.uk/id/eprint/8490/1/DTA-18-0036.R1_accepted.pdf
,Simon D. Brandt; Pierce V. Kavanagh; Folker Westphal; Alexander Stratford; Simon P. Elliott; Geraldine Dowling; Jason Wallach; Adam L. Halberstadt,https://researchonline.ljmu.ac.uk/id/eprint/10652/7/1B-LSD_supporting_information.pdf,LSD -> 5-HT2A | 1B-LSD -> 5-HT2A | LSD -> 5-HT2A,NIDA NIH HHS | National Institute on Drug Abuse,R01 DA041336,,,1942-7611,1942-7603,5-HT2A receptor | LSD | lysergamides | new psychoactive substances | psychedelics,eng,in_database,"Animals | Behavior, Animal / drug effects | Chromatography, High Pressure Liquid | Designer Drugs / administration & dosage | Designer Drugs / chemistry | Designer Drugs / pharmacology | Dose-Response Relationship, Drug | Hallucinogens / administration & dosage | Hallucinogens / chemistry | Hallucinogens / pharmacology | Lysergic Acid Diethylamide / administration & dosage | Lysergic Acid Diethylamide / analogs & derivatives | Lysergic Acid Diethylamide / chemistry | Lysergic Acid Diethylamide / pharmacology | Male | Mice, Inbred C57BL | Spectrometry, Mass, Electrospray Ionization",,,,pubmed,pubmed|pmc|unpaywall,true,green,paper_metadata_v2,https://researchonline.ljmu.ac.uk/id/eprint/10652/7/1B-LSD_supporting_information.pdf,already_present,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_dta.2613__690ef5eb60.pdf,https://europepmc.org/api/getPdf?pmcid=PMC6899222 | https://europepmc.org/api/getPdf?pmcid=PMC9191648 | https://researchonline.ljmu.ac.uk/id/eprint/10652/7/1B-LSD_supporting_information.pdf,,true,,,2019-05-13,,journal-article,Wiley,,,10.1002/dta.2613,Drug Testing and Analysis,Return of the lysergamides. Part V: Analytical and behavioural characterization of 1‐butanoyl‐<i>d</i>‐lysergic acid diethylamide (1B‐LSD),2019,,https://europepmc.org/api/getPdf?pmcid=PMC6899222,true,green,https://europepmc.org/api/getPdf?pmcid=PMC6899222 | https://europepmc.org/api/getPdf?pmcid=PMC9191648 | https://researchonline.ljmu.ac.uk/id/eprint/10652/7/1B-LSD_supporting_information.pdf
,Brandt SD; Kavanagh PV; Westphal F; Pulver B; Schwelm HM; Whitelock K; Stratford A; Auwärter V; Halberstadt AL,https://europepmc.org/api/getPdf?pmcid=PMC9546273,LSD -> 5-HT2A,Internal Security Fund of the European Union | NIDA NIH HHS,IZ25-5793-2019-33 | R01 DA041336,,,1942-7611,1942-7603,5-HT2A receptor | LSD | new psychoactive substances | psychedelics,eng,in_database,"Animals | Chromatography, Liquid / methods | Hallucinogens / chemistry | Hallucinogens / pharmacology | Humans | Lysergic Acid Diethylamide / analogs & derivatives | Mice | Prodrugs",,,,pubmed,pubmed|pmc,true,gold,paper_metadata_v2,https://europepmc.org/api/getPdf?pmcid=PMC9546273,already_present,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_dta.3281__bb1208cfb7.pdf,https://europepmc.org/api/getPdf?pmcid=PMC9546273 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/02/56/DTA-14-1503.PMC9546273.pdf,https://europepmc.org/api/getPdf?pmcid=PMC9546273,true,CC BY-NC,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/02/56/DTA-14-1503.PMC9546273.pdf,2022-05-29,,Journal Article,,,,10.1002/dta.3281,Drug testing and analysis,"Analytical profile, in vitro metabolism and behavioral properties of the lysergamide 1P-AL-LAD.",2022,,,,,
,Mattias Persson; Svante Vikingsson; Robert Kronstrand; Henrik Green,https://liu.diva-portal.org/smash/get/diva2:1788804/FULLTEXT01,MDMA -> DAT (SLC6A3) | MDMA -> DAT (SLC6A3) | MDMA -> SERT (SLC6A4) | MPHP -> DAT (SLC6A3) | 4Cl-α-PVP -> DAT (SLC6A3) | 3F-α-PVP -> DAT (SLC6A3) | α-PiHP -> DAT (SLC6A3) | N-ethylpentylone -> DAT (SLC6A3) | N-ethylhexedrone -> DAT (SLC6A3) | 4-methylpentedrone -> DAT (SLC6A3),Public Health Agency of Sweden | National Board of Forensic Medicine,,,,1942-7611,1942-7603,cathinones | inhibition ratio | monoamine transporter | neurotransmitter inhibition | new psychoactive substances,eng,in_database,Humans | Fluorescent Dyes | HEK293 Cells | Central Nervous System Stimulants / pharmacology | Amphetamine | Cocaine / pharmacology | Neurotransmitter Agents | Dopamine Plasma Membrane Transport Proteins | Alkaloids | Methylamines | Pentanones | Pyrrolidines,,openalex: RuntimeError: retry_after_exceeded:6426.0s,providers_returned_no_abstract,pubmed,pubmed|unpaywall,true,hybrid,paper_metadata_v2,https://liu.diva-portal.org/smash/get/diva2:1788804/FULLTEXT01,downloaded,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_dta.3547__bc4d7248e9.pdf,https://liu.diva-portal.org/smash/get/diva2:1788804/FULLTEXT01 | https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/dta.3547,,,,,2023-07-24,,journal-article,Wiley,,,10.1002/dta.3547,Drug Testing and Analysis,Characterization of neurotransmitter inhibition for seven cathinones by a proprietary fluorescent dye method,2023,,https://liu.diva-portal.org/smash/get/diva2:1788804/FULLTEXT01,true,hybrid,https://liu.diva-portal.org/smash/get/diva2:1788804/FULLTEXT01 | https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/dta.3547
,Brandt SD; Kavanagh PV; Gare S; Elliott SP; Stratford A; Halberstadt AL,https://europepmc.org/api/getPdf?pmcid=PMC12319525,LSD -> 5-HT2A,NIDA NIH HHS,R01 DA041336,,,1942-7611,1942-7603,LSD | head‐twitch response | new psychoactive substances | psychedelics,eng,in_database,"Animals | Lysergic Acid Diethylamide / analogs & derivatives | Lysergic Acid Diethylamide / pharmacology | Lysergic Acid Diethylamide / analysis | Lysergic Acid Diethylamide / metabolism | Hallucinogens / pharmacology | Hallucinogens / analysis | Hallucinogens / chemistry | Male | Mice | Thiophenes / pharmacology | Thiophenes / chemistry | Receptor, Serotonin, 5-HT2A / metabolism",,,,pubmed,pubmed|pmc,true,gold,paper_metadata_v2,https://europepmc.org/api/getPdf?pmcid=PMC12319525,already_present,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_dta.3829__8024a619d6.pdf,https://europepmc.org/api/getPdf?pmcid=PMC12319525 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/bd/69/DTA-17-1283.PMC12319525.pdf,https://europepmc.org/api/getPdf?pmcid=PMC12319525,true,CC BY-NC-ND,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/bd/69/DTA-17-1283.PMC12319525.pdf,2024-12-03,,Journal Article | Comparative Study,,,,10.1002/dta.3829,Drug testing and analysis,Analytical and Pharmacological Characterization of 1-(Furan-2-Carbonyl)-LSD (1F-LSD) and Comparison With 1-(Thiophene-2-Carbonyl)-LSD (1T-LSD).,2025,,,,,
,K. J. Matthews Nicholass; I. Flis; M. E. Hanley; M. E. Knight; S. M. Lane; G. Littlejohn; M. D. F. Thom; R. A. Billington; R. Boden; R. Cummins,https://europepmc.org/api/getPdf?pmcid=PMC13103472,Psilocin -> 5-HT1A | Psilocybin -> 5HT2A,,,,,,2045-7758,defence | evolution | invertebrate | psilocybin,eng,in_database,,,,,pubmed,pubmed|pmc|unpaywall,true,gold,paper_metadata_v2,https://europepmc.org/api/getPdf?pmcid=PMC13103472,already_present,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_ece3.73522__ad98d63de2.pdf,https://europepmc.org/api/getPdf?pmcid=PMC13103472,,true,CC BY,,2026-04-01,,journal-article,Wiley,,,10.1002/ece3.73522,Ecology and Evolution,Wherefore the Magic? The Evolutionary Role of Psilocybin in Nature,2026,,https://europepmc.org/api/getPdf?pmcid=PMC13103472,true,gold,https://europepmc.org/api/getPdf?pmcid=PMC13103472
,Lumley LA; Marrero-Rosado B; Rossetti F; Schultz CR; Stone MF; Niquet J; Wasterlain CG,https://europepmc.org/api/getPdf?pmcid=PMC8633481,Ketamine -> NMDA receptor | Phenobarbital -> GABA A receptor,BLRD VA | NINDS NIH HHS,I01 BX000273 | U01 NS074926,,,2470-9239,2470-9239,barbiturate | benzodiazepine | ketamine | organophosphorus nerve agent | refractory status epilepticus,eng,in_database,"Animals | Anticonvulsants / therapeutic use | Brain / pathology | Drug Therapy, Combination | Ketamine / pharmacology | Midazolam / pharmacology | Midazolam / therapeutic use | Phenobarbital / pharmacology | Rats | Soman / toxicity",,,,pubmed,pubmed|pmc,true,gold,paper_metadata_v2,https://europepmc.org/api/getPdf?pmcid=PMC8633481,already_present,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_epi4.12552__dfd27d77eb.pdf,https://europepmc.org/api/getPdf?pmcid=PMC8633481 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/b4/1c/EPI4-6-757.PMC8633481.pdf,https://europepmc.org/api/getPdf?pmcid=PMC8633481,true,CC BY-NC-ND,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/b4/1c/EPI4-6-757.PMC8633481.pdf,2021-10-23,,"Journal Article | Research Support, N.I.H., Extramural | Research Support, U.S. Gov't, Non-P.H.S.",,,,10.1002/epi4.12552,Epilepsia open,"Combination of antiseizure medications phenobarbital, ketamine, and midazolam reduces soman-induced epileptogenesis and brain pathology in rats.",2021,,,,,
,Dea Siggaard Stenbæk; Sara Kristiansen; Daniel Burmester; Martin Korsbak Madsen; Vibe Gedsoe Frokjaer; Gitte Moos Knudsen; Patrick MacDonald Fisher,https://europepmc.org/api/getPdf?pmcid=PMC6865516,Psilocybin -> 5-HT2A | Psilocybin -> 5-HT2A | Psilocin -> 5-HT2A,,,,,1097-0193,1065-9471,5-HT2A | NEO personality inventory | PET scan | [11C]Cimbi-36 | [18F]altanserin | biomarkers | personality | serotonin | trait Openness,eng,in_database,"Adolescent | Adult | Aged | Aged, 80 and over | Brain / diagnostic imaging | Brain / metabolism | Female | Healthy Volunteers | Humans | Male | Middle Aged | Personality / physiology | Personality Inventory | Positron-Emission Tomography / methods | Receptor, Serotonin, 5-HT2A / metabolism | Young Adult",,pmc: JSONDecodeError: Expecting value: line 1 column 2 (char 1),providers_returned_no_abstract,pubmed,pubmed|unpaywall,true,bronze,paper_metadata_v2,https://europepmc.org/api/getPdf?pmcid=PMC6865516,already_present,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_hbm.24511__6d55a51686.pdf,https://europepmc.org/api/getPdf?pmcid=PMC6865516 | https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.24511?download=true,,,,,2019-01-11,,journal-article,Wiley,,,10.1002/hbm.24511,Human Brain Mapping,Trait Openness and serotonin 2A receptors in healthy volunteers: A positron emission tomography study,2019,,https://europepmc.org/api/getPdf?pmcid=PMC6865516,true,bronze,https://europepmc.org/api/getPdf?pmcid=PMC6865516 | https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.24511?download=true
,Foke L. van de Blaak; Glenn J. H. Dumont,https://pure.amsterdamumc.nl/ws/files/137334290/Serotonin-transporter-availability-neurocognitive-function-and-their-correlation-in-abstinent-34-methylenedioxymethamp.pdf,MDMA -> SERT (SLC6A4) | MDMA -> SERT (SLC6A4),,,,,1099-1077,0885-6222,MDMA | SERT | abstinence | cognition | neurotoxicity,eng,in_database,"Adolescent | Affect | Brain | Cognition | Hallucinogens / pharmacology | Humans | N-Methyl-3,4-methylenedioxyamphetamine / adverse effects | Serotonin Plasma Membrane Transport Proteins / metabolism",,,,pubmed,pubmed|unpaywall,true,green,paper_metadata_v2,,already_present,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_hup.2811__da38f7ce0c.pdf,https://pure.amsterdamumc.nl/ws/files/137334290/Serotonin-transporter-availability-neurocognitive-function-and-their-correlation-in-abstinent-34-methylenedioxymethamp.pdf,,,,,2021-09-10,,journal-article,Wiley,,,10.1002/hup.2811,Human Psychopharmacology Clinical and Experimental,"Serotonin transporter availability, neurocognitive function and their correlation in abstinent 3,4‐methylenedioxymethamphetamine users",2021,,https://pure.amsterdamumc.nl/ws/files/137334290/Serotonin-transporter-availability-neurocognitive-function-and-their-correlation-in-abstinent-34-methylenedioxymethamp.pdf,true,green,https://pure.amsterdamumc.nl/ws/files/137334290/Serotonin-transporter-availability-neurocognitive-function-and-their-correlation-in-abstinent-34-methylenedioxymethamp.pdf
,Edward James; Joachim Keppler; Thomas L Robertshaw; Ben Sessa,https://europepmc.org/api/getPdf?pmcid=PMC9286861,5-MeO-DMT -> 5-HT1A | DMT -> 5-HT2A | DMT -> Sigma-1 receptor (SIGMAR1) | Ayahuasca -> Sigma-1 receptor (SIGMAR1) | LSD -> 5-HT2C | Ayahuasca -> BDNF | Ayahuasca -> dopaminergic system,,,true,,1099-1077,0885-6222,Amazonian practices | DMT | ayahuasca | consciousness | medical uses,eng,in_database,"Anxiety | Banisteriopsis | Behavior, Addictive | Humans | N,N-Dimethyltryptamine / pharmacology | N,N-Dimethyltryptamine / therapeutic use | Plant Extracts / pharmacology",,openalex: RuntimeError: retry_after_exceeded:6354.0s,providers_returned_no_abstract,pubmed,pubmed|pmc,true,gold,paper_metadata_v2,https://europepmc.org/api/getPdf?pmcid=PMC9286861,already_present,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_hup.2835__dbc4298cfe.pdf,https://europepmc.org/api/getPdf?pmcid=PMC9286861 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/4a/69/HUP-37-0.PMC9286861.pdf,https://europepmc.org/api/getPdf?pmcid=PMC9286861,true,CC BY-NC,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/4a/69/HUP-37-0.PMC9286861.pdf,2022-02-17,CommentIn PMID:35301754 Hum Psychopharmacol. 2022 May;37(3):e2839. doi: 10.1002/hup.2839. | CommentIn PMID:35301759 Hum Psychopharmacol. 2022 May;37(3):e2840. doi: 10.1002/hup.2840. | ErratumIn PMID:35388506 Hum Psychopharmacol. 2022 May;37(3):e2843. doi: 10.1002/hup.2843.,Journal Article | Review,,10.1002/hup.2839 | 10.1002/hup.2840 | 10.1002/hup.2843,,10.1002/hup.2835,Human psychopharmacology,"N,N‐dimethyltryptamine and Amazonian ayahuasca plant medicine",2022,,,,,
