action_reason,contexts,contexts_all,library_status,matched_context_count,needs_metadata_or_manual_screen,paper_type_reasons,paper_type_suggested,pdf_local_path,protected_context_count,relevance_reasons,relevance_score,relevance_suggested,screening_status,source_type_reasons,source_type_suggested,study_doi,study_title,study_year,synthesized_context_count,triage_rescue_reasons
closed_or_unknown_access,,5-HT6,needs_manual_access,0,False,"contains primary-results signals (agonist, antagonist, receptor)",primary_results,,0,context entity match (5-HT6) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (agonist, antagonist, receptor)",primary_study,10.1016/j.bbr.2007.11.010,The selective 5-HT6 receptor antagonist Ro 04-6790 attenuates psychotomimetic effects of the NMDA receptor antagonist MK-801,2007,0,
closed_or_unknown_access,,5-HT7,needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (5-HT7) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bbr.2009.03.011,The 5-HT7 receptor is involved in allocentric spatial memory information processing,2009,0,
closed_or_unknown_access,,AMPA receptor,needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (AMPA receptor) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bbr.2009.09.048,Positive modulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid (AMPA) receptors reverses sub-chronic PCP-induced deficits in the novel object recognition task in rats,2009,0,
closed_or_unknown_access,,M5 muscarinic receptor (CHRM5),needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (M5 muscarinic receptor (CHRM5)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bbr.2013.05.053,Acute food deprivation reverses morphine-induced locomotion deficits in M5 muscarinic receptor knockout mice,2013,0,
closed_or_unknown_access,,5-HT5A,needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (5-HT5A) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bbr.2018.01.009,Effects of 5-HT5A receptor blockade on amnesia or forgetting,2018,0,
closed_or_unknown_access,,MDMA->DAT (SLC6A3),needs_manual_access,0,False,"contains primary-results signals (kd, transporter)",primary_results,,0,context entity match (DAT (SLC6A3)) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (kd, transporter)",primary_study,10.1016/j.bbr.2018.10.028,Dopamine transporter (DAT) knockdown in the nucleus accumbens improves anxiety- and depression-related behaviors in adult mice,2018,0,
open_access_but_no_direct_pdf_url,,DOI->5-HT2A,needs_download,0,False,no strong paper-type signal,other,,0,context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bbrc.2010.04.078,Functional expression of 5-HT2A receptor in osteoblastic MC3T3-E1 cells,2010,0,
closed_or_unknown_access,,Alpha1B adrenergic receptor (ADRA1B),needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (Alpha1B adrenergic receptor (ADRA1B)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bbrc.2013.06.047,Store-operated calcium entry induced by activation of Gq-coupled alpha1B adrenergic receptor in human osteoblast,2013,0,
closed_or_unknown_access,,5-HT1F,needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (5-HT1F) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bbrc.2026.153313,Structural basis of LY334370 recognition and selectivity at the 5-HT1F receptor,2026,0,
closed_or_unknown_access,,5-HT6,needs_manual_access,0,False,"contains primary-results signals (agonist, antagonist)",primary_results,,0,context entity match (5-HT6) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (agonist, antagonist)",primary_study,10.1016/j.bcp.2009.06.021,Dimebolin is a 5-HT6 antagonist with acute cognition enhancing activities,2009,0,
closed_or_unknown_access,,M2 muscarinic receptor (CHRM2),needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (M2 muscarinic receptor (CHRM2)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bcp.2009.11.005,Investigating the interaction of McN-A-343 with the M2 muscarinic receptor using its nitrogen mustard derivative,2009,0,
closed_or_unknown_access,,D2 receptor (DRD2),needs_manual_access,0,False,"contains primary-results signals (affinity, in vivo, receptor)",primary_results,,0,context entity match (D2 receptor (DRD2)) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (affinity, in vivo, receptor)",primary_study,10.1016/j.bcp.2011.09.008,Imaging the high-affinity state of the dopamine D2 receptor in vivo: Fact or fiction?,2011,0,
open_access_but_no_direct_pdf_url,,M3 muscarinic receptor (CHRM3),needs_download,0,False,no strong paper-type signal,other,,0,context entity match (M3 muscarinic receptor (CHRM3)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bcp.2013.05.010,Effects of modulating M3 muscarinic receptor activity on azoxymethane-induced liver injury in mice,2013,0,
open_access_but_no_direct_pdf_url,,MDA,needs_download,0,False,"contains primary-results signals (receptor, transporter)",primary_results,,0,context compound match (MDA) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (receptor, transporter)",primary_study,10.1016/j.bcp.2016.02.020,Aryl hydrocarbon receptor (AHR) regulation of L-Type Amino Acid Transporter 1 (LAT-1) expression in MCF-7 and MDA-MB-231 breast cancer cells,2016,0,
open_access_but_no_direct_pdf_url,,MDMA->SERT (SLC6A4),needs_download,0,False,no strong paper-type signal,other,,0,context compound match (MDMA) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bcp.2016.09.006,"The external gate of the human and Drosophila serotonin transporters requires a basic/acidic amino acid pair for 3,4-methylenedioxymethamphetamine (MDMA) translocation and the induction of substrate efflux",2016,0,
open_access_but_no_direct_pdf_url,,CB2 receptor (CNR2),needs_download,0,False,no strong paper-type signal,other,,0,context entity match (CB2 receptor (CNR2)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bcp.2016.09.008,Δ9-Tetrahydrocannabinol reverses TNFα-induced increase in airway epithelial cell permeability through CB2 receptors,2016,0,
closed_or_unknown_access,,CB2 receptor (CNR2),needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (CB2 receptor (CNR2)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bcp.2018.07.031,Emerging strategies targeting CB2 cannabinoid receptor: Biased agonism and allosterism,2018,0,
closed_or_unknown_access,,LSD->5-HT2A,needs_manual_access,0,False,"contains primary-results signals (agonist, receptor)",primary_results,,0,context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (agonist, receptor)",primary_study,10.1016/j.bcp.2018.09.024,Neurochemical pharmacology of psychoactive substituted N-benzylphenethylamines: High potency agonists at 5-HT2A receptors,2018,0,
closed_or_unknown_access,,M3 muscarinic receptor (CHRM3),needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (M3 muscarinic receptor (CHRM3)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bcp.2019.08.015,M3 muscarinic receptor activation reduces hepatocyte lipid accumulation via CaMKKβ/AMPK pathway,2019,0,
open_access_but_no_direct_pdf_url,,5-HT1B,needs_download,0,False,"contains primary-results signals (assay, receptor)",primary_results,,0,context entity match (5-HT1B) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (assay, receptor)",primary_study,10.1016/j.bcp.2020.113870,Functional characterization of 5-HT1A and 5-HT1B serotonin receptor signaling through G-protein-activated inwardly rectifying K+ channels in a fluorescence-based membrane potential assay,2020,0,
closed_or_unknown_access,,Psilocybin->5-HT2A,needs_manual_access,0,False,"contains primary-results signals (agonist, binding, in vitro, in vivo)",primary_results,,0,context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (agonist, binding, in vitro, in vivo)",primary_study,10.1016/j.bcp.2020.113979,"The selective 5-HT2A receptor agonist 25CN-NBOH: Structure-activity relationship, in vivo pharmacology, and in vitro and ex vivo binding characteristics of [3H]25CN-NBOH",2020,0,
closed_or_unknown_access,,LSD->5-HT2A,needs_manual_access,0,False,contains review keyword,review,,0,context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,contains review keyword,review,10.1016/j.bcp.2020.113985,Essential role of the C148–C227 disulphide bridge in the human 5-HT2A homodimeric receptor,2020,0,
closed_or_unknown_access,,2C-B->5-HT2A,needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bcp.2021.114440,His452Tyr polymorphism in the human 5-HT2A receptor affects clozapine-induced signaling networks revealed by quantitative phosphoproteomics,2021,0,
open_access_but_no_direct_pdf_url,,LSD->5-HT2A,needs_download,0,False,"contains primary-results signals (agonist, antagonist, receptor)",primary_results,,0,context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (agonist, antagonist, receptor)",primary_study,10.1016/j.bcp.2022.115028,“Selective” serotonin 5-HT2A receptor antagonists,2022,0,
open_access_but_no_direct_pdf_url,,M2 muscarinic receptor (CHRM2),needs_download,0,False,"contains primary-results signals (affinity, agonist, antagonist, receptor)",primary_results,,0,context entity match (M2 muscarinic receptor (CHRM2)) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (affinity, agonist, antagonist, receptor)",primary_study,10.1016/j.bcp.2024.116421,Voltage dependence of M2 muscarinic receptor antagonists and allosteric modulators,2024,0,
open_access_but_no_direct_pdf_url,,2C-B->5-HT2A,needs_download,0,False,contains review keyword,review,,0,context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,contains review keyword,review,10.1016/j.bcp.2026.117799,Ibogalogs induce antiseizure activity in rodents by a mechanism involving 5-HT2A/2C receptor activation with a major role of 5-HT2A receptors in the hippocampal CA3 subfield,2026,0,
closed_or_unknown_access,,M1 muscarinic receptor (CHRM1),needs_manual_access,0,False,"contains primary-results signals (assay, binding, ki, receptor)",primary_results,,0,context entity match (M1 muscarinic receptor (CHRM1)) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (assay, binding, ki, receptor)",primary_study,10.1016/j.bcp.2026.117911,Kinetic assays to characterize fluorescent ligand binding to muscarinic acetylcholine M1 receptor,2026,0,
closed_or_unknown_access,,Ibogaine->NMDA receptor,needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (Ibogaine) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.biocel.2010.05.011,Interaction of ibogaine with human α3β4-nicotinic acetylcholine receptors in different conformational states,2010,0,
open_access_but_no_direct_pdf_url,,5-HT6,needs_download,0,False,contains review keyword,review,,0,context entity match (5-HT6) | contains study-method keywords,3,possible_relevant,needs_context_review,contains review keyword,review,10.1016/j.bioorg.2018.11.046,"Synthesis and computer-aided analysis of the role of linker for novel ligands of the 5-HT6 serotonin receptor among substituted 1,3,5-triazinylpiperazines",2018,0,
,,2C-B->5-HT2A,needs_download,0,False,"contains primary-results signals (affinity, agonist, antagonist, assay)",primary_results,,0,context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (affinity, agonist, antagonist, assay)",primary_study,10.1016/j.bioorg.2020.103912,"6-Acetyl-5-hydroxy-4,7-dimethylcoumarin derivatives: Design, synthesis, modeling studies, 5-HT1A, 5-HT2A and D2 receptors affinity",2020,0,
,,LSD->5-HT2A | LSD->5-HT7,in_database,0,False,"contains primary-results signals (affinity, agonist, antagonist, assay)",primary_results,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.1016_j.bioorg.2023.106737__39911928b3.pdf,0,context entity match (5-HT7) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (affinity, agonist, antagonist, assay)",primary_study,10.1016/j.bioorg.2023.106737,"Synthesis, computational simulations and biological evaluation of new dual 5HT1A/5HT7 receptor ligands based on purine-2,6-dione scaffold",2023,0,
open_access_but_no_direct_pdf_url,,MDMA->NET (SLC6A2),needs_download,0,False,"contains primary-results signals (affinity, transporter)",primary_results,,0,context entity match (NET (SLC6A2)) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (affinity, transporter)",primary_study,10.1016/j.biopha.2025.118724,Deciphering the structural impact of norepinephrine analog radiopharmaceuticals on organic cation transporter affinity,2025,0,
closed_or_unknown_access,,LSD->5-HT2A,needs_manual_access,0,False,"contains primary-results signals (binding, in vivo, receptor)",primary_results,,0,context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (binding, in vivo, receptor)",primary_study,10.1016/j.biopsych.2003.08.015,Decreased hippocampal 5-HT2A receptor binding in major depressive disorder: in vivo measurement with [18F]altanserin positron emission tomography,2003,0,
closed_or_unknown_access,,5-MeO-DMT->5-HT1A,needs_manual_access,0,False,"contains primary-results signals (binding, receptor)",primary_results,,0,context entity match (5-HT1A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (binding, receptor)",primary_study,10.1016/j.biopsych.2003.11.016,Decreased 5-HT1A receptor binding in amygdala of schizophrenia,2004,0,
closed_or_unknown_access,,5-MeO-DMT->5-HT1A,needs_manual_access,0,False,"contains primary-results signals (binding, receptor)",primary_results,,0,context entity match (5-HT1A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (binding, receptor)",primary_study,10.1016/j.biopsych.2004.10.031,Brain 5-HT1A receptor binding in chronic fatigue syndrome measured using positron emission tomography and [11C]WAY-100635,2005,0,
closed_or_unknown_access,,5-HT1B,needs_manual_access,0,False,"contains primary-results signals (receptor, transporter)",primary_results,,0,context entity match (5-HT1B) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (receptor, transporter)",primary_study,10.1016/j.biopsych.2004.11.025,"Wheel running alters serotonin (5-HT) transporter, 5-HT1A, 5-HT1B, and alpha1b-adrenergic receptor mRNA in the rat raphe nuclei",2005,0,
closed_or_unknown_access,,LSD->5-HT2A,needs_manual_access,0,False,"contains primary-results signals (binding, receptor)",primary_results,,0,context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (binding, receptor)",primary_study,10.1016/j.biopsych.2005.06.037,Higher Postmortem Prefrontal 5-HT2A Receptor Binding Correlates with Lifetime Aggression in Suicide,2005,0,
open_access_but_no_direct_pdf_url,,5-MeO-DMT->5-HT1A,needs_download,0,False,"contains primary-results signals (binding, receptor)",primary_results,,0,context entity match (5-HT1A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (binding, receptor)",primary_study,10.1016/j.biopsych.2007.02.015,5-HT1A Receptor Binding in Temporal Lobe Epilepsy Patients With and Without Major Depression,2007,0,
closed_or_unknown_access,,D4 receptor (DRD4),needs_manual_access,0,False,contains review keyword,review,,0,context entity match (D4 receptor (DRD4)) | contains study-method keywords,3,possible_relevant,needs_context_review,contains meta-analysis keyword,meta_analysis,10.1016/j.biopsych.2007.04.006,Association of the Dopamine D4 Receptor (DRD4) Gene and Approach-Related Personality Traits: Meta-Analysis and New Data,2007,0,
open_access_but_no_direct_pdf_url,,D1 receptor (DRD1),needs_download,0,False,no strong paper-type signal,other,,0,context entity match (D1 receptor (DRD1)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.biopsych.2008.11.024,Differential Allelic Expression of Dopamine D1 Receptor Gene (DRD1) Is Modulated by microRNA miR-504,2009,0,
open_access_but_no_direct_pdf_url,,Salvinorin A->kappa opioid receptor (OPRK1),needs_download,0,False,"contains primary-results signals (agonist, ki, receptor)",primary_results,,0,context compound match (Salvinorin A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (agonist, ki, receptor)",primary_study,10.1016/j.biopsych.2011.05.021,Repeated Exposure to the κ-Opioid Receptor Agonist Salvinorin A Modulates Extracellular Signal-Regulated Kinase and Reward Sensitivity,2011,0,
closed_or_unknown_access,,Salvinorin A->kappa opioid receptor (OPRK1),needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (Salvinorin A) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.biopsych.2012.06.012,"Dose-Related Behavioral, Subjective, Endocrine, and Psychophysiological Effects of the κ Opioid Agonist Salvinorin A in Humans",2012,0,
open_access_but_no_direct_pdf_url,,Ketamine->NMDA receptor,needs_download,0,False,contains review keyword,review,,0,context compound match (Ketamine) | contains study-method keywords,3,possible_relevant,needs_context_review,contains review keyword,review,10.1016/j.biopsych.2012.09.006,The Role of Eukaryotic Elongation Factor 2 Kinase in Rapid Antidepressant Action of Ketamine,2012,0,
closed_or_unknown_access,,5-HT1B,needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (5-HT1B) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.biopsych.2014.08.011,Reductions of p11 and 5-HT1B Receptor Availability in Limbic Brain Regions in Cocaine Dependence,2014,0,
HTTPError: HTTP Error 403: Forbidden,,Salvinorin A->kappa opioid receptor (OPRK1),needs_download,0,False,contains review keyword,review,,0,context entity match (kappa opioid receptor (OPRK1)) | contains study-method keywords,3,possible_relevant,needs_context_review,contains review keyword,review,10.1016/j.biopsych.2019.05.012,The Role of Dynorphin and the Kappa Opioid Receptor in the Symptomatology of Schizophrenia: A Review of the Evidence,2019,0,
open_access_but_no_direct_pdf_url,,Ketamine->NMDA receptor,needs_download,0,False,"contains primary-results signals (agonist, antagonist, receptor)",primary_results,,0,context entity match (NMDA receptor) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (agonist, antagonist, receptor)",primary_study,10.1016/j.biopsych.2021.04.024,"Fluoroethylnormemantine, a Novel NMDA Receptor Antagonist, for the Prevention and Treatment of Stress-Induced Maladaptive Behavior",2021,0,
HTTPError: HTTP Error 403: Forbidden,,Psilocybin->5-HT2A,needs_download,0,False,no strong paper-type signal,other,,0,context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.biopsych.2022.10.021,Toward Mapping Neurobehavioral Heterogeneity of Psychedelic Neurobiology in Humans,2022,0,
open_access_but_no_direct_pdf_url,,R-ketamine->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,context compound match (R-ketamine) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.biopsych.2025.04.020,Ketamine Evokes Acute Behavioral Effects Via μ Opioid Receptor–Expressing Neurons of the Central Amygdala,2025,0,
,,Ketamine->NMDA receptor,needs_download,0,False,"contains primary-results signals (agonist, antagonist, receptor)",primary_results,,0,context entity match (NMDA receptor) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (agonist, antagonist, receptor)",primary_study,10.1016/j.biopsych.2025.07.004,Mu Opioid Receptor Activation Is Required for NMDA Receptor Antagonist Effects on Stress-Induced Maladaptive Behavior,2025,0,
closed_or_unknown_access,,MDMA->SERT (SLC6A4),needs_manual_access,0,False,"contains primary-results signals (affinity, receptor, transporter)",primary_results,,0,context entity match (SERT (SLC6A4)) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (affinity, receptor, transporter)",primary_study,10.1016/j.bmc.2005.03.008,Structure–affinity relationship studies on arylpiperazine derivatives related to quipazine as serotonin transporter ligands. Molecular basis of the selectivity SERT/5HT3 receptor,2005,0,
open_access_but_no_direct_pdf_url,,Psilocin->5-HT2A | LSD->5-HT2A,needs_download,0,False,contains review keyword,review,,0,context entity match (5-HT2A) | context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,contains review keyword,review,10.1016/j.bmc.2008.02.033,The role of lipophilicity in determining binding affinity and functional activity for 5-HT2A receptor ligands,2008,0,
open_access_but_no_direct_pdf_url,,Psilocin->5-HT2A | LSD->5-HT2A,needs_download,0,False,"contains primary-results signals (affinity, agonist, radioligand, receptor)",primary_results,,0,context entity match (5-HT2A) | context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (affinity, agonist, radioligand, receptor)",primary_study,10.1016/j.bmc.2008.04.050,"High specific activity tritium-labeled N-(2-methoxybenzyl)-2,5-dimethoxy-4-iodophenethylamine (INBMeO): A high-affinity 5-HT2A receptor-selective agonist radioligand",2008,0,
open_access_but_no_direct_pdf_url,,5-HT6,needs_download,0,False,no strong paper-type signal,other,,0,context entity match (5-HT6) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bmc.2009.08.006,Indene-based frameworks targeting the 5-HT6 serotonin receptor: Ring constraint in indenylsulfonamides using cyclic amines and structurally abbreviated counterparts,2009,0,
open_access_but_no_direct_pdf_url,,DOI->5-HT2A,needs_download,0,False,"contains primary-results signals (affinity, receptor)",primary_results,,0,context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (affinity, receptor)",primary_study,10.1016/j.bmc.2009.08.016,"Synthesis, structure–affinity relationships, and modeling of AMDA analogs at 5-HT2A and H1 receptors: Structural factors contributing to selectivity",2009,0,
open_access_but_no_direct_pdf_url,,Psilocin->5-HT2A | DOI->5-HT2A,needs_download,0,False,"contains primary-results signals (affinity, receptor)",primary_results,,0,context entity match (5-HT2A) | context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (affinity, receptor)",primary_study,10.1016/j.bmc.2010.05.017,"Synthesis and structure–affinity relationships of novel small molecule natural product derivatives capable of discriminating between serotonin 5-HT1A, 5-HT2A, 5-HT2C receptor subtypes",2010,0,
open_access_but_no_direct_pdf_url,,5-HT6,needs_download,0,False,"contains primary-results signals (agonist, antagonist, receptor)",primary_results,,0,context entity match (5-HT6) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (agonist, antagonist, receptor)",primary_study,10.1016/j.bmc.2010.05.051,"Synthesis and biological study of 3-(phenylsulfonyl)thieno[2,3-e][1,2,3]triazolo[1,5-a]pyrimidines as potent and selective serotonin 5-HT6 receptor antagonists",2010,0,
open_access_but_no_direct_pdf_url,,Psilocin->5-HT2A | 2C-B->5-HT2A,needs_download,0,False,"contains primary-results signals (affinity, ki, receptor)",primary_results,,0,context entity match (5-HT2A) | context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (affinity, ki, receptor)",primary_study,10.1016/j.bmc.2010.06.043,Affinity of aporphines for the human 5-HT2A receptor: Insights from homology modeling and molecular docking studies,2010,0,
,,Salvinorin A->kappa opioid receptor (OPRK1),in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.1016_j.bmc.2012.02.040__9445d85266.pdf,0,context entity match (kappa opioid receptor (OPRK1)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bmc.2012.02.040,Semisynthetic neoclerodanes as kappa opioid receptor probes,2012,0,
closed_or_unknown_access,,M5 muscarinic receptor (CHRM5),needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (M5 muscarinic receptor (CHRM5)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bmc.2014.01.049,"Evaluation of 1,2,5-thiadiazoles as modulators of M1/M5 muscarinic receptor subtypes",2014,0,
open_access_but_no_direct_pdf_url,,2C-B->5-HT2A,needs_download,0,False,no strong paper-type signal,other,,0,context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bmc.2014.12.011,"Synthesis and pharmacological evaluation of N-benzyl substituted 4-bromo-2,5-dimethoxyphenethylamines as 5-HT2A/2C partial agonists",2014,0,
open_access_but_no_direct_pdf_url,,MDMA->SERT (SLC6A4),needs_download,0,False,"contains primary-results signals (affinity, agonist, antagonist, transporter)",primary_results,,0,context entity match (SERT (SLC6A4)) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (affinity, agonist, antagonist, transporter)",primary_study,10.1016/j.bmcl.2004.12.014,Synthesis and monoamine transporter affinity of new 2β-carbomethoxy-3β-[4-(substituted thiophenyl)]phenyltropanes: discovery of a selective SERT antagonist with picomolar potency,2004,0,
open_access_but_no_direct_pdf_url,,Salvinorin A->kappa opioid receptor (OPRK1),needs_download,0,False,no strong paper-type signal,other,,0,context compound match (Salvinorin A) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bmcl.2005.03.113,Synthesis and in vitro pharmacological evaluation of salvinorin A analogues modified at C(2),2005,0,
open_access_but_no_direct_pdf_url,,Salvinorin A->kappa opioid receptor (OPRK1),needs_download,0,False,no strong paper-type signal,other,,0,context compound match (Salvinorin A) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bmcl.2005.05.048,Synthesis and in vitro pharmacological studies of new C(2) modified salvinorin A analogues,2005,0,
open_access_but_no_direct_pdf_url,,Salvinorin A->kappa opioid receptor (OPRK1),needs_download,0,False,no strong paper-type signal,other,,0,context compound match (Salvinorin A) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bmcl.2005.06.092,Synthesis and in vitro pharmacological studies of C(4) modified salvinorin A analogues,2005,0,
open_access_but_no_direct_pdf_url,,MDMA->SERT (SLC6A4),needs_download,0,False,"contains primary-results signals (affinity, transporter)",primary_results,,0,context entity match (SERT (SLC6A4)) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (affinity, transporter)",primary_study,10.1016/j.bmcl.2005.08.030,"Inhibitors of the serotonin transporter protein (SERT): The design and synthesis of biotinylated derivatives of 3-(1,2,3,6-tetrahydro-pyridin-4-yl)-1H-indoles. High-affinity serotonergic ligands for conjugation with quantum dots",2005,0,
open_access_but_no_direct_pdf_url,,Salvinorin A->kappa opioid receptor (OPRK1),needs_download,0,False,no strong paper-type signal,other,,0,context compound match (Salvinorin A) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bmcl.2006.05.093,Synthesis and in vitro evaluation of salvinorin A analogues: Effect of configuration at C(2) and substitution at C(18),2006,0,
open_access_but_no_direct_pdf_url,,Salvinorin A->kappa opioid receptor (OPRK1),needs_download,0,False,no strong paper-type signal,other,,0,context compound match (Salvinorin A) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bmcl.2006.08.051,Synthesis and in vitro pharmacological studies of new C(4)-modified salvinorin A analogues,2006,0,
open_access_but_no_direct_pdf_url,,5-HT5A,needs_download,0,False,no strong paper-type signal,other,,0,context entity match (5-HT5A) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bmcl.2007.10.078,Cyclic guanidines as dual 5-HT5A/5-HT7 receptor ligands: Optimising brain penetration,2007,0,
open_access_but_no_direct_pdf_url,,5-HT5A,needs_download,0,False,no strong paper-type signal,other,,0,context entity match (5-HT5A) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bmcl.2007.10.080,Cyclic guanidines as dual 5-HT5A/5-HT7 receptor ligands: Structure–activity relationship elucidation,2007,0,
open_access_but_no_direct_pdf_url,,DMT->TAAR1,needs_download,0,False,no strong paper-type signal,other,,0,context entity match (TAAR1) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bmcl.2008.08.013,Trace amine-associated receptor 1 (TAAR1) is activated by amiodarone metabolites,2008,0,
