claim_type,compound,disorder,raw_entity_label,entity_role,clinical_context_condition,graph_entity_label,graph_entity_type,graph_include_candidate,graph_exclusion_reason,outcome_type,outcome_domain,result_direction,outcome_measure,population,system,study_doi,openalex_id,study_title,authors,study_year,study_journal,publication_type,trial_registry_ids,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,keywords,funders,grant_ids,related_dois,publication_relations,is_retracted,has_correction,language,semantic_scholar_id,paper_type,evidence_level,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,access_level,evidence_location,evidence_locator,study_design,sample_size_total,comparator,intervention_or_exposure,dose,route,session_count_or_duration,timepoint,effect_size,p_value,confidence_interval,adverse_events,supporting_quote,funding,conflicts_of_interest,risk_of_bias_summary,notes
compound_disorder,Psilocybin,Alcohol use disorder,reducing alcohol cravings,symptom_or_problem,Alcohol use disorder (AUD),Alcohol use disorder,indication,True,not_applicable,therapeutic_effect,Substance Use,positive,alcohol cravings,"Participants (N = 13) mostly identified as non-Hispanic and White, with approximately equal proportions of cisgender men and women.",clinical,10.1037/adb0000935,,Reports of self-compassion and affect regulation in psilocybin-assisted therapy for alcohol use disorder: An interpretive phenomenological analysis.,Gabrielle Agin-Liebes; Elizabeth M. Nielson; Michael Zingman; Katherine Kim; Alexandra Haas; Lindsey T. Owens; Ursula Rogers; Michael Bogenschutz,2023,Psychology of Addictive Behaviors,journal-article,NCT02061293,2023-06-05,0893-164X,1939-1501,American Psychological Association (APA),Female | Humans | Male | Alcoholism / drug therapy | Emotions | Hallucinogens / therapeutic use | Psilocybin / therapeutic use | Self-Compassion | Qualitative Research | Randomized Controlled Trials as Topic,,NIDA NIH HHS | NIH HHS,T32 DA007233 | T32 DA007250,,,,,eng,,primary_results,high,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,randomized controlled trial,N = 13,not_reported,psilocybin-assisted psychotherapy,not_reported,not_reported,not_reported,not_reported,,,,not_reported,"Our results support the assertion that psilocybin increases the malleability of self-related processing, and diminishes shame-based and self-critical thought patterns while improving affect regulation and reducing alcohol cravings.",NIDA NIH HHS | NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_disorder,Psilocybin,Alcohol use disorder,improving affect regulation,functional_outcome,Alcohol use disorder (AUD),Alcohol use disorder,indication,False,functional_outcome is not a graph endpoint,therapeutic_effect,Emotional Regulation,positive,affect regulation,"Participants (N = 13) mostly identified as non-Hispanic and White, with approximately equal proportions of cisgender men and women.",clinical,10.1037/adb0000935,,Reports of self-compassion and affect regulation in psilocybin-assisted therapy for alcohol use disorder: An interpretive phenomenological analysis.,Gabrielle Agin-Liebes; Elizabeth M. Nielson; Michael Zingman; Katherine Kim; Alexandra Haas; Lindsey T. Owens; Ursula Rogers; Michael Bogenschutz,2023,Psychology of Addictive Behaviors,journal-article,NCT02061293,2023-06-05,0893-164X,1939-1501,American Psychological Association (APA),Female | Humans | Male | Alcoholism / drug therapy | Emotions | Hallucinogens / therapeutic use | Psilocybin / therapeutic use | Self-Compassion | Qualitative Research | Randomized Controlled Trials as Topic,,NIDA NIH HHS | NIH HHS,T32 DA007233 | T32 DA007250,,,,,eng,,primary_results,high,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,randomized controlled trial,N = 13,not_reported,psilocybin-assisted psychotherapy,not_reported,not_reported,not_reported,not_reported,,,,not_reported,"Our results support the assertion that psilocybin increases the malleability of self-related processing, and diminishes shame-based and self-critical thought patterns while improving affect regulation and reducing alcohol cravings.",NIDA NIH HHS | NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_disorder,Psilocybin,Alcohol use disorder,diminishes shame-based and self-critical thought patterns,symptom_or_problem,Alcohol use disorder (AUD),Alcohol use disorder,indication,True,not_applicable,therapeutic_effect,Cognition/Psychological Processes,positive,shame-based and self-critical thought patterns,"Participants (N = 13) mostly identified as non-Hispanic and White, with approximately equal proportions of cisgender men and women.",clinical,10.1037/adb0000935,,Reports of self-compassion and affect regulation in psilocybin-assisted therapy for alcohol use disorder: An interpretive phenomenological analysis.,Gabrielle Agin-Liebes; Elizabeth M. Nielson; Michael Zingman; Katherine Kim; Alexandra Haas; Lindsey T. Owens; Ursula Rogers; Michael Bogenschutz,2023,Psychology of Addictive Behaviors,journal-article,NCT02061293,2023-06-05,0893-164X,1939-1501,American Psychological Association (APA),Female | Humans | Male | Alcoholism / drug therapy | Emotions | Hallucinogens / therapeutic use | Psilocybin / therapeutic use | Self-Compassion | Qualitative Research | Randomized Controlled Trials as Topic,,NIDA NIH HHS | NIH HHS,T32 DA007233 | T32 DA007250,,,,,eng,,primary_results,high,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,randomized controlled trial,N = 13,not_reported,psilocybin-assisted psychotherapy,not_reported,not_reported,not_reported,not_reported,,,,not_reported,"Our results support the assertion that psilocybin increases the malleability of self-related processing, and diminishes shame-based and self-critical thought patterns while improving affect regulation and reducing alcohol cravings.",NIDA NIH HHS | NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_disorder,psilocybin,depressive- and anxiety-like symptomology,pathological behavioural tendencies,therapeutic_indication,early maternal separation,Depression and Anxiety,indication,True,not_reported,behavioral,mood and anxiety,mixed,pathological behavioural tendencies (Affective Disorders Test),rats exposed to early maternal separation,preclinical,10.26686/wgtn.19579795,,The Therapeutic Efficacy of Psilocybin in a Preclinical Model of Depressive- and Anxiety-Like Symptomology,Henry Chafee,2022,Open Access Te Herenga Waka-Victoria University of Wellington,dissertation,not_reported,2022-04-12,,,Victoria University of Wellington Library,,,,,,,,,,,other,low,doi,primary_study,original_empirical,primary_evidence,uncertain,uncertain,0.7,False,abstract_only,abstract,abstract,Preclinical model (early maternal separation in rats),not_reported,saline,single administration of psilocybin,8 or 16mg/kg,not_reported,single administration,"3 consecutive days directly after administration (acute effects), and then again for 6 consecutive days 12 days post-treatment (chronic effects)",,,,not_reported,"Although the results obtained were mixed and largely inconclusive, this research constitutes an important contribution to the limited number of preclinical investigations of psilocybin in the context of depression and anxiety.",not_reported,not_reported,not_reported,Projected from extraction_v1; support=uncertain; confidence=0.7; needs_human_review=False
compound_disorder,Psilocybin,Bipolar II depression,MADRS scores,outcome_measure,Bipolar II disorder (BD-II) experiencing moderate-to-severe depression,Bipolar II depression,indication,True,not_applicable,efficacy,Depression,positive,Montgomery-Asberg Depression Rating Scale (MADRS),individuals with BD-II experiencing moderate-to-severe depression,clinical,10.31234/osf.io/97cqx_v1,,"An open-label, dose-escalation trial of psilocybin-assisted therapy for bipolar 2 depression",Balázs Szigeti,2025,PsyArXiv (OSF Preprints),preprint,not_reported,2025-07-07,,,Center for Open Science,,Psilocybin | Open label | Depression (economics) | Bipolar disorder | Psychology | Psychotherapist | De-escalation | Psychiatry | Medicine | Hallucinogen | Clinical trial | Internal medicine | Lithium (medication) | Keynesian economics | Economics,National Institutes of Health | National Center for Advancing Translational Sciences | U.S. Department of Justice | Arcadia Fund,KL2TR001870 | TR001870 | KL2TR00187,,,,,en,,preprint,medium,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,"open-label, single-arm pilot trial",14,not_reported,"psilocybin therapy (10 mg, followed by 25 mg if depressive symptoms persisted) with psychotherapy","10 mg, then 25 mg",not_reported,not_reported,21 days after 10 mg; 21 days after 25 mg; 90 days after final dose,,,,not_reported,"MADRS scores improved at all timepoints: 21 days after 10 mg (-12.7 [2.7], p&amp;lt;0.001); 21 days after 25 mg (-18.6 [3.1], p&amp;lt;0.001) and 90 days after the final dose (-14.3 [2.8], p&amp;lt;0.001).",National Institutes of Health | National Center for Advancing Translational Sciences | U.S. Department of Justice | Arcadia Fund,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_disorder,Psilocybin,Bipolar II depression,Quality of Life in Bipolar Disorder Questionnaire (QoLBD),patient_reported_outcome,Bipolar II disorder (BD-II) experiencing moderate-to-severe depression,Bipolar II depression,indication,False,patient_reported_outcome is not a graph endpoint,efficacy,Quality of Life,positive,Quality of Life in Bipolar Disorder Questionnaire (QoLBD),individuals with BD-II experiencing moderate-to-severe depression,clinical,10.31234/osf.io/97cqx_v1,,"An open-label, dose-escalation trial of psilocybin-assisted therapy for bipolar 2 depression",Balázs Szigeti,2025,PsyArXiv (OSF Preprints),preprint,not_reported,2025-07-07,,,Center for Open Science,,Psilocybin | Open label | Depression (economics) | Bipolar disorder | Psychology | Psychotherapist | De-escalation | Psychiatry | Medicine | Hallucinogen | Clinical trial | Internal medicine | Lithium (medication) | Keynesian economics | Economics,National Institutes of Health | National Center for Advancing Translational Sciences | U.S. Department of Justice | Arcadia Fund,KL2TR001870 | TR001870 | KL2TR00187,,,,,en,,preprint,medium,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,"open-label, single-arm pilot trial",14,not_reported,"psilocybin therapy (10 mg, followed by 25 mg if depressive symptoms persisted) with psychotherapy","10 mg, then 25 mg",not_reported,not_reported,90 days,,,,not_reported,"Quality of life also improved at 90 days (31.2 [10.2], p=0.004).",National Institutes of Health | National Center for Advancing Translational Sciences | U.S. Department of Justice | Arcadia Fund,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_disorder,Psilocybin,Bipolar II depression,adverse events,safety_or_adverse_event,Bipolar II disorder (BD-II) experiencing moderate-to-severe depression,not_applicable,none,False,Safety/adverse events are not canonical graph indications.,safety,Safety,mixed,Adverse events,individuals with BD-II experiencing moderate-to-severe depression,clinical,10.31234/osf.io/97cqx_v1,,"An open-label, dose-escalation trial of psilocybin-assisted therapy for bipolar 2 depression",Balázs Szigeti,2025,PsyArXiv (OSF Preprints),preprint,not_reported,2025-07-07,,,Center for Open Science,,Psilocybin | Open label | Depression (economics) | Bipolar disorder | Psychology | Psychotherapist | De-escalation | Psychiatry | Medicine | Hallucinogen | Clinical trial | Internal medicine | Lithium (medication) | Keynesian economics | Economics,National Institutes of Health | National Center for Advancing Translational Sciences | U.S. Department of Justice | Arcadia Fund,KL2TR001870 | TR001870 | KL2TR00187,,,,,en,,preprint,medium,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,"open-label, single-arm pilot trial",14,not_reported,"psilocybin therapy (10 mg, followed by 25 mg if depressive symptoms persisted) with psychotherapy","10 mg, then 25 mg",not_reported,not_reported,not_reported,,,,"transient increases in heart rate and blood pressure, mild-to-moderate anxiety, nausea, headache, suicidal ideation, hypomania","Psilocybin was well tolerated, with transient increases in heart rate and blood pressure and no serious adverse events. Common adverse events included mild-to-moderate anxiety, nausea, and headache. Three participants experienced notable psychiatric adverse events (suicidal ideation and hypomania) which resolved with support. The frequency and nature of both serious and non-serious adverse events were broadly comparable to those reported in psilocybin studies for other conditions.",National Institutes of Health | National Center for Advancing Translational Sciences | U.S. Department of Justice | Arcadia Fund,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_disorder,Psychedelic (class),Alcoholism,alcoholism,therapeutic_indication,not_reported,Alcoholism,indication,True,not_applicable,therapeutic_effect,substance use,positive,alleviation or overcoming of alcoholism,people with serious issues,clinical,10.31234/osf.io/9yxwp_v2,,"Psychedelic therapy in practice. Case studies of self-treatment, individual therapy, and group therapy",Mika Turkia,2025,,preprint,not_reported,2025-04-23,,,Center for Open Science,,Group psychotherapy | Psychotherapist | Psychology | Medicine,,,10.31234/osf.io/9yxwp,is-version-of doi:10.31234/osf.io/9yxwp asserted-by:subject,,,en,,case_report,low,doi,case_report,original_empirical,primary_evidence,uncertain,supported,0.85,False,abstract_only,abstract,abstract,ethnographic case studies,thirteen ethnographic case studies,not_reported,Psychedelic therapy,not_reported,not_reported,not_reported,not_reported,,,,not_reported,It features thirteen ethnographic case studies that describe how people were able to alleviate or overcome serious issues including alcoholism,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.85; needs_human_review=False
compound_disorder,Psychedelic (class),Severe anxiety,severe anxiety,therapeutic_indication,not_reported,Severe anxiety,indication,True,not_applicable,therapeutic_effect,mental health,positive,alleviation or overcoming of severe anxiety,people with serious issues,clinical,10.31234/osf.io/9yxwp_v2,,"Psychedelic therapy in practice. Case studies of self-treatment, individual therapy, and group therapy",Mika Turkia,2025,,preprint,not_reported,2025-04-23,,,Center for Open Science,,Group psychotherapy | Psychotherapist | Psychology | Medicine,,,10.31234/osf.io/9yxwp,is-version-of doi:10.31234/osf.io/9yxwp asserted-by:subject,,,en,,case_report,low,doi,case_report,original_empirical,primary_evidence,uncertain,supported,0.85,False,abstract_only,abstract,abstract,ethnographic case studies,thirteen ethnographic case studies,not_reported,Psychedelic therapy,not_reported,not_reported,not_reported,not_reported,,,,not_reported,It features thirteen ethnographic case studies that describe how people were able to alleviate or overcome serious issues including ... severe anxiety,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.85; needs_human_review=False
compound_disorder,Psychedelic (class),Depression,depression,therapeutic_indication,not_reported,Depression,indication,True,not_applicable,therapeutic_effect,mental health,positive,alleviation or overcoming of depression,people with serious issues,clinical,10.31234/osf.io/9yxwp_v2,,"Psychedelic therapy in practice. Case studies of self-treatment, individual therapy, and group therapy",Mika Turkia,2025,,preprint,not_reported,2025-04-23,,,Center for Open Science,,Group psychotherapy | Psychotherapist | Psychology | Medicine,,,10.31234/osf.io/9yxwp,is-version-of doi:10.31234/osf.io/9yxwp asserted-by:subject,,,en,,case_report,low,doi,case_report,original_empirical,primary_evidence,uncertain,supported,0.85,False,abstract_only,abstract,abstract,ethnographic case studies,thirteen ethnographic case studies,not_reported,Psychedelic therapy,not_reported,not_reported,not_reported,not_reported,,,,not_reported,It features thirteen ethnographic case studies that describe how people were able to alleviate or overcome serious issues including ... depression,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.85; needs_human_review=False
compound_disorder,Psychedelic (class),Suicidal behavior,suicidal behavior,therapeutic_indication,not_reported,Suicidal behavior,indication,True,not_applicable,therapeutic_effect,mental health,positive,alleviation or overcoming of suicidal behavior,people with serious issues,clinical,10.31234/osf.io/9yxwp_v2,,"Psychedelic therapy in practice. Case studies of self-treatment, individual therapy, and group therapy",Mika Turkia,2025,,preprint,not_reported,2025-04-23,,,Center for Open Science,,Group psychotherapy | Psychotherapist | Psychology | Medicine,,,10.31234/osf.io/9yxwp,is-version-of doi:10.31234/osf.io/9yxwp asserted-by:subject,,,en,,case_report,low,doi,case_report,original_empirical,primary_evidence,uncertain,supported,0.85,False,abstract_only,abstract,abstract,ethnographic case studies,thirteen ethnographic case studies,not_reported,Psychedelic therapy,not_reported,not_reported,not_reported,not_reported,,,,not_reported,It features thirteen ethnographic case studies that describe how people were able to alleviate or overcome serious issues including ... suicidal behavior,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.85; needs_human_review=False
compound_disorder,Psychedelic (class),Psychotic disorders,psychotic disorders,therapeutic_indication,not_reported,Psychotic disorders,indication,True,not_applicable,therapeutic_effect,mental health,positive,alleviation or overcoming of psychotic disorders,people with serious issues,clinical,10.31234/osf.io/9yxwp_v2,,"Psychedelic therapy in practice. Case studies of self-treatment, individual therapy, and group therapy",Mika Turkia,2025,,preprint,not_reported,2025-04-23,,,Center for Open Science,,Group psychotherapy | Psychotherapist | Psychology | Medicine,,,10.31234/osf.io/9yxwp,is-version-of doi:10.31234/osf.io/9yxwp asserted-by:subject,,,en,,case_report,low,doi,case_report,original_empirical,primary_evidence,uncertain,supported,0.85,False,abstract_only,abstract,abstract,ethnographic case studies,thirteen ethnographic case studies,not_reported,Psychedelic therapy,not_reported,not_reported,not_reported,not_reported,,,,not_reported,It features thirteen ethnographic case studies that describe how people were able to alleviate or overcome serious issues including ... psychotic disorders,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.85; needs_human_review=False
compound_disorder,S-ketamine,Postoperative pain,opioid consumption,outcome_measure,postoperative pain after multilevel spine surgery in predominantly chronic pain patients,none,none,False,"This is an outcome measure (reduction in opioid consumption), not a primary therapeutic indication for S-ketamine itself.",clinical outcome,Pain management,positive,opioid consumption,"patients undergoing multilevel (median 10) instrumented spinal fusions, predominantly chronic pain patients",clinical,10.1007/s00586-013-2826-1,,A comprehensive multimodal pain treatment reduces opioid consumption after multilevel spine surgery,Ole Mathiesen; Benny Dahl; Berit A. Thomsen; Birgitte Kitter; Nan Sonne; Jørgen B. Dahl; Henrik Kehlet,2013,European Spine Journal,journal-article,,2013-05-16,0940-6719,1432-0932,Springer Science and Business Media LLC,"Acetaminophen / administration & dosage | Acetaminophen / adverse effects | Adolescent | Adult | Aged | Aged, 80 and over | Amines / administration & dosage | Amines / adverse effects | Analgesics, Non-Narcotic / administration & dosage | Analgesics, Non-Narcotic / adverse effects | Analgesics, Opioid / administration & dosage | Analgesics, Opioid / adverse effects | Antiemetics / administration & dosage | Antiemetics / adverse effects | Case-Control Studies | Cyclohexanecarboxylic Acids / administration & dosage | Cyclohexanecarboxylic Acids / adverse effects | Dexamethasone / administration & dosage | Dexamethasone / adverse effects | Drug Therapy, Combination | Female | Gabapentin | Humans | Male | Middle Aged | Postoperative Pain / drug therapy | Postoperative Nausea and Vomiting / chemically induced | Postoperative Nausea and Vomiting / drug therapy | Spinal Diseases / surgery | Spinal Fusion / adverse effects | Young Adult | gamma-Aminobutyric Acid / administration & dosage | gamma-Aminobutyric Acid / adverse effects",,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,case-control study,41 (intervention) vs 44 (control),pre-intervention group (usual care),"new regimen with acetaminophen, NSAIDs, gabapentin, S-ketamine, dexamethasone, ondansetron and epidural local anesthetic infusion or patient controlled analgesia with morphine",not_reported,not_reported,not_reported,postoperative day (POD) 1 and 2,,,,not_reported,"Compared to patients in the pre-intervention group, patients treated according to the new protocol consumed less opioid on postoperative day (POD) 1 (P = 0.024) and 2 (P = 0.048)",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,S-ketamine,Postoperative pain,mobilization,functional_outcome,postoperative pain after multilevel spine surgery in predominantly chronic pain patients,none,none,False,"This is a functional outcome (improved mobilization), not a primary therapeutic indication for S-ketamine itself.",clinical outcome,Functional recovery,positive,"mobilization from bed, ambulation","patients undergoing multilevel (median 10) instrumented spinal fusions, predominantly chronic pain patients",clinical,10.1007/s00586-013-2826-1,,A comprehensive multimodal pain treatment reduces opioid consumption after multilevel spine surgery,Ole Mathiesen; Benny Dahl; Berit A. Thomsen; Birgitte Kitter; Nan Sonne; Jørgen B. Dahl; Henrik Kehlet,2013,European Spine Journal,journal-article,,2013-05-16,0940-6719,1432-0932,Springer Science and Business Media LLC,"Acetaminophen / administration & dosage | Acetaminophen / adverse effects | Adolescent | Adult | Aged | Aged, 80 and over | Amines / administration & dosage | Amines / adverse effects | Analgesics, Non-Narcotic / administration & dosage | Analgesics, Non-Narcotic / adverse effects | Analgesics, Opioid / administration & dosage | Analgesics, Opioid / adverse effects | Antiemetics / administration & dosage | Antiemetics / adverse effects | Case-Control Studies | Cyclohexanecarboxylic Acids / administration & dosage | Cyclohexanecarboxylic Acids / adverse effects | Dexamethasone / administration & dosage | Dexamethasone / adverse effects | Drug Therapy, Combination | Female | Gabapentin | Humans | Male | Middle Aged | Postoperative Pain / drug therapy | Postoperative Nausea and Vomiting / chemically induced | Postoperative Nausea and Vomiting / drug therapy | Spinal Diseases / surgery | Spinal Fusion / adverse effects | Young Adult | gamma-Aminobutyric Acid / administration & dosage | gamma-Aminobutyric Acid / adverse effects",,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,case-control study,41 (intervention) vs 44 (control),pre-intervention group (usual care),"new regimen with acetaminophen, NSAIDs, gabapentin, S-ketamine, dexamethasone, ondansetron and epidural local anesthetic infusion or patient controlled analgesia with morphine",not_reported,not_reported,not_reported,not_reported,,,,not_reported,"they were mobilized earlier from bed (P = 0.003) and ambulation was earlier both with and without a walking frame (P = 0.027 and P = 0.027, respectively)",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,S-ketamine,Postoperative nausea and vomiting,nausea,symptom_or_problem,postoperative nausea and vomiting (PONV) after multilevel spine surgery,none,none,False,"This is a symptom (nausea), not a primary therapeutic indication for S-ketamine itself.",clinical outcome,Postoperative symptoms,positive,intensities of nausea,patients undergoing multilevel (median 10) instrumented spinal fusions,clinical,10.1007/s00586-013-2826-1,,A comprehensive multimodal pain treatment reduces opioid consumption after multilevel spine surgery,Ole Mathiesen; Benny Dahl; Berit A. Thomsen; Birgitte Kitter; Nan Sonne; Jørgen B. Dahl; Henrik Kehlet,2013,European Spine Journal,journal-article,,2013-05-16,0940-6719,1432-0932,Springer Science and Business Media LLC,"Acetaminophen / administration & dosage | Acetaminophen / adverse effects | Adolescent | Adult | Aged | Aged, 80 and over | Amines / administration & dosage | Amines / adverse effects | Analgesics, Non-Narcotic / administration & dosage | Analgesics, Non-Narcotic / adverse effects | Analgesics, Opioid / administration & dosage | Analgesics, Opioid / adverse effects | Antiemetics / administration & dosage | Antiemetics / adverse effects | Case-Control Studies | Cyclohexanecarboxylic Acids / administration & dosage | Cyclohexanecarboxylic Acids / adverse effects | Dexamethasone / administration & dosage | Dexamethasone / adverse effects | Drug Therapy, Combination | Female | Gabapentin | Humans | Male | Middle Aged | Postoperative Pain / drug therapy | Postoperative Nausea and Vomiting / chemically induced | Postoperative Nausea and Vomiting / drug therapy | Spinal Diseases / surgery | Spinal Fusion / adverse effects | Young Adult | gamma-Aminobutyric Acid / administration & dosage | gamma-Aminobutyric Acid / adverse effects",,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,case-control study,41 (intervention) vs 44 (control),pre-intervention group (usual care),"new regimen with acetaminophen, NSAIDs, gabapentin, S-ketamine, dexamethasone, ondansetron and epidural local anesthetic infusion or patient controlled analgesia with morphine",not_reported,not_reported,not_reported,POD 1-6,,,,not_reported,"patients following the new protocol experienced low intensities of nausea, sedation and dizziness on POD 1-6.",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,S-ketamine,Postoperative adverse effects,sedation,symptom_or_problem,postoperative context after multilevel spine surgery,none,none,False,"This is a symptom (sedation), not a primary therapeutic indication for S-ketamine itself.",clinical outcome,Postoperative symptoms,positive,intensities of sedation,patients undergoing multilevel (median 10) instrumented spinal fusions,clinical,10.1007/s00586-013-2826-1,,A comprehensive multimodal pain treatment reduces opioid consumption after multilevel spine surgery,Ole Mathiesen; Benny Dahl; Berit A. Thomsen; Birgitte Kitter; Nan Sonne; Jørgen B. Dahl; Henrik Kehlet,2013,European Spine Journal,journal-article,,2013-05-16,0940-6719,1432-0932,Springer Science and Business Media LLC,"Acetaminophen / administration & dosage | Acetaminophen / adverse effects | Adolescent | Adult | Aged | Aged, 80 and over | Amines / administration & dosage | Amines / adverse effects | Analgesics, Non-Narcotic / administration & dosage | Analgesics, Non-Narcotic / adverse effects | Analgesics, Opioid / administration & dosage | Analgesics, Opioid / adverse effects | Antiemetics / administration & dosage | Antiemetics / adverse effects | Case-Control Studies | Cyclohexanecarboxylic Acids / administration & dosage | Cyclohexanecarboxylic Acids / adverse effects | Dexamethasone / administration & dosage | Dexamethasone / adverse effects | Drug Therapy, Combination | Female | Gabapentin | Humans | Male | Middle Aged | Postoperative Pain / drug therapy | Postoperative Nausea and Vomiting / chemically induced | Postoperative Nausea and Vomiting / drug therapy | Spinal Diseases / surgery | Spinal Fusion / adverse effects | Young Adult | gamma-Aminobutyric Acid / administration & dosage | gamma-Aminobutyric Acid / adverse effects",,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,case-control study,41 (intervention) vs 44 (control),pre-intervention group (usual care),"new regimen with acetaminophen, NSAIDs, gabapentin, S-ketamine, dexamethasone, ondansetron and epidural local anesthetic infusion or patient controlled analgesia with morphine",not_reported,not_reported,not_reported,POD 1-6,,,,not_reported,"patients following the new protocol experienced low intensities of nausea, sedation and dizziness on POD 1-6.",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,S-ketamine,Postoperative adverse effects,dizziness,symptom_or_problem,postoperative context after multilevel spine surgery,none,none,False,"This is a symptom (dizziness), not a primary therapeutic indication for S-ketamine itself.",clinical outcome,Postoperative symptoms,positive,intensities of dizziness,patients undergoing multilevel (median 10) instrumented spinal fusions,clinical,10.1007/s00586-013-2826-1,,A comprehensive multimodal pain treatment reduces opioid consumption after multilevel spine surgery,Ole Mathiesen; Benny Dahl; Berit A. Thomsen; Birgitte Kitter; Nan Sonne; Jørgen B. Dahl; Henrik Kehlet,2013,European Spine Journal,journal-article,,2013-05-16,0940-6719,1432-0932,Springer Science and Business Media LLC,"Acetaminophen / administration & dosage | Acetaminophen / adverse effects | Adolescent | Adult | Aged | Aged, 80 and over | Amines / administration & dosage | Amines / adverse effects | Analgesics, Non-Narcotic / administration & dosage | Analgesics, Non-Narcotic / adverse effects | Analgesics, Opioid / administration & dosage | Analgesics, Opioid / adverse effects | Antiemetics / administration & dosage | Antiemetics / adverse effects | Case-Control Studies | Cyclohexanecarboxylic Acids / administration & dosage | Cyclohexanecarboxylic Acids / adverse effects | Dexamethasone / administration & dosage | Dexamethasone / adverse effects | Drug Therapy, Combination | Female | Gabapentin | Humans | Male | Middle Aged | Postoperative Pain / drug therapy | Postoperative Nausea and Vomiting / chemically induced | Postoperative Nausea and Vomiting / drug therapy | Spinal Diseases / surgery | Spinal Fusion / adverse effects | Young Adult | gamma-Aminobutyric Acid / administration & dosage | gamma-Aminobutyric Acid / adverse effects",,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,case-control study,41 (intervention) vs 44 (control),pre-intervention group (usual care),"new regimen with acetaminophen, NSAIDs, gabapentin, S-ketamine, dexamethasone, ondansetron and epidural local anesthetic infusion or patient controlled analgesia with morphine",not_reported,not_reported,not_reported,POD 1-6,,,,not_reported,"patients following the new protocol experienced low intensities of nausea, sedation and dizziness on POD 1-6.",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
