normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,source_access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,language,sample_size_total,sample_size_by_arm,comparator,intervention_or_exposure,dose,route,session_count_or_duration,primary_outcome,outcome_measure,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,compound_match_type,entity_match_type,compound_registry_status,entity_registry_status,compound_ids,entity_ids,keywords,funders,grant_ids,related_dois,publication_relations,semantic_scholar_id,trial_registry_ids
normalized,compound and graph entity matched local registry,DOI,5-HT2A,,DOI,5-HT2A,DOI,5-HT2A receptor,,5-HT2A receptor,5-HT2A/2C receptor agonist,molecular_target,5-HT2A,target,True,10.1097/01.ju.0001008772.30001.48.03,PD12-03 5-HT2A/2C RECEPTOR AGONIST(DOI) IMPROVES VOIDING DYSFUNCTION OF RATS WITH NEUROGENIC UNDERACTIVE BLADDER,compound_target,not_reported,not_reported,agonist,,,agonist,,,,not_applicable,not_reported,not_reported,in_vivo,Jianshu Ni,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"DOI, a 5-HT2A/2C receptor agonist",abstract_only,abstract_only,abstract,Abstract,experimental study,None,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Urology,journal-article,2024-05,0022-5347,1527-3792,Ovid Technologies (Wolters Kluwer Health),,en,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",,,,,,,
normalized,compound and graph entity matched local registry,DOI,5-HT2C,,DOI,5-HT2C,DOI,5-HT2C receptor,,5-HT2C receptor,5-HT2A/2C receptor agonist,molecular_target,5-HT2C,target,True,10.1097/01.ju.0001008772.30001.48.03,PD12-03 5-HT2A/2C RECEPTOR AGONIST(DOI) IMPROVES VOIDING DYSFUNCTION OF RATS WITH NEUROGENIC UNDERACTIVE BLADDER,compound_target,not_reported,not_reported,agonist,,,agonist,,,,not_applicable,not_reported,not_reported,in_vivo,Jianshu Ni,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"DOI, a 5-HT2A/2C receptor agonist",abstract_only,abstract_only,abstract,Abstract,experimental study,None,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Urology,journal-article,2024-05,0022-5347,1527-3792,Ovid Technologies (Wolters Kluwer Health),,en,,,,,,,,,,,,,,,medium,label,target_variant,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2C""}",,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,AMPA receptor,,Ketamine,AMPA receptor,ketamine,AMPA receptor,,AMPA receptor,AMPA receptor subunits,molecular_target,AMPA receptor,target,True,10.1126/scitranslmed.aaf7151,Post-anesthesia AMPA receptor potentiation prevents anesthesia-induced learning and synaptic deficits,compound_target,anesthesia-induced deficits,not_applicable,reduces expression,synaptic expression measurement,,reduces expression,,,,not_applicable,mouse,mouse motor cortex,preclinical,Lianyan Huang; Joseph Cichon; Ipe Ninan; Guang Yang,2016,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"various synaptic deficits induced by anesthesia, including reductions in synaptic expression of NMDA (N-methyl-d-aspartate) and AMPA (α-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid) receptor subunits",abstract_only,abstract_only,abstract,abstract,in vivo experiment,NIGMS NIH HHS | NICHD NIH HHS | NIA NIH HHS,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Science Translational Medicine,journal-article,2016-06-22,1946-6234,1946-6242,American Association for the Advancement of Science (AAAS),"Anesthesia / adverse effects | Animals | Blotting, Western | Dioxoles / pharmacology | Learning / drug effects | Mice | N-Methylaspartate / metabolism | Neuronal Plasticity / drug effects | Neurons / drug effects | Neurons / metabolism | Piperidines / pharmacology | Receptors, AMPA / metabolism | Synaptosomes / drug effects | Synaptosomes / metabolism",eng,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,NIGMS NIH HHS | NICHD NIH HHS | NIA NIH HHS,R01 GM107469 | R01 HD076914 | R21 AG048410,10.1038/536036a,CommentIn PMID:27488795 Nature. 2016 Aug 03;536(7614):36-7. doi: 10.1038/536036a.,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,ketamine,NMDA receptor,,NMDA receptor,NMDA receptor subunits,molecular_target,NMDA receptor,target,True,10.1126/scitranslmed.aaf7151,Post-anesthesia AMPA receptor potentiation prevents anesthesia-induced learning and synaptic deficits,compound_target,anesthesia-induced deficits,not_applicable,reduces expression,synaptic expression measurement,,reduces expression,,,,not_applicable,mouse,mouse motor cortex,preclinical,Lianyan Huang; Joseph Cichon; Ipe Ninan; Guang Yang,2016,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"various synaptic deficits induced by anesthesia, including reductions in synaptic expression of NMDA (N-methyl-d-aspartate) and AMPA (α-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid) receptor subunits",abstract_only,abstract_only,abstract,abstract,in vivo experiment,NIGMS NIH HHS | NICHD NIH HHS | NIA NIH HHS,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Science Translational Medicine,journal-article,2016-06-22,1946-6234,1946-6242,American Association for the Advancement of Science (AAAS),"Anesthesia / adverse effects | Animals | Blotting, Western | Dioxoles / pharmacology | Learning / drug effects | Mice | N-Methylaspartate / metabolism | Neuronal Plasticity / drug effects | Neurons / drug effects | Neurons / metabolism | Piperidines / pharmacology | Receptors, AMPA / metabolism | Synaptosomes / drug effects | Synaptosomes / metabolism",eng,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,NIGMS NIH HHS | NICHD NIH HHS | NIA NIH HHS,R01 GM107469 | R01 HD076914 | R21 AG048410,10.1038/536036a,CommentIn PMID:27488795 Nature. 2016 Aug 03;536(7614):36-7. doi: 10.1038/536036a.,,
normalized,compound and graph entity matched local registry,MDMA,NET (SLC6A2),,MDMA,NET (SLC6A2),MDMA,Norepinephrine transporter,,Norepinephrine transporter,norepinephrine uptake,molecular_target,NET (SLC6A2),target,True,10.1177/0269881119844185,"Metabolites of the ring-substituted stimulants MDMA, methylone and MDPV differentially affect human monoaminergic systems",compound_target,not_applicable,not_applicable,inhibition,uptake inhibition,,inhibition,,,,not_applicable,human,human embryonic kidney 293 cells transfected with human monoamine transporters,in_vitro,Dino Luethi; Karolina E Kolaczynska; Melanie Walter; Masaki Suzuki; Kenner C Rice; Bruce E Blough; Marius C Hoener; Michael H Baumann; Matthias E Liechti,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,MDMA and methylone displayed greater potency to inhibit norepinephrine uptake as compared to their effects on dopamine and 5-HT uptake.,abstract_only,abstract_only,abstract,abstract,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Psychopharmacology,journal-article,2019-04-30,0269-8811,1461-7285,SAGE Publications,"Benzodioxoles / pharmacology | Central Nervous System Stimulants / pharmacology | Dopamine / metabolism | HEK293 Cells | Humans | Membrane Transport Proteins / metabolism | Methamphetamine / analogs & derivatives | Methamphetamine / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Norepinephrine / metabolism | Pyrrolidines / pharmacology | Serotonin / metabolism | Synthetic Cathinone",eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",MDMA | MDPV | metabolite | methylone | transporter,Intramural NIH HHS,ZIA DA000523,,,,
normalized,compound and graph entity matched local registry,MDMA,DAT (SLC6A3),,MDMA,DAT (SLC6A3),(±)-MDMA,Dopamine transporter,,Dopamine transporter,DAT,molecular_target,DAT (SLC6A3),target,True,10.1007/s00213-005-0174-5,"MDMA (Ecstasy) and human dopamine, norepinephrine, and serotonin transporters: implications for MDMA-induced neurotoxicity and treatment",compound_target,not_applicable,not_applicable,substrate / transport,[3H](±)-MDMA transport,transport assay,substrate / transport,Other,1490.0,nM,not_applicable,human,HEK-293 cells stably transfected with human DAT,in_vitro,Christopher D. Verrico; Gregory M. Miller; Bertha K. Madras,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Table 1 1 Affinities (K m , nM) and maximal transport velocity (V max , fmol min -1 10 6 cells -1 ) of [ 3 H](±)MDMA, [ 3 H](+)MDMA, and [ 3 H](-) MDMA at the DAT, NET, and SERT and [ 3 H]DA at the DAT, [ 3 H]NE at the NET, and [ 3 H]5-HT at the SERT Radioligand DAT NET SERT ... [ 3 H](±)MDMA 1,490±393 (n=8) ... The transport of [ 3 H](±)-MDMA by the DAT was saturable (Fig. 3a , top left), and the affinity K m 1,490±393 nM was similar to that of [ 3 H]DA (Table 1 ).",full_text_seen,full_text_seen,mixed,"Table 1, Chunk C011",in vitro experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Psychopharmacology,journal-article,2005-10-11,0033-3158,1432-2072,Springer Science and Business Media LLC,"Binding, Competitive | Brain / drug effects | Brain / metabolism | Cell Line | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins / drug effects | Dopamine Plasma Membrane Transport Proteins / metabolism | Dose-Response Relationship, Drug | Humans | Kinetics | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Norepinephrine / metabolism | Norepinephrine Plasma Membrane Transport Proteins / drug effects | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Plasma Membrane Neurotransmitter Transport Proteins / drug effects | Plasma Membrane Neurotransmitter Transport Proteins / genetics | Plasma Membrane Neurotransmitter Transport Proteins / metabolism | Serotonin / metabolism | Serotonin Agents / chemistry | Serotonin Agents / metabolism | Serotonin Agents / toxicity | Serotonin Plasma Membrane Transport Proteins / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism | Stereoisomerism | Temperature | Transfection",eng,,,,,,,,,,,,,,,high,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,DA06303 | RR 00168 | DA11558 | P51 OD011103 | P51 RR000168 | DA15305 | K05 DA015305 | R01 DA011558,,,,
normalized,compound and graph entity matched local registry,MDMA,DAT (SLC6A3),,MDMA,DAT (SLC6A3),(±)-MDMA,Dopamine transporter,,Dopamine transporter,DAT,molecular_target,DAT (SLC6A3),target,True,10.1007/s00213-005-0174-5,"MDMA (Ecstasy) and human dopamine, norepinephrine, and serotonin transporters: implications for MDMA-induced neurotoxicity and treatment",compound_target,not_applicable,not_applicable,inhibitor,[3H]DA transport inhibition,inhibition assay,inhibitor,IC50,1020.0,nM,not_applicable,human,HEK-293 cells stably transfected with human DAT,in_vitro,Christopher D. Verrico; Gregory M. Miller; Bertha K. Madras,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Table 2 2 Comparison of the affinities of MDMA, endoge- Compound DAT IC 50 (nM) NET IC 50 (nM) SERT IC 50 (nM) nous substrates, and uptake inhibitors (IC 50 ) for inhibiting the transport of [ 3 H]DA at the DAT, [ 3 H]NE at the NET, and [ 3 H]5-HT at the SERT (±)MDMA 1,020±291 (n=5) ... (±)-MDMA inhibited [ 3 H]DA transport in a concentration-dependent manner (Fig. 3b , top right), with relatively low affinity (IC 50 1,020±291 nM)",full_text_seen,full_text_seen,mixed,"Table 2, Chunk C011",in vitro experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Psychopharmacology,journal-article,2005-10-11,0033-3158,1432-2072,Springer Science and Business Media LLC,"Binding, Competitive | Brain / drug effects | Brain / metabolism | Cell Line | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins / drug effects | Dopamine Plasma Membrane Transport Proteins / metabolism | Dose-Response Relationship, Drug | Humans | Kinetics | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Norepinephrine / metabolism | Norepinephrine Plasma Membrane Transport Proteins / drug effects | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Plasma Membrane Neurotransmitter Transport Proteins / drug effects | Plasma Membrane Neurotransmitter Transport Proteins / genetics | Plasma Membrane Neurotransmitter Transport Proteins / metabolism | Serotonin / metabolism | Serotonin Agents / chemistry | Serotonin Agents / metabolism | Serotonin Agents / toxicity | Serotonin Plasma Membrane Transport Proteins / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism | Stereoisomerism | Temperature | Transfection",eng,,,,,,,,,,,,,,,high,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,DA06303 | RR 00168 | DA11558 | P51 OD011103 | P51 RR000168 | DA15305 | K05 DA015305 | R01 DA011558,,,,
normalized,compound and graph entity matched local registry,MDMA,DAT (SLC6A3),,MDMA,DAT (SLC6A3),(±)-MDMA,Dopamine transporter,,Dopamine transporter,DAT,molecular_target,DAT (SLC6A3),target,True,10.1007/s00213-005-0174-5,"MDMA (Ecstasy) and human dopamine, norepinephrine, and serotonin transporters: implications for MDMA-induced neurotoxicity and treatment",compound_target,not_applicable,not_applicable,release,[3H]DA release assay,release assay,release,IC50,1290.0,nM,not_applicable,human,HEK-293 cells stably transfected with human DAT,in_vitro,Christopher D. Verrico; Gregory M. Miller; Bertha K. Madras,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Table 4 4 Potency of (±)MDMA and DA, NE, or 5-HT to release preloaded [ 3 H]DA from the DAT, [ 3 H]NE from the NET, and [ 3 H]5-HT from the SERT Compound DAT IC 50 (nM) NET IC 50 (nM) SERT IC 50 (nM) (±)MDMA 1,290±198 (n=3) ... (±)-MDMA released DA from the cells, in a concentration-dependent manner, with an apparent affinity (1,290±198 nM) that corresponded to its affinity as a substrate (Fig. 3d and Tables 1 , 2 , and 4 ).",full_text_seen,full_text_seen,mixed,"Table 4, Chunk C012",in vitro experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Psychopharmacology,journal-article,2005-10-11,0033-3158,1432-2072,Springer Science and Business Media LLC,"Binding, Competitive | Brain / drug effects | Brain / metabolism | Cell Line | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins / drug effects | Dopamine Plasma Membrane Transport Proteins / metabolism | Dose-Response Relationship, Drug | Humans | Kinetics | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Norepinephrine / metabolism | Norepinephrine Plasma Membrane Transport Proteins / drug effects | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Plasma Membrane Neurotransmitter Transport Proteins / drug effects | Plasma Membrane Neurotransmitter Transport Proteins / genetics | Plasma Membrane Neurotransmitter Transport Proteins / metabolism | Serotonin / metabolism | Serotonin Agents / chemistry | Serotonin Agents / metabolism | Serotonin Agents / toxicity | Serotonin Plasma Membrane Transport Proteins / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism | Stereoisomerism | Temperature | Transfection",eng,,,,,,,,,,,,,,,high,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,DA06303 | RR 00168 | DA11558 | P51 OD011103 | P51 RR000168 | DA15305 | K05 DA015305 | R01 DA011558,,,,
normalized,compound and graph entity matched local registry,MDMA,NET (SLC6A2),,MDMA,NET (SLC6A2),(±)-MDMA,Norepinephrine transporter,,Norepinephrine transporter,NET,molecular_target,NET (SLC6A2),target,True,10.1007/s00213-005-0174-5,"MDMA (Ecstasy) and human dopamine, norepinephrine, and serotonin transporters: implications for MDMA-induced neurotoxicity and treatment",compound_target,not_applicable,not_applicable,substrate / transport,[3H](±)-MDMA transport,transport assay,substrate / transport,Other,377.0,nM,not_applicable,human,HEK-293 cells stably transfected with human NET,in_vitro,Christopher D. Verrico; Gregory M. Miller; Bertha K. Madras,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Table 1 1 Affinities (K m , nM) and maximal transport velocity (V max , fmol min -1 10 6 cells -1 ) of [ 3 H](±)MDMA, [ 3 H](+)MDMA, and [ 3 H](-) MDMA at the DAT, NET, and SERT and [ 3 H]DA at the DAT, [ 3 H]NE at the NET, and [ 3 H]5-HT at the SERT Radioligand DAT NET SERT ... [ 3 H](±)MDMA ... 377±235 (n=9) ... Under these assay conditions, the affinity of [ 3 H](±)-MDMA (K m 377±235 nM) for the NET was four times higher than its affinity for the DAT and higher than that of [ 3 H]NE for the NET (K m 789±126 nM) (Table 1 and Fig. 4a ).",full_text_seen,full_text_seen,mixed,"Table 1, Chunk C012",in vitro experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Psychopharmacology,journal-article,2005-10-11,0033-3158,1432-2072,Springer Science and Business Media LLC,"Binding, Competitive | Brain / drug effects | Brain / metabolism | Cell Line | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins / drug effects | Dopamine Plasma Membrane Transport Proteins / metabolism | Dose-Response Relationship, Drug | Humans | Kinetics | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Norepinephrine / metabolism | Norepinephrine Plasma Membrane Transport Proteins / drug effects | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Plasma Membrane Neurotransmitter Transport Proteins / drug effects | Plasma Membrane Neurotransmitter Transport Proteins / genetics | Plasma Membrane Neurotransmitter Transport Proteins / metabolism | Serotonin / metabolism | Serotonin Agents / chemistry | Serotonin Agents / metabolism | Serotonin Agents / toxicity | Serotonin Plasma Membrane Transport Proteins / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism | Stereoisomerism | Temperature | Transfection",eng,,,,,,,,,,,,,,,high,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,DA06303 | RR 00168 | DA11558 | P51 OD011103 | P51 RR000168 | DA15305 | K05 DA015305 | R01 DA011558,,,,
normalized,compound and graph entity matched local registry,MDMA,NET (SLC6A2),,MDMA,NET (SLC6A2),(±)-MDMA,Norepinephrine transporter,,Norepinephrine transporter,NET,molecular_target,NET (SLC6A2),target,True,10.1007/s00213-005-0174-5,"MDMA (Ecstasy) and human dopamine, norepinephrine, and serotonin transporters: implications for MDMA-induced neurotoxicity and treatment",compound_target,not_applicable,not_applicable,inhibitor,[3H]NE transport inhibition,inhibition assay,inhibitor,IC50,375.0,nM,not_applicable,human,HEK-293 cells stably transfected with human NET,in_vitro,Christopher D. Verrico; Gregory M. Miller; Bertha K. Madras,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Table 2 2 Comparison of the affinities of MDMA, endoge- Compound DAT IC 50 (nM) NET IC 50 (nM) SERT IC 50 (nM) nous substrates, and uptake inhibitors (IC 50 ) for inhibiting the transport of [ 3 H]DA at the DAT, [ 3 H]NE at the NET, and [ 3 H]5-HT at the SERT (±)MDMA ... 375±60 (n=5) ... The affinity of [ 3 H](±)-MDMA as a NET substrate (K m 377±235 nM) paralleled its potency for blocking [ 3 H]NE transport (IC 50 375±60 nM) (Fig. 4a , b , Tables 1 and 2 ).",full_text_seen,full_text_seen,mixed,"Table 2, Chunk C012",in vitro experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Psychopharmacology,journal-article,2005-10-11,0033-3158,1432-2072,Springer Science and Business Media LLC,"Binding, Competitive | Brain / drug effects | Brain / metabolism | Cell Line | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins / drug effects | Dopamine Plasma Membrane Transport Proteins / metabolism | Dose-Response Relationship, Drug | Humans | Kinetics | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Norepinephrine / metabolism | Norepinephrine Plasma Membrane Transport Proteins / drug effects | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Plasma Membrane Neurotransmitter Transport Proteins / drug effects | Plasma Membrane Neurotransmitter Transport Proteins / genetics | Plasma Membrane Neurotransmitter Transport Proteins / metabolism | Serotonin / metabolism | Serotonin Agents / chemistry | Serotonin Agents / metabolism | Serotonin Agents / toxicity | Serotonin Plasma Membrane Transport Proteins / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism | Stereoisomerism | Temperature | Transfection",eng,,,,,,,,,,,,,,,high,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,DA06303 | RR 00168 | DA11558 | P51 OD011103 | P51 RR000168 | DA15305 | K05 DA015305 | R01 DA011558,,,,
normalized,compound and graph entity matched local registry,MDMA,NET (SLC6A2),,MDMA,NET (SLC6A2),(±)-MDMA,Norepinephrine transporter,,Norepinephrine transporter,NET,molecular_target,NET (SLC6A2),target,True,10.1007/s00213-005-0174-5,"MDMA (Ecstasy) and human dopamine, norepinephrine, and serotonin transporters: implications for MDMA-induced neurotoxicity and treatment",compound_target,not_applicable,not_applicable,release,[3H]NE release assay,release assay,release,IC50,267.0,nM,not_applicable,human,HEK-293 cells stably transfected with human NET,in_vitro,Christopher D. Verrico; Gregory M. Miller; Bertha K. Madras,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Table 4 4 Potency of (±)MDMA and DA, NE, or 5-HT to release preloaded [ 3 H]DA from the DAT, [ 3 H]NE from the NET, and [ 3 H]5-HT from the SERT Compound DAT IC 50 (nM) NET IC 50 (nM) SERT IC 50 (nM) (±)MDMA ... 267±25 (n=4) ... (±)-MDMA released [ 3 H]NE from hNET cells preloaded with [ 3 H]NE in a dose-dependent manner (Fig. 4d and Table 4 ). The apparent affinity for [ 3 H]NE release, 267±25, corresponded to its affinity as a NET substrate (Fig. 4d and Tables 1 , 2 , and 4 )",full_text_seen,full_text_seen,mixed,"Table 4, Chunk C012",in vitro experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Psychopharmacology,journal-article,2005-10-11,0033-3158,1432-2072,Springer Science and Business Media LLC,"Binding, Competitive | Brain / drug effects | Brain / metabolism | Cell Line | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins / drug effects | Dopamine Plasma Membrane Transport Proteins / metabolism | Dose-Response Relationship, Drug | Humans | Kinetics | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Norepinephrine / metabolism | Norepinephrine Plasma Membrane Transport Proteins / drug effects | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Plasma Membrane Neurotransmitter Transport Proteins / drug effects | Plasma Membrane Neurotransmitter Transport Proteins / genetics | Plasma Membrane Neurotransmitter Transport Proteins / metabolism | Serotonin / metabolism | Serotonin Agents / chemistry | Serotonin Agents / metabolism | Serotonin Agents / toxicity | Serotonin Plasma Membrane Transport Proteins / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism | Stereoisomerism | Temperature | Transfection",eng,,,,,,,,,,,,,,,high,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,DA06303 | RR 00168 | DA11558 | P51 OD011103 | P51 RR000168 | DA15305 | K05 DA015305 | R01 DA011558,,,,
