compound,target,assay_type,affinity_type,affinity_value,affinity_unit,species,system,study_doi,study_title,study_year,evidence_level,source,notes,source_type,access_level,evidence_location,evidence_locator,study_design,authors,paper_type
DiPT,5-HT1A,radioligand binding,Ki,0.5,M,,in_vitro,10.1124/jpet.111.179705,Abuse Liability Profile of Three Substituted Tryptamines,2011,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: The abuse liability profile of three synthetic hallucinogens, N,N-diisopropyltryptamine (DIPT), 5-N,N-diethyl-5-methoxytryptamine (5-MeO-DET), and 5-methoxy-α-methyltrypt",preclinical_study,Michael B. Gatch; Michael J. Forster; Aaron Janowsky; Amy J. Eshleman,primary_results
DiPT,SERT (SLC6A4),radioligand binding,EC50,7.0,M,,in_vitro,10.1124/jpet.111.179705,Abuse Liability Profile of Three Substituted Tryptamines,2011,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: The abuse liability profile of three synthetic hallucinogens, N,N-diisopropyltryptamine (DIPT), 5-N,N-diethyl-5-methoxytryptamine (5-MeO-DET), and 5-methoxy-α-methyltrypt",preclinical_study,Michael B. Gatch; Michael J. Forster; Aaron Janowsky; Amy J. Eshleman,primary_results
LSD,5-HT2A,functional assay,Other,2.89,nM,,in_vitro,10.1155/2014/734749,"25C-NBOMe: Preliminary Data on Pharmacology, Psychoactive Effects, and Toxicity of a New Potent and Dangerous Hallucinogenic Drug",2014,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Introduction . The use of novel psychoactive substances (NPSs) has rapidly increased as well as their online availability. The aim of this paper is to provide a comprehen,preclinical_study,Francesco Saverio Bersani; Ornella Corazza; Gabriella Albano; Giuseppe Valeriani; Rita Santacroce; Flaminia Bolzan Mariotti Posocco; Eduardo Cinosi; Pierluigi Simonato; Giovanni Martinotti; Giuseppe Bersani,primary_results
Ketamine,NMDA receptor,functional assay,Ki,0.5,uM,,in_vitro,10.1176/appi.ajp.20240378,Redefining Ketamine Pharmacology for Antidepressant Action: Synergistic NMDA and Opioid Receptor Interactions?,2025,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Ketamine is a racemic compound and medication comprised of (<i>S</i>)-ketamine and (<i>R</i>)-ketamine enantiomers and its metabolites. It has been used for decades as a,in_vitro_assay,Marjorie R. Levinstein; Reece C. Budinich; Jordi Bonaventura; Alan F. Schatzberg; Carlos A. Zarate; Michael Michaelides,primary_results
Ketamine,NMDA receptor,functional assay,Ki,0.3,uM,,in_vitro,10.1177/0269881120959644,Ketamine: A tale of two enantiomers,2020,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: The discovery of the rapid antidepressant effects of the dissociative anaesthetic ketamine, an uncompetitive N-Methyl-D-Aspartate receptor antagonist, is arguably the mos",pilot_trial,Luke A Jelen; Allan H Young; James M Stone,primary_results
LSD,5-HT2B,radioligand binding,Ki,15.0,nM,,in_vitro,10.1177/02698811231225609,Microdosing psychedelics and the risk of cardiac fibrosis and valvulopathy: Comparison to known cardiotoxins,2024,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Though microdosing psychedelics has become increasingly popular, its long-term effects on cardiac health remain unknown. Microdosing most commonly involves ingesting sub-",in_vitro_binding_assay,Antonin Rouaud; Abigail E. Calder; Gregor Hasler,primary_results
Psilocybin,5-HT2B,radioligand binding,Ki,15.0,nM,,in_vitro,10.1177/02698811231225609,Microdosing psychedelics and the risk of cardiac fibrosis and valvulopathy: Comparison to known cardiotoxins,2024,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Though microdosing psychedelics has become increasingly popular, its long-term effects on cardiac health remain unknown. Microdosing most commonly involves ingesting sub-",in_vitro_binding_assay,Antonin Rouaud; Abigail E. Calder; Gregor Hasler,primary_results
MDMA,5-HT2B,radioligand binding,Ki,15.0,nM,,in_vitro,10.1177/02698811231225609,Microdosing psychedelics and the risk of cardiac fibrosis and valvulopathy: Comparison to known cardiotoxins,2024,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Though microdosing psychedelics has become increasingly popular, its long-term effects on cardiac health remain unknown. Microdosing most commonly involves ingesting sub-",in_vitro_binding_assay,Antonin Rouaud; Abigail E. Calder; Gregor Hasler,primary_results
Ketamine,NMDA receptor,radioligand binding,Kd,2.4,nM,,in_vitro,10.1177/0271678X15608391,Quantification of the novel<i>N</i>-methyl-<scp>d</scp>-aspartate receptor ligand [<sup>11</sup>C]GMOM in man,2015,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: [(11)C]GMOM (carbon-11 labeled N-(2-chloro-5-thiomethylphenyl)-N'-(3-[(11)C]methoxy-phenyl)-N'-methylguanidine) is a PET ligand that binds to the N-methyl-d-aspartate rec,preclinical_study,Thalia F. van der Doef; Sandeep S.V. Golla; Pieter J. Klein; Gisela M. Oropeza-Seguias; Robert C. Schuit; Athanasios Metaxas; Ellen Jobse; Lothar A. Schwarte; Albert D. Windhorst; Adriaan A. Lammertsma,primary_results
Psilocybin,5-HT2A,functional assay,Ki,49.0,nM,,in_vitro,10.1177/0271678X241302937,Neurochemical characterization of 5-HT <sub>2A</sub> R partial agonists with simultaneous PET-MRI,2024,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Understanding neuromodulatory effects of serotonin 2A receptor (5-HT<sub>2A</sub>R) agonists with diverse pharmacological profiles is relevant to advancing psychedelic-re,preclinical_study,Frederick A Bagdasarian; Kristian Larsen; Hong Ping Deng; Patrick M Fisher; Joseph B Mandeville; Christin Y Sander; Hsiao-Ying Wey; Hanne D Hansen,primary_results
Lisuride,5-HT2A,functional assay,Ki,49.0,nM,,in_vitro,10.1177/0271678X241302937,Neurochemical characterization of 5-HT <sub>2A</sub> R partial agonists with simultaneous PET-MRI,2024,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Understanding neuromodulatory effects of serotonin 2A receptor (5-HT<sub>2A</sub>R) agonists with diverse pharmacological profiles is relevant to advancing psychedelic-re,preclinical_study,Frederick A Bagdasarian; Kristian Larsen; Hong Ping Deng; Patrick M Fisher; Joseph B Mandeville; Christin Y Sander; Hsiao-Ying Wey; Hanne D Hansen,primary_results
Ketamine,NMDA receptor,radioligand binding,Ki,1.7,uM,,in_vivo,10.1177/10738584251403946,Cortical Mechanisms Contributing to Ketamine-Induced Dissociation,2025,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Ketamine is a unique anesthetic agent that induces dissociative anesthesia, characterized by perceptual detachment, analgesia, and altered states of consciousness. Beyond",preclinical_study,Kallol Bera; Loren L. Looger; Alex Proekt; Joseph Cichon,primary_results
S-ketamine,NMDA receptor,functional assay,Other,10.0,uM,,in_vivo,10.1177/15353702231170007,The role of ketamine in major depressive disorders: Effects on parvalbumin-positive interneurons in hippocampus,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Major depressive disorder (MDD) is a complex illness that is arising as a growing public health concern. Although several brain areas are related to this type of disorder,in_vitro_assay,I Barrutieta-Arberas; N Ortuzar; A Vaquero-Rodríguez; M Picó-Gallardo; H Bengoetxea; MA Guevara; PA Gargiulo; JV Lafuente,primary_results
Ketamine,SERT (SLC6A4),radioligand binding,Ki,2.0,M,,in_vitro,10.1371/journal.pone.0059334,The Ketamine Analogue Methoxetamine and 3- and 4-Methoxy Analogues of Phencyclidine Are High Affinity and Selective Ligands for the Glutamate NMDA Receptor,2013,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: In this paper we determined the pharmacological profiles of novel ketamine and phencyclidine analogues currently used as 'designer drugs' and compared them to the parent,in_vitro_binding_assay,Bryan L. Roth; Simon Gibbons; Warunya Arunotayanun; Xi‐Ping Huang; Vincent Setola; Ric Treble; Les Iversen,primary_results
Ketamine,NMDA receptor,radioligand binding,Ki,4.8,nM,,in_vitro,10.1371/journal.pone.0059334,The Ketamine Analogue Methoxetamine and 3- and 4-Methoxy Analogues of Phencyclidine Are High Affinity and Selective Ligands for the Glutamate NMDA Receptor,2013,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: In this paper we determined the pharmacological profiles of novel ketamine and phencyclidine analogues currently used as 'designer drugs' and compared them to the parent,in_vitro_binding_assay,Bryan L. Roth; Simon Gibbons; Warunya Arunotayanun; Xi‐Ping Huang; Vincent Setola; Ric Treble; Les Iversen,primary_results
S-ketamine,SERT (SLC6A4),radioligand binding,Ki,2.0,M,,in_vitro,10.1371/journal.pone.0059334,The Ketamine Analogue Methoxetamine and 3- and 4-Methoxy Analogues of Phencyclidine Are High Affinity and Selective Ligands for the Glutamate NMDA Receptor,2013,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: In this paper we determined the pharmacological profiles of novel ketamine and phencyclidine analogues currently used as 'designer drugs' and compared them to the parent,in_vitro_binding_assay,Bryan L. Roth; Simon Gibbons; Warunya Arunotayanun; Xi‐Ping Huang; Vincent Setola; Ric Treble; Les Iversen,primary_results
S-ketamine,NMDA receptor,radioligand binding,Ki,4.8,nM,,in_vitro,10.1371/journal.pone.0059334,The Ketamine Analogue Methoxetamine and 3- and 4-Methoxy Analogues of Phencyclidine Are High Affinity and Selective Ligands for the Glutamate NMDA Receptor,2013,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: In this paper we determined the pharmacological profiles of novel ketamine and phencyclidine analogues currently used as 'designer drugs' and compared them to the parent,in_vitro_binding_assay,Bryan L. Roth; Simon Gibbons; Warunya Arunotayanun; Xi‐Ping Huang; Vincent Setola; Ric Treble; Les Iversen,primary_results
R-ketamine,SERT (SLC6A4),radioligand binding,Ki,2.0,M,,in_vitro,10.1371/journal.pone.0059334,The Ketamine Analogue Methoxetamine and 3- and 4-Methoxy Analogues of Phencyclidine Are High Affinity and Selective Ligands for the Glutamate NMDA Receptor,2013,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: In this paper we determined the pharmacological profiles of novel ketamine and phencyclidine analogues currently used as 'designer drugs' and compared them to the parent,in_vitro_binding_assay,Bryan L. Roth; Simon Gibbons; Warunya Arunotayanun; Xi‐Ping Huang; Vincent Setola; Ric Treble; Les Iversen,primary_results
R-ketamine,NMDA receptor,radioligand binding,Ki,4.8,nM,,in_vitro,10.1371/journal.pone.0059334,The Ketamine Analogue Methoxetamine and 3- and 4-Methoxy Analogues of Phencyclidine Are High Affinity and Selective Ligands for the Glutamate NMDA Receptor,2013,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: In this paper we determined the pharmacological profiles of novel ketamine and phencyclidine analogues currently used as 'designer drugs' and compared them to the parent,in_vitro_binding_assay,Bryan L. Roth; Simon Gibbons; Warunya Arunotayanun; Xi‐Ping Huang; Vincent Setola; Ric Treble; Les Iversen,primary_results
Ibogaine,mu opioid receptor (OPRM1),radioligand binding,EC50,50.0,uM,,in_vitro,10.1371/journal.pone.0077262,Effect of Iboga Alkaloids on µ-Opioid Receptor-Coupled G Protein Activation,2013,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: In rat thalamic membranes ibogaine, noribogaine and 18-MC were MOR antagonists with functional Ke values ranging from 3 uM (ibogaine) to 13 uM (noribogaine and 18MC). Nor",preclinical_study,Tamara Antonio; Steven R. Childers; Richard B. Rothman; Christina M. Dersch; Christine A. King; Martin E. Kuehne; William G. Bornmann; Amy J. Eshleman; Aaron Janowsky; Eric Simon,primary_results
Noribogaine,mu opioid receptor (OPRM1),radioligand binding,EC50,50.0,uM,,in_vitro,10.1371/journal.pone.0077262,Effect of Iboga Alkaloids on µ-Opioid Receptor-Coupled G Protein Activation,2013,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: In rat thalamic membranes ibogaine, noribogaine and 18-MC were MOR antagonists with functional Ke values ranging from 3 uM (ibogaine) to 13 uM (noribogaine and 18MC). Nor",preclinical_study,Tamara Antonio; Steven R. Childers; Richard B. Rothman; Christina M. Dersch; Christine A. King; Martin E. Kuehne; William G. Bornmann; Amy J. Eshleman; Aaron Janowsky; Eric Simon,primary_results
Ketamine,NMDA receptor,radioligand binding,IC50,110111.0,M,,in_vitro,10.1523/JNEUROSCI.1173-17.2017,Memantine and Ketamine Differentially Alter NMDA Receptor Desensitization,2017,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Memantine and ketamine are clinically useful NMDA receptor (NMDAR) open channel blockers that inhibit NMDARs with similar potency and kinetics, but display vastly differe",preclinical_study,Nathan G. Glasgow; Nadezhda V. Povysheva; Andrea M. Azofeifa; Jon W. Johnson,primary_results
Ketamine,NMDA receptor,functional assay,EC50,3.0,M,,in_vivo,10.1523/JNEUROSCI.1316-22.2022,NMDA Receptor Activation-Dependent Antidepressant-Relevant Behavioral and Synaptic Actions of Ketamine,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Ketamine is a well-characterized NMDA receptor (NMDAR) antagonist, although the relevance of this pharmacology to its rapid (within hours of administration) antidepressan",preclinical_study,Panos Zanos; Kyle A. Brown; Polymnia Georgiou; Peixiong Yuan; Carlos A. Zarate; Scott M. Thompson; Todd D. Gould,primary_results
DOI,5-HT2A,radioligand binding,Other,10.0,mM,,in_vitro,10.1523/JNEUROSCI.16-11-03727.1996,Dopamine Receptor Agonists Regulate Levels of the Serotonin 5-HT<sub>2A</sub>Receptor and its mRNA in a Subpopulation of Rat Striatal Neurons,1996,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: The effects of dopamine receptor agonists on the levels of the striatal serotonin 5-HT2A receptor and its mRNA were investigated in rats lesioned with 6-OHDA as neonates.,preclinical_study,Nathalie Laprade; Fatiha Radja; Tomás A. Reader; Jean-Jacques Soghomonian,primary_results
Ketamine,NMDA receptor,functional assay,Ki,1.0,M,,in_vivo,10.1523/jneurosci.0501-11.2011,Ketamine Disrupts Theta Modulation of Gamma in a Computer Model of Hippocampus,2011,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Abnormalities in oscillations have been suggested to play a role in schizophrenia. We studied theta-modulated gamma oscillations in a computer model of hippocampal CA3 in,preclinical_study,Samuel A. Neymotin; Maciej T. Lazarewicz; Mohamed Sherif; Diego Contreras; Leif H. Finkel; William W. Lytton,primary_results
Salvinorin A,kappa opioid receptor (OPRK1),radioligand binding,Ki,17.6,nM,,in_vitro,10.20944/preprints202211.0031.v1,Solving an Old Puzzle: Elucidation and Evaluation of the Binding Mode of Salvinorin A at the Kappa Opioid Receptor,2022,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: The natural product Salvinorin A (SalA) was the first nitrogen-lacking agonist discovered for the opioid receptors and exhibits high selectivity for the kappa opioid rece,preclinical_study,Kristina Puls; Gerhard Wolber,primary_results
Ketamine,SERT (SLC6A4),uptake inhibition,Ki,1.1,nM,,in_vitro,10.21203/rs.3.rs-2741902/v1,Serotonin is a Common Thread Linking Different Classes of Antidepressants,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: <title>Abstract</title> Depression pathology remains elusive. The monoamine hypothesis has placed much focus on serotonin, but due to the variable clinical efficacy of mo",preclinical_study,Colby E. Witt; Sergio Mena; Jordan Holmes; Melinda Hersey; Anna Marie Buchanan; Brenna Parke; Rachel A. Saylor; Lauren E. Honan; Shane N. Berger; Sara Lumbreras,primary_results
S-ketamine,SERT (SLC6A4),uptake inhibition,Ki,1.1,nM,,in_vitro,10.21203/rs.3.rs-2741902/v1,Serotonin is a Common Thread Linking Different Classes of Antidepressants,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: <title>Abstract</title> Depression pathology remains elusive. The monoamine hypothesis has placed much focus on serotonin, but due to the variable clinical efficacy of mo",preclinical_study,Colby E. Witt; Sergio Mena; Jordan Holmes; Melinda Hersey; Anna Marie Buchanan; Brenna Parke; Rachel A. Saylor; Lauren E. Honan; Shane N. Berger; Sara Lumbreras,primary_results
R-ketamine,SERT (SLC6A4),uptake inhibition,Ki,1.1,nM,,in_vitro,10.21203/rs.3.rs-2741902/v1,Serotonin is a Common Thread Linking Different Classes of Antidepressants,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: <title>Abstract</title> Depression pathology remains elusive. The monoamine hypothesis has placed much focus on serotonin, but due to the variable clinical efficacy of mo",preclinical_study,Colby E. Witt; Sergio Mena; Jordan Holmes; Melinda Hersey; Anna Marie Buchanan; Brenna Parke; Rachel A. Saylor; Lauren E. Honan; Shane N. Berger; Sara Lumbreras,primary_results
LSD,5-HT2A,functional assay,Ki,49.0,nM,,in_vitro,10.21203/rs.3.rs-3138705/v1,Ethopharmacological evaluation of antidepressant-like effect of serotonergic psychedelics in C57BL/6J male mice,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Serotonergic psychedelics such as psilocybin, lysergic acid diethylamide, and DOI exert a hallucinatory effect through serotonin 5-HT 2A receptor (5-HT2A) activation. Rec",preclinical_study,Rika Takaba; Daisuke Ibi; Keisuke Yoshida; Eri Hosomi; R. Kawase; Hiroko Kitagawa; Hirotaka Goto; Mizuki Achiwa; Kento Mizutani; Kyosuke Maede,primary_results
MDMA,SERT,uptake inhibition,IC50,4715.0,uM,,in_vitro,10.2174/157015911795017425,Methylone and Monoamine Transporters: Correlation with Toxicity,2011,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Methylone (2-methylamino-1-[3,4-methylenedioxyphenyl]propane-1-one) is a synthetic hallucinogenic amphetamine analog, like MDMA (3,4-methylenedioxy- methamphetamine), con",preclinical_study,Chiharu Sogawa; Norio Sogawa; Kazumi Ohyama; Ruri Kikura-Hanajiri; Yukihiro Goda; Ichiro Sora; Shigeo Kitayama,primary_results
MDMA,SERT (SLC6A4),uptake inhibition,IC50,4715.0,uM,,in_vitro,10.2174/157015911795017425,Methylone and Monoamine Transporters: Correlation with Toxicity,2011,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Methylone (2-methylamino-1-[3,4-methylenedioxyphenyl]propane-1-one) is a synthetic hallucinogenic amphetamine analog, like MDMA (3,4-methylenedioxy- methamphetamine), con",preclinical_study,Chiharu Sogawa; Norio Sogawa; Kazumi Ohyama; Ruri Kikura-Hanajiri; Yukihiro Goda; Ichiro Sora; Shigeo Kitayama,primary_results
DOI,5-HT2A,functional assay,IC50,2.11,nM,,in_vitro,10.25082/jpbr.2021.02.003,Pharmacodynamics study of a new 5-HT2A receptor inverse agonist PCC03039,2022,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: The purpose of this paper is to evaluate the pharmacodynamics of a new 5-HT2A receptor inverse agonist PCC03039 and provide data support for its druggability and clinical,preclinical_study,Sujie Liu; Xin Wang; Huan Gao; Liang Ye; Jingwei Tian; Guangying Du,primary_results
DOI,5-HT2B,functional assay,Ki,3.79,nM,,in_vitro,10.25082/jpbr.2021.02.003,Pharmacodynamics study of a new 5-HT2A receptor inverse agonist PCC03039,2022,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: The purpose of this paper is to evaluate the pharmacodynamics of a new 5-HT2A receptor inverse agonist PCC03039 and provide data support for its druggability and clinical,preclinical_study,Sujie Liu; Xin Wang; Huan Gao; Liang Ye; Jingwei Tian; Guangying Du,primary_results
DOI,5-HT2C,functional assay,Ki,3.79,nM,,in_vitro,10.25082/jpbr.2021.02.003,Pharmacodynamics study of a new 5-HT2A receptor inverse agonist PCC03039,2022,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: The purpose of this paper is to evaluate the pharmacodynamics of a new 5-HT2A receptor inverse agonist PCC03039 and provide data support for its druggability and clinical,preclinical_study,Sujie Liu; Xin Wang; Huan Gao; Liang Ye; Jingwei Tian; Guangying Du,primary_results
Psilocybin,5-HT2A,radioligand binding,Ki,80.0,nM,,in_vivo,10.31219/osf.io/gy6m9,"Repeated low doses of psilocybin increase resilience to stress, lower compulsive actions, and strengthen cortical connections to the paraventricular thalamic nucleus in rats",2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Psilocybin (a classic serotonergic psychedelic drug) has received appraisal for use in psychedelic-assisted therapy of several psychiatric disorders. A less explored topi,preclinical_study,Kat F. Kiilerich; Joe Lorenz; Malthe B. Scharff; Nikolaj Speth; T Brandt; Julia Czurylo; Mengfei Xiong; Naja Støckel Jessen; Agata Casado-Sainz; Vladimir Shalgunov,primary_results
Psilocybin,5-HT7,radioligand binding,Ki,80.0,nM,,in_vivo,10.31219/osf.io/gy6m9,"Repeated low doses of psilocybin increase resilience to stress, lower compulsive actions, and strengthen cortical connections to the paraventricular thalamic nucleus in rats",2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Psilocybin (a classic serotonergic psychedelic drug) has received appraisal for use in psychedelic-assisted therapy of several psychiatric disorders. A less explored topi,preclinical_study,Kat F. Kiilerich; Joe Lorenz; Malthe B. Scharff; Nikolaj Speth; T Brandt; Julia Czurylo; Mengfei Xiong; Naja Støckel Jessen; Agata Casado-Sainz; Vladimir Shalgunov,primary_results
Psilocybin,NMDA receptor,functional assay,Ki,0.61,uM,,in_vivo,10.31887/DCNS.2001.3.4/fxvollenweider,Brain mechanisms of hallucinogens and entactogens,2001,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: This review focuses on recent brain imaging and behavioral studies of sensory gating functions, which assess similarities between the effects of classic hallucinogens (eg",preclinical_study,Franz X. Vollenweider,primary_results
MDMA,NMDA receptor,functional assay,Ki,0.61,uM,,in_vivo,10.31887/DCNS.2001.3.4/fxvollenweider,Brain mechanisms of hallucinogens and entactogens,2001,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: This review focuses on recent brain imaging and behavioral studies of sensory gating functions, which assess similarities between the effects of classic hallucinogens (eg",preclinical_study,Franz X. Vollenweider,primary_results
Ketamine,NMDA receptor,functional assay,Ki,0.61,uM,,in_vivo,10.31887/DCNS.2001.3.4/fxvollenweider,Brain mechanisms of hallucinogens and entactogens,2001,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: This review focuses on recent brain imaging and behavioral studies of sensory gating functions, which assess similarities between the effects of classic hallucinogens (eg",preclinical_study,Franz X. Vollenweider,primary_results
S-ketamine,NMDA receptor,functional assay,Ki,0.61,uM,,in_vivo,10.31887/DCNS.2001.3.4/fxvollenweider,Brain mechanisms of hallucinogens and entactogens,2001,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: This review focuses on recent brain imaging and behavioral studies of sensory gating functions, which assess similarities between the effects of classic hallucinogens (eg",preclinical_study,Franz X. Vollenweider,primary_results
R-ketamine,NMDA receptor,functional assay,Ki,0.61,uM,,in_vivo,10.31887/DCNS.2001.3.4/fxvollenweider,Brain mechanisms of hallucinogens and entactogens,2001,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: This review focuses on recent brain imaging and behavioral studies of sensory gating functions, which assess similarities between the effects of classic hallucinogens (eg",preclinical_study,Franz X. Vollenweider,primary_results
DOI,5-HT2B,radioligand binding,Ki,5.0,nM,,in_vitro,10.3389/fnbeh.2015.00207,"Commentary: Chronic SSRI stimulation of astrocytic 5-HT2B receptors change multiple gene expressions/editings and metabolism of glutamate, glucose and glycogen: a potential paradigm shift",2015,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: GENERAL COMMENTARY article Front. Behav. Neurosci., 05 August 2015Sec. Pathological Conditions Volume 9 - 2015 | https://doi.org/10.3389/fnbeh.2015.00207",in_vitro_binding_assay,Sophie M. Banas; Silvina L. Diaz; Stéphane Doly; Arnauld Belmer; Luc Maroteaux,primary_results
